ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,3.0,10,bullish,-2.08,-1.1,-2.94,-11.26,2.35,-1.03,-2.0,-1.1,-0.58,,,70.0,,,70.0,,,70.0
ACWI,ACWI,3.1,10,bullish,-2.03,-0.95,-3.08,-8.59,-5.23,-1.78,-2.0,-1.36,-0.58,,,72.0,,,72.0,,,72.0
ACWX,ACWX,3.1,10,bullish,-1.51,0.17,-2.52,-10.92,-1.14,-2.0,-2.0,-1.06,-0.09,,,72.0,,,72.0,,,72.0
AFK,Africa,3.2,10,bullish,-0.6,1.71,-1.42,-17.95,-6.57,-2.0,-2.0,-0.66,0.27,,,70.0,,,70.0,,,70.0
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,54.0,,,54.0,,,54.0
AGG,Agg Bond,2.0,10,bullish,-0.38,-0.27,-0.83,-2.78,-1.63,-1.91,-2.0,-1.13,-0.48,,,91.0,,,91.0,,,91.0
AIA,AIA,3.0,10,bullish,-3.17,-1.48,-2.65,-11.31,8.9,-0.29,-2.0,-0.86,-0.62,,,72.0,,,72.0,,,72.0
AIQ,AIQ,3.1,10,bullish,-3.44,-2.96,-4.92,-9.01,-10.65,-1.61,-1.69,-1.31,-1.02,,,40.0,,,40.0,,,40.0
AIRR,AIRR,3.6,10,bullish,-1.61,2.55,1.74,-7.84,8.69,-0.2,-2.0,-0.04,0.51,,,47.0,,,47.0,,,47.0
ALAI,ALAI,4.1,10,bullish,-3.86,-3.02,-4.32,-7.88,-13.14,-1.28,-1.37,-1.16,-0.99,,,6.0,,,6.0,,,6.0
AMG,AMG,3.0,10,bullish,-1.14,-2.07,0.17,-12.95,-6.43,-1.58,-2.0,-0.37,-0.75,,,100.0,,,100.0,,,100.0
APIE,APIE,3.2,10,bullish,-1.38,0.61,-2.88,-11.01,-3.85,-2.0,-2.0,-1.03,0.13,,,11.0,,,11.0,,,11.0
APO,APO,5.7,10,bullish,-1.75,-2.41,4.65,-4.46,-26.57,-1.63,-0.29,0.77,-0.37,,,53.0,,,53.0,,,53.0
ARES,ARES,4.3,10,bullish,0.13,0.29,4.34,-10.08,-37.19,-1.75,-0.64,0.64,0.14,,,47.0,,,47.0,,,47.0
ARGT,ARGT,3.4,10,bullish,-0.74,1.72,1.77,-4.48,-5.6,-0.61,-0.51,0.16,0.25,,,53.0,,,53.0,,,53.0
ARKF,ARKF,3.0,10,bullish,-4.64,-6.53,-7.75,-6.98,-25.31,-1.19,-0.74,-1.15,-1.33,,,38.0,,,38.0,,,38.0
ARKG,ARKG,0.0,10,bearish,-2.1,0.12,-1.06,-14.66,-13.59,-1.22,-1.68,-0.25,-0.05,,,47.0,,,47.0,,,47.0
ARKK,ARKK,0.0,10,bearish,-5.3,-5.51,-6.99,-12.42,-18.98,-1.15,-1.39,-1.14,-1.15,,,47.0,,,47.0,,,47.0
ARKQ,ARKQ,3.0,10,bullish,-3.09,-1.61,-3.8,-9.48,-5.58,-1.13,-1.51,-0.95,-0.58,,,47.0,,,47.0,,,47.0
ARKW,ARKW,0.0,10,bearish,-4.46,-5.72,-7.03,-7.92,-24.09,-1.19,-0.89,-1.12,-1.22,,,47.0,,,47.0,,,47.0
ARKX,ARKX,3.0,10,bullish,-2.25,-1.96,-3.84,-8.77,-1.6,-0.97,-1.37,-0.93,-0.65,,,29.0,,,29.0,,,29.0
ARTY,ARTY,3.2,10,bullish,-5.36,-3.96,-5.23,-11.41,-5.42,-0.95,-1.84,-1.27,-1.16,,,40.0,,,40.0,,,40.0
ASEA,ASEA,3.5,10,bullish,0.68,0.74,1.11,-6.4,1.75,-0.77,-2.0,0.07,0.13,,,53.0,,,53.0,,,53.0
ASHR,ASHR,2.2,10,bullish,0.23,-0.82,-4.25,-6.04,-2.18,-1.18,-1.9,-1.63,-0.51,,,47.0,,,47.0,,,47.0
AVDE,AVDE,3.6,10,bullish,-0.65,1.24,-1.62,-10.43,-0.17,-1.97,-2.0,-0.79,0.33,,,38.0,,,38.0,,,38.0
AVDV,AVDV,3.5,10,bullish,-0.24,1.86,-1.56,-11.23,2.85,-1.58,-2.0,-0.81,0.44,,,38.0,,,38.0,,,38.0
AVEM,AVEM,3.2,10,bullish,-1.51,0.06,-1.75,-11.01,2.86,-1.02,-2.0,-0.82,-0.19,,,38.0,,,38.0,,,38.0
AVES,AVES,3.1,10,bullish,-0.86,0.08,-1.77,-11.17,0.98,-1.21,-2.0,-0.82,-0.15,,,35.0,,,35.0,,,35.0
AVIV,AVIV,3.9,10,bullish,-0.86,1.1,-1.32,-9.88,1.3,-1.89,-2.0,-0.73,0.25,,,35.0,,,35.0,,,35.0
AVNM,AVNM,0.0,10,bearish,-1.1,0.72,-1.77,-10.69,0.84,-1.77,-2.0,-0.87,0.1,,,11.0,,,11.0,,,11.0
BAI,BAI,3.7,10,bullish,-4.58,-0.99,-0.15,-5.96,-2.5,-0.59,-1.12,-0.32,-0.42,,,6.0,,,6.0,,,6.0
BAM,BAM,3.3,10,bullish,1.59,1.52,1.44,-10.63,-18.57,-1.41,-1.14,0.29,0.41,,,11.0,,,11.0,,,11.0
BATT,BATT,4.4,10,bullish,-1.53,3.99,-2.41,-11.86,0.12,-1.02,-2.0,-0.79,0.66,,,40.0,,,40.0,,,40.0
BBCA,BBCA,3.7,10,bullish,-1.06,0.18,-3.11,-8.21,-2.51,-2.0,-2.0,-1.64,-0.16,,,40.0,,,40.0,,,40.0
BBEU,BBEU,3.8,10,bullish,-0.88,0.49,-2.92,-11.7,-4.5,-2.0,-2.0,-1.09,0.1,,,40.0,,,40.0,,,40.0
BBIN,BBIN,3.7,10,bullish,-0.66,0.68,-2.18,-10.94,-2.22,-2.0,-2.0,-0.86,0.16,,,38.0,,,38.0,,,38.0
BBJP,BBJP,3.0,10,bullish,-1.13,1.48,-1.13,-10.9,1.77,-0.9,-2.0,-0.46,0.38,,,40.0,,,40.0,,,40.0
BEN,BEN,3.0,10,bullish,-1.48,-0.6,-3.36,-14.98,-3.56,-0.75,-1.94,-0.74,-0.26,,,100.0,,,100.0,,,100.0
BIL,BIL,2.0,10,bullish,0.04,0.06,0.13,0.03,0.32,2.0,0.33,0.77,0.44,,,73.0,,,73.0,,,73.0
BINV,BINV,3.2,10,bullish,-0.55,1.26,-1.52,-9.96,-0.74,-2.0,-2.0,-0.72,0.39,,,10.0,,,10.0,,,10.0
BITO,BITO,3.7,10,bullish,-4.92,-6.1,-7.35,-2.57,-25.14,-0.57,0.19,-0.63,-0.84,,,29.0,,,29.0,,,29.0
BITQ,BITQ,0.0,10,bearish,-6.22,-6.04,-6.36,-6.72,-10.56,-0.68,-0.67,-0.77,-0.92,,,36.0,,,36.0,,,36.0
BK,BK,4.0,10,bullish,-1.7,0.83,-0.24,-4.7,-1.97,-1.36,-1.3,-0.41,0.05,,,100.0,,,100.0,,,100.0
BKCH,BKCH,0.0,10,bearish,-8.9,-8.09,-9.82,-14.79,-20.96,-0.87,-0.95,-0.91,-0.98,,,36.0,,,36.0,,,36.0
BKGI,BKGI,3.6,10,bullish,0.23,1.4,-0.83,-4.84,8.71,0.17,-2.0,-0.77,0.44,,,11.0,,,11.0,,,11.0
BKIE,BKIE,3.6,10,bullish,-1.23,0.77,-2.1,-10.47,-3.31,-2.0,-2.0,-0.88,0.19,,,36.0,,,36.0,,,36.0
BLK,BLK,3.4,10,bullish,-2.73,-0.89,2.74,-12.92,-12.82,-1.32,-1.98,0.51,-0.27,,,100.0,,,100.0,,,100.0
BLOK,BLOK,3.2,10,bullish,-4.32,-3.58,-5.23,-9.85,-17.15,-1.06,-1.03,-0.82,-0.77,,,41.0,,,41.0,,,41.0
BN,BN,3.7,10,bullish,0.15,2.67,2.37,-13.58,-15.73,-1.64,-1.92,0.31,0.61,,,100.0,,,100.0,,,100.0
BND,Total Bond,2.1,10,bullish,-0.33,-0.21,-0.73,-2.67,-1.58,-1.88,-2.0,-1.01,-0.38,,,73.0,,,73.0,,,73.0
BNDX,BNDX,3.0,10,bearish,-0.42,-0.38,-0.77,-3.01,-1.63,-1.14,-2.0,-1.04,-0.71,,,51.0,,,51.0,,,51.0
BNO,BNO,4.1,10,bullish,4.26,-2.09,5.66,53.25,80.48,2.0,2.0,0.38,-0.59,,,56.0,,,56.0,,,56.0
BOTZ,BOTZ,3.1,10,bullish,-2.72,-2.08,-5.54,-16.71,-10.31,-1.33,-2.0,-1.2,-0.64,,,41.0,,,41.0,,,41.0
BUZZ,BUZZ,0.0,10,bearish,-5.04,-5.46,-8.36,-10.38,-16.94,-1.38,-1.34,-1.48,-1.3,,,36.0,,,36.0,,,36.0
BWX,BWX,3.1,10,bullish,-1.05,-0.78,-0.68,-5.56,-3.85,-1.53,-2.0,-0.47,-0.69,,,72.0,,,72.0,,,72.0
BX,BX,3.6,10,bullish,-0.28,-2.49,0.84,-8.71,-30.78,-1.42,-0.61,0.24,-0.4,,,73.0,,,73.0,,,73.0
CCNR,CCNR,3.9,10,bullish,0.31,2.57,1.19,-2.45,18.65,0.82,-1.33,-0.19,0.53,,,6.0,,,6.0,,,6.0
