ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,2.3,10,bullish,4.06,0.15,-1.17,-1.96,4.69,-0.6,-0.84,-0.59,-0.13,,,58.0,,,58.0,,,58.0
ACWI,ACWI,3.2,10,bullish,4.22,0.64,0.37,-2.4,-1.53,-1.11,-0.99,-0.1,0.15,,,58.0,,,58.0,,,58.0
ACWX,ACWX,3.1,10,bullish,5.04,1.69,1.57,-1.36,3.32,-0.89,-0.74,0.26,0.55,,,58.0,,,58.0,,,58.0
AFK,Africa,3.5,10,bullish,6.76,3.03,2.63,-3.84,-0.64,-1.98,-1.21,0.23,0.64,,,58.0,,,58.0,,,58.0
AGF,AGF,0.0,10,bullish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,42.0,,,42.0,,,42.0
AGG,Agg Bond,2.1,10,bullish,0.6,0.02,-0.25,-1.43,-0.99,-1.34,-1.75,-0.36,0.02,,,84.0,,,84.0,,,84.0
AIA,AIA,3.2,10,bullish,4.71,-0.32,-1.86,-1.04,10.67,-0.06,-0.63,-0.69,-0.3,,,58.0,,,58.0,,,58.0
AIQ,AIQ,3.6,10,bullish,4.9,-0.42,-2.39,-2.27,-7.13,-1.27,-0.68,-0.74,-0.26,,,36.0,,,36.0,,,36.0
AIRR,AIRR,3.7,10,bullish,4.39,0.94,3.88,-2.16,15.08,0.32,-1.05,0.45,-0.01,,,45.0,,,45.0,,,45.0
ALAI,ALAI,4.1,10,bullish,5.18,-1.04,-2.26,-0.27,-8.56,-1.01,-0.43,-0.73,-0.47,,,8.0,,,8.0,,,8.0
AMG,AMG,3.8,10,bullish,3.02,-1.27,0.53,-10.7,-4.56,-1.45,-2.0,-0.29,-0.55,,,100.0,,,100.0,,,100.0
AMLP,AMLP,4.5,10,bullish,-3.16,-2.96,-1.37,-1.39,9.72,1.58,-0.47,-0.52,-1.32,,,47.0,,,47.0,,,47.0
APIE,APIE,3.4,10,bullish,4.89,1.51,1.71,-2.51,0.49,-1.12,-0.83,0.35,0.48,,,13.0,,,13.0,,,13.0
APO,APO,3.3,10,bullish,3.03,1.73,0.45,4.32,-23.52,-1.39,0.6,0.17,0.39,,,47.0,,,47.0,,,47.0
ARES,ARES,5.0,10,bullish,1.65,1.44,1.94,-4.1,-33.82,-1.54,-0.17,0.35,0.33,,,45.0,,,45.0,,,45.0
ARGT,ARGT,3.2,10,bullish,6.51,4.45,7.43,7.92,1.8,-0.08,0.64,0.86,0.69,,,47.0,,,47.0,,,47.0
ARKF,ARKF,3.6,10,bullish,5.43,-1.86,-5.23,-3.36,-20.66,-1.0,-0.43,-0.79,-0.41,,,36.0,,,36.0,,,36.0
ARKG,ARKG,0.0,10,bearish,9.94,2.36,4.38,-5.42,-5.19,-0.67,-0.74,0.47,0.35,,,45.0,,,45.0,,,45.0
ARKK,ARKK,0.0,10,bearish,7.24,-0.84,-2.94,-4.08,-10.99,-0.83,-0.66,-0.58,-0.29,,,45.0,,,45.0,,,45.0
ARKQ,ARKQ,3.3,10,bullish,5.22,-2.56,-2.51,-4.03,0.41,-0.8,-0.94,-0.73,-0.77,,,45.0,,,45.0,,,45.0
ARKW,ARKW,3.6,10,bullish,5.94,-1.88,-4.68,-2.57,-17.79,-0.95,-0.44,-0.78,-0.46,,,45.0,,,45.0,,,45.0
ARKX,ARKX,4.1,10,bullish,4.49,-2.73,-3.29,-4.64,3.56,-0.65,-0.94,-0.82,-0.81,,,28.0,,,28.0,,,28.0
ARTY,ARTY,3.7,10,bullish,4.65,-2.24,-3.42,-0.31,-1.42,-0.7,-0.46,-0.92,-0.74,,,36.0,,,36.0,,,36.0
ASEA,ASEA,3.2,10,bullish,2.56,0.77,1.4,0.51,6.18,0.19,-0.32,0.17,0.15,,,47.0,,,47.0,,,47.0
ASHR,ASHR,2.4,10,bullish,2.55,0.35,-0.98,-0.74,-0.44,-0.93,-0.6,-0.57,-0.02,,,45.0,,,45.0,,,45.0
AVDE,AVDE,3.5,10,bullish,5.52,2.54,2.81,-1.43,4.73,-0.72,-0.8,0.6,0.87,,,36.0,,,36.0,,,36.0
AVDV,AVDV,3.7,10,bullish,6.05,3.21,3.09,-2.64,8.51,-0.46,-1.17,0.48,0.94,,,36.0,,,36.0,,,36.0
AVEM,AVEM,2.4,10,bullish,4.26,0.55,0.43,-1.42,6.13,-0.43,-0.81,-0.2,-0.0,,,36.0,,,36.0,,,36.0
AVES,AVES,3.2,10,bullish,3.27,-0.1,0.2,-2.8,3.87,-0.67,-1.06,-0.22,-0.23,,,32.0,,,32.0,,,32.0
AVIV,AVIV,3.5,10,bullish,5.07,2.36,2.83,-0.92,6.37,-0.51,-0.74,0.57,0.76,,,32.0,,,32.0,,,32.0
AVNM,AVNM,3.1,10,bullish,4.77,1.8,1.95,-1.66,5.44,-0.65,-0.9,0.3,0.55,,,13.0,,,13.0,,,13.0
BAI,BAI,3.7,10,bullish,5.59,-2.09,0.63,2.85,2.33,-0.34,-0.07,-0.18,-0.68,,,8.0,,,8.0,,,8.0
BAM,BAM,3.7,10,bullish,3.45,2.24,1.64,-4.08,-15.24,-1.12,-0.41,0.34,0.57,,,13.0,,,13.0,,,13.0
BATT,BATT,4.3,10,bullish,5.64,2.71,5.27,0.2,9.29,-0.41,-0.58,0.54,0.36,,,36.0,,,36.0,,,36.0
BBCA,BBCA,4.0,10,bullish,3.29,1.37,0.81,-3.21,1.42,-1.36,-1.72,-0.09,0.43,,,36.0,,,36.0,,,36.0
BBEU,BBEU,3.6,10,bullish,5.57,2.55,2.04,-1.84,0.15,-1.39,-0.7,0.48,0.95,,,36.0,,,36.0,,,36.0
