ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
MUFG,VGK,24.0,83.3,80.0,80.7,,,,,,,5.0,,,80.7,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Financial Services
STT,XLI,48.0,78.2,70.0,81.5,,,,,,3.1,1.0,,,85.0,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",Financial Services
BK,XLC,92.0,72.9,66.0,82.1,,,,,,4.6,2.0,,,82.0,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",Financial Services
RSP,SPY,119.0,70.3,126.0,78.5,,,,,,3.9,,,,83.7,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
DBJP,VXUS,125.0,69.7,75.0,81.1,,,,,,4.6,,,,82.1,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
VTV,XLI,128.0,69.6,90.0,80.2,,,,,,3.9,,,,84.4,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
SPLG,SPY,132.0,69.3,113.0,79.1,,,,,,3.7,,,,88.9,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
LRCX,VXUS,144.0,68.7,114.0,79.0,,,,,,,5.0,,,81.6,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Technology
EACO,--,1.0,92.4,1.0,93.4,,,,,,,,,,89.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
AXSM,XLV,2.0,92.3,5.0,90.8,,,,,,,,,,88.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
ODFL,XLI,4.0,90.3,114.0,79.0,,,,,,,4.0,,,85.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
DK,XLE,5.0,90.1,9.0,87.7,,,,,,,,,,88.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
VLO,XLE,5.0,90.1,1.0,93.4,,,,,,,4.0,,,86.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
MPC,XLE,7.0,90.0,1.0,93.4,,,,,,,1.0,,,86.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
PSX,XLE,10.0,87.8,98.0,79.7,,,,,,,3.0,,,81.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
JBHT,XLI,19.0,84.5,26.0,85.7,,,,,,,4.0,,,86.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
CSX,XLI,20.0,84.4,14.0,87.5,,,,,,,4.0,,,88.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
R,XLI,21.0,84.1,22.0,85.8,,,,,,,,,,89.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
TTMI,VXUS,22.0,83.8,43.0,83.8,,,,,,,,,,81.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
ELV,XLV,23.0,83.4,135.0,78.1,,,,,,,1.0,,,86.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Healthcare
RY,VGK,25.0,83.2,92.0,80.1,,,,,,,3.0,,,89.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Financial Services
SMFG,VGK,26.0,82.6,119.0,78.9,,,,,,,5.0,,,79.7,CAUTION,none,3,"['ranker', 'ranker_long', 'stock_secrot']",Financial Services
IESC,XLI,28.0,82.4,8.0,87.9,,,,,,,,,,91.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
TD,VGK,29.0,82.2,56.0,82.6,,,,,,,3.0,,,87.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Financial Services
DINO,XLE,31.0,81.2,79.0,80.8,,,,,,,,,,82.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
SLAB,QQQ,36.0,79.4,73.0,81.3,,,,,,,,,,89.8,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
BMO,VGK,38.0,79.2,96.0,79.8,,,,,,,3.0,,,90.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Financial Services
JCI,XLI,41.0,78.9,45.0,83.6,,,,,,,2.0,,,86.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
XPO,XLI,44.0,78.8,37.0,84.8,,,,,,,2.0,,,90.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
GWW,XLI,48.0,78.2,22.0,85.8,,,,,,,3.0,,,88.9,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
MATX,VGK,50.0,77.3,44.0,83.7,,,,,,,,,,89.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
MSGS,VXUS,53.0,77.0,109.0,79.4,,,,,,,,,,91.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
NWPX,XLI,55.0,76.7,9.0,87.7,,,,,,,,,,86.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
DXJ,VXUS,58.0,76.4,56.0,82.6,,,,,,4.1,,,,79.2,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
DCOM,XLI,66.0,75.8,106.0,79.5,,,,,,,,,,84.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
CRS,XLI,68.0,75.5,68.0,81.9,,,,,,,3.0,,,86.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
FDX,XLI,69.0,75.2,98.0,79.7,,,,,,,3.0,,,83.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
ADM,DBA,71.0,74.8,16.0,87.3,,,,,,,5.0,,,69.0,CAUTION,bearish,3,"['ranker', 'ranker_long', 'stock_secrot']",Consumer Defensive
CNO,XLF,74.0,74.5,80.0,80.7,,,,,,,,,,87.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
PFG,XLF,76.0,74.4,114.0,79.0,,,,,,,2.0,,,88.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Financial Services
EWBC,XLI,77.0,74.3,87.0,80.4,,,,,,,1.0,,,85.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Financial Services
CAT,XLI,82.0,73.9,20.0,86.0,,,,,,,3.0,,,84.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
GL,XLF,88.0,73.6,45.0,83.6,,,,,,,0.0,,,86.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Financial Services
PNC,XLF,88.0,73.6,142.0,78.0,,,,,,,5.0,,,78.7,CAUTION,none,3,"['ranker', 'ranker_long', 'stock_secrot']",Financial Services
UNH,XLV,88.0,73.6,135.0,78.1,,,,,,,1.0,,,85.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Healthcare
BG,XLE,93.0,72.8,28.0,85.4,,,,,,,6.0,,,69.4,CAUTION,bearish,3,"['ranker', 'ranker_long', 'stock_secrot']",Consumer Defensive
WTS,XLI,93.0,72.8,89.0,80.3,,,,,,,,,,83.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
MTRN,VXUS,99.0,72.0,134.0,78.2,,,,,,,,,,81.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
FITB,XLF,100.0,71.9,144.0,77.8,,,,,,,5.0,,,77.8,CAUTION,none,3,"['ranker', 'ranker_long', 'stock_secrot']",Financial Services
RS,XLB,100.0,71.9,56.0,82.6,,,,,,,3.0,,,91.6,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Basic Materials
MAR,XLY,112.0,70.8,31.0,85.1,,,,,,,2.0,,,87.7,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",Consumer Cyclical
VBR,VGK,120.0,70.2,,,,,,,,3.9,,,,87.2,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
FFBC,VGK,128.0,69.6,132.0,78.3,,,,,,,,,,81.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
SAIA,XLI,131.0,69.5,98.0,79.7,,,,,,,,,,88.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
RBC,XLI,132.0,69.3,106.0,79.5,,,,,,,5.0,,,72.8,CAUTION,none,3,"['ranker', 'ranker_long', 'stock_secrot']",Industrials
PLXS,XLK,132.0,69.3,55.0,82.7,,,,,,,,,,85.8,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
IJR,VXUS,140.0,68.8,,,,,,,,4.3,,,,85.5,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
PVAL,SPY,140.0,68.8,,,,,,,,3.8,,,,80.7,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
HEWJ,VXUS,144.0,68.7,,,,,,,,4.6,,,,81.0,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
DGRO,XLI,144.0,68.7,112.0,79.2,,,,,,4.1,,,,77.6,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
KN,XLI,149.0,68.6,56.0,82.6,,,,,,,,,,80.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
EUSA,SPY,149.0,68.6,,,,,,,,3.9,,,,81.0,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
KLAC,--,,,52.0,83.0,,,,,,,5.0,,,82.1,HEALTHY,bullish,3,"['ranker_long', 'stock_secrot', 'pullback_health']",Technology
AMAT,--,,,64.0,82.2,,,,,,,5.0,,,82.5,HEALTHY,bullish,3,"['ranker_long', 'stock_secrot', 'pullback_health']",Technology
IWD,--,,,105.0,79.6,,,,,,3.8,,,,80.1,HEALTHY,none,3,"['ranker_long', 'secrot', 'pullback_health']",
VIG,--,,,150.0,77.6,,,,,,3.8,,,,82.0,HEALTHY,none,3,"['ranker_long', 'secrot', 'pullback_health']",
LQDA,XLV,3.0,91.7,,,,,,,,,,,,87.4,HEALTHY,none,2,"['ranker', 'pullback_health']",
HUM,--,8.0,89.3,,,,,,,,,1.0,,,83.3,HEALTHY,none,2,"['ranker', 'pullback_health']",Healthcare
WTTR,XLE,9.0,89.0,42.0,83.9,,,,,,,,,,57.3,CAUTION,none,2,"['ranker', 'ranker_long']",
MUR,XLE,11.0,86.8,110.0,79.3,,,,,,,,,,60.0,CAUTION,none,2,"['ranker', 'ranker_long']",
CNC,--,13.0,86.6,,,,,,,,,0.0,,,81.8,HEALTHY,none,2,"['ranker', 'pullback_health']",Healthcare
PBF,XLE,14.0,85.9,26.0,85.7,,,,,,,,,,60.0,CAUTION,none,2,"['ranker', 'ranker_long']",
BTSG,QQQ,14.0,85.9,,,,,,,,,,,,83.4,HEALTHY,bullish,2,"['ranker', 'pullback_health']",
