ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
CLMT,35.72,1.88,11.42,17.93,82.71,93.71,171.63,6.06,1.57,4.61,1.13,2.08,4,True,True,True,True,True,7.5,21.21,154.91,6.81,21.28,148.04,8.28,26.21,123.02,0.9864,,,-0.62,clean,1.482,normal,none,94.8090692124105,95.86316626889419,96.18138424821002,95.6,1
CENX,64.54,3.15,29.99,19.74,57.65,116.43,246.99,9.53,0.66,2.92,2.02,4.28,4,True,True,True,True,True,26.07,23.03,230.27,25.38,23.09,223.39,26.86,28.02,198.37,-1.0018,IAU,0.42,1.01,clean,1.265,normal,none,97.06974277380006,95.86316626889419,77.08830548926015,90.0,2
PARXF,19.62,0.26,1.5,19.71,43.53,51.27,105.45,5.87,13.14,2.21,1.18,2.42,5,True,True,True,True,True,-2.42,22.99,88.72,-3.11,23.06,81.85,-1.63,27.99,56.83,1.4613,XLE,0.42,-0.15,clean,0.783,normal,none,71.39352956775392,99.96022275258552,97.13603818615752,89.5,3
GSG,33.52,0.21,4.59,18.4,45.3,47.73,46.25,21.92,4.01,2.46,1.05,1.02,4,True,True,True,True,True,0.67,21.69,29.52,-0.02,21.76,22.65,1.46,26.68,-2.37,2.5536,DBA,0.41,0.79,clean,1.403,normal,none,73.87297798992309,95.86316626889419,98.56801909307876,89.4,4
USO,138.94,0.74,11.87,44.26,101.48,94.21,78.72,16.05,3.73,2.29,0.93,0.78,3,True,True,True,True,True,7.95,47.55,62.0,7.26,47.62,55.13,8.74,52.54,30.11,4.9501,DBA,0.36,1.08,clean,1.584,confirmed,none,89.82365420312914,77.96340493237868,99.36356404136833,89.1,5
SYRE,48.98,2.94,3.53,20.67,60.17,206.51,216.2,1.2,5.86,2.91,3.43,3.59,4,True,True,True,True,True,-0.39,23.95,199.48,-1.08,24.02,192.61,0.4,28.95,167.59,-0.7142,VXUS,0.53,-0.83,clean,1.05,normal,none,87.74197825510475,95.86316626889419,83.61177406523468,89.1,5
PARR,64.79,-0.15,-1.34,29.66,80.88,84.06,332.22,8.7,-22.13,2.73,1.04,4.11,4,True,True,True,True,True,-5.26,32.94,315.5,-5.95,33.01,308.63,-4.47,37.94,283.6,4.5459,XLE,0.45,0.09,clean,1.0,normal,buy_today,71.11508883585256,95.86316626889419,99.28400954653938,88.8,7
BNO,54.67,1.02,3.74,35.86,93.52,87.23,74.83,3.68,9.59,2.61,0.93,0.8,3,True,True,True,True,True,-0.18,39.14,58.11,-0.87,39.21,51.24,0.61,44.14,26.21,5.306,XLE,0.42,0.42,clean,1.991,confirmed,none,82.70352691593742,77.96340493237868,99.44311853619729,86.7,8
NMM,70.99,2.23,8.78,3.24,38.14,60.1,78.19,3.93,0.37,11.76,1.58,2.05,4,True,True,True,True,True,4.86,6.53,61.46,4.17,6.6,54.59,5.65,11.52,29.57,-1.0895,XLI,0.45,0.83,clean,0.989,normal,none,87.85468045611243,95.86316626889419,75.17899761336515,86.3,9
TIGO,80.63,1.24,7.04,13.48,42.58,69.0,173.04,5.66,1.92,3.16,1.62,4.06,4,True,True,True,True,True,3.12,16.77,156.32,2.43,16.84,149.45,3.9,21.76,124.43,-1.2165,XLI,0.47,1.19,clean,1.259,normal,none,89.98939273402281,95.86316626889419,70.64439140811456,85.5,10
PL,35.02,-2.4,13.48,42.42,71.58,135.82,878.21,-5.62,3.15,1.69,1.9,12.27,3,True,True,True,True,True,9.56,45.7,861.49,8.87,45.77,854.62,10.35,50.7,829.59,0.4204,,,2.09,overextended,1.28,normal,none,82.41845664280032,77.96340493237868,94.98806682577565,85.1,11
FTI,71.59,0.8,0.56,11.1,51.32,86.34,119.47,0.7,19.75,4.63,1.68,2.33,4,True,True,True,True,True,-3.36,14.38,102.74,-4.05,14.45,95.87,-2.57,19.38,70.85,-0.8118,XLI,0.57,0.47,clean,0.85,normal,none,76.5380535666932,95.86316626889419,81.62291169451073,84.7,12
FSLY,31.54,-5.85,14.98,54.31,209.52,248.51,377.16,-2.56,3.62,3.86,1.19,1.8,3,True,True,True,True,True,11.07,57.59,360.43,10.38,57.66,353.56,11.85,62.59,328.54,-0.1877,,,0.08,clean,1.07,normal,buy_today,82.48475205515778,77.96340493237868,91.72633253778838,84.1,13
