target_date,section,similar_date,score,event,fwd_5d,fwd_10d,fwd_21d
2026-03-30,25Y_broad,2026-03-27,0.9448,,,,
2026-03-30,25Y_broad,2026-03-26,0.8728,,,,
2026-03-30,25Y_broad,2026-03-25,0.823,,,,
2026-03-30,25Y_broad,2026-03-24,0.7896,,,,
2026-03-30,25Y_broad,2026-03-20,0.7451,,,,
2026-03-30,25Y_broad,2026-03-23,0.7412,,,,
2026-03-30,25Y_broad,2026-03-18,0.7158,,,,
2026-03-30,25Y_broad,2026-03-19,0.6809,,,,
2026-03-30,25Y_broad,2026-03-13,0.6721,,,,
2026-03-30,25Y_broad,2022-05-09,0.6469,,,,
2026-03-30,25Y_broad,2022-05-12,0.6426,,,,
2026-03-30,25Y_broad,2026-03-17,0.6401,,,,
2026-03-30,25Y_broad,2022-05-13,0.6396,,,,
2026-03-30,25Y_broad,2026-03-12,0.6357,,,,
2026-03-30,25Y_broad,2025-01-13,0.6271,,,,
2026-03-30,25Y_broad,2022-05-16,0.6257,,,,
2026-03-30,25Y_broad,2026-03-16,0.6228,,,,
2026-03-30,25Y_broad,2025-01-02,0.621,,,,
2026-03-30,25Y_broad,2023-10-13,0.6196,,,,
2026-03-30,25Y_broad,2021-10-05,0.6131,,,,
2026-03-30,25Y_broad,2022-05-06,0.6063,,,,
2026-03-30,25Y_broad,2021-10-06,0.6059,,,,
2026-03-30,25Y_broad,2021-10-01,0.6049,,,,
2026-03-30,25Y_broad,2025-01-10,0.6019,,,,
2026-03-30,25Y_broad,2024-12-31,0.5952,,,,
2026-03-30,25Y_broad,2004-05-17,0.5925,,,,
2026-03-30,25Y_broad,2022-04-29,0.5858,,,,
2026-03-30,25Y_broad,2004-05-06,0.5855,,,,
2026-03-30,25Y_broad,2022-05-02,0.5835,,,,
2026-03-30,25Y_broad,2008-06-30,0.5803,,,,
2026-03-30,25Y_broad,2010-05-28,0.577,,,,
2026-03-30,25Y_broad,2005-04-05,0.5767,,,,
2026-03-30,25Y_broad,2010-02-11,0.5763,,,,
2026-03-30,25Y_broad,2025-01-14,0.5757,,,,
2026-03-30,25Y_broad,2022-05-05,0.5757,,,,
2026-03-30,25Y_broad,2008-07-02,0.5744,,,,
2026-03-30,25Y_broad,2004-05-18,0.5743,,,,
2026-03-30,25Y_broad,2022-05-19,0.5735,,,,
2026-03-30,25Y_broad,2021-09-29,0.5726,,,,
2026-03-30,25Y_broad,2010-06-01,0.5722,,,,
2026-03-30,25Y_broad,2020-03-20,0.5716,,,,
2026-03-30,25Y_broad,2014-09-30,0.5688,,,,
2026-03-30,25Y_broad,2021-09-30,0.5675,,,,
2026-03-30,25Y_broad,2008-07-03,0.5674,,,,
2026-03-30,25Y_broad,2021-10-08,0.5667,,,,
2026-03-30,25Y_broad,2008-10-22,0.5651,,,,
2026-03-30,25Y_broad,2008-07-01,0.5638,,,,
2026-03-30,25Y_broad,2004-05-05,0.5627,,,,
2026-03-30,25Y_broad,2022-05-11,0.5623,,,,
2026-03-30,25Y_broad,2008-07-07,0.5619,,,,
2026-03-30,25Y_broad,2020-03-18,0.5609,,,,
2026-03-30,25Y_broad,2010-02-18,0.56,,,,
2026-03-30,25Y_broad,2004-05-21,0.5577,,,,
2026-03-30,25Y_broad,2020-03-19,0.5576,,,,
2026-03-30,25Y_broad,2010-02-16,0.5569,,,,
2026-03-30,25Y_broad,2014-10-07,0.5552,,,,
2026-03-30,25Y_broad,2021-09-28,0.5551,,,,
2026-03-30,25Y_broad,2022-05-18,0.5542,,,,
2026-03-30,25Y_broad,2022-05-10,0.554,,,,
2026-03-30,25Y_broad,2002-09-30,0.5539,,,,
2026-03-30,25Y_broad,2021-12-06,0.5538,,,,
2026-03-30,25Y_broad,2018-03-27,0.5533,,,,
2026-03-30,25Y_broad,2020-03-23,0.5529,,,,
2026-03-30,25Y_broad,2004-05-14,0.5522,,,,
2026-03-30,25Y_broad,2014-10-02,0.5522,,,,
2026-03-30,25Y_broad,2010-02-12,0.5517,,,,
2026-03-30,25Y_broad,2016-01-21,0.5511,,,,
2026-03-30,25Y_broad,2013-06-24,0.551,,,,
2026-03-30,25Y_broad,2016-01-19,0.5509,,,,
2026-03-30,25Y_broad,2021-10-07,0.5505,,,,
2026-03-30,25Y_broad,2014-10-01,0.5493,,,,
2026-03-30,25Y_broad,2010-02-17,0.5467,,,,
2026-03-30,25Y_broad,2005-04-01,0.5458,,,,
2026-03-30,25Y_broad,2018-02-09,0.5458,,,,
2026-03-30,25Y_broad,2023-08-22,0.5448,,,,
2026-03-30,25Y_broad,2020-03-17,0.5447,,,,
2026-03-30,25Y_broad,2008-10-20,0.544,,,,
2026-03-30,25Y_broad,2005-04-04,0.5438,,,,
2026-03-30,25Y_broad,2011-10-03,0.5435,,,,
2026-03-30,25Y_broad,2016-01-22,0.5423,,,,
2026-03-30,25Y_broad,2018-02-13,0.5419,,,,
2026-03-30,25Y_broad,2018-02-08,0.5415,,,,
2026-03-30,25Y_broad,2025-01-08,0.5414,,,,
2026-03-30,25Y_broad,2021-10-12,0.5405,,,,
2026-03-30,25Y_broad,2000-05-10,0.5403,,,,
2026-03-30,25Y_broad,2010-02-04,0.5402,,,,
2026-03-30,25Y_broad,2013-06-28,0.5401,,,,
2026-03-30,25Y_broad,2022-05-17,0.54,,,,
2026-03-30,25Y_broad,2020-03-16,0.5398,,,,
2026-03-30,25Y_broad,2022-05-20,0.5398,,,,
2026-03-30,25Y_broad,2023-10-12,0.5396,,,,
2026-03-30,25Y_broad,2014-09-29,0.5396,,,,
2026-03-30,25Y_broad,2008-10-27,0.5391,,,,
2026-03-30,25Y_broad,2016-01-25,0.5388,,,,
2026-03-30,25Y_broad,2004-05-20,0.5383,,,,
2026-03-30,25Y_broad,2020-03-24,0.5375,,,,
2026-03-30,25Y_broad,2016-01-20,0.5366,,,,
2026-03-30,25Y_broad,2002-09-26,0.5351,,,,
2026-03-30,25Y_broad,2004-05-07,0.535,,,,
2026-03-30,25Y_broad,2015-09-02,0.5347,,,,
2026-03-30,SPY_deep,1996-07-12,0.7628,,-0.91,-1.3,3.31
2026-03-30,SPY_deep,1998-08-10,0.7503,Asian Crisis / LTCM,-0.11,0.69,-7.37
2026-03-30,SPY_deep,2025-01-13,0.7429,,3.73,3.98,3.78
2026-03-30,SPY_deep,1998-08-07,0.7386,Asian Crisis / LTCM,-2.75,-0.52,-5.62
2026-03-30,SPY_deep,2026-03-27,0.7291,,,,
2026-03-30,SPY_deep,1998-08-14,0.707,Asian Crisis / LTCM,2.29,-2.59,-1.95
2026-03-30,SPY_deep,2018-10-23,0.6964,Fed Tightening Selloff,-2.13,0.55,-3.14
2026-03-30,SPY_deep,2004-03-23,0.6842,,3.21,4.97,4.38
2026-03-30,SPY_deep,2015-08-27,0.6719,China Deval / Oil Crash,-1.87,-1.27,-5.65
2026-03-30,SPY_deep,2006-05-19,0.6707,,1.01,0.02,-2.37
2026-03-30,SPY_deep,2001-03-21,0.6503,Dot-com Crash,2.48,-1.26,10.9
2026-03-30,SPY_deep,2001-03-20,0.6462,Dot-com Crash,3.6,-3.34,10.03
2026-03-30,SPY_deep,2000-02-22,0.6416,,1.83,1.54,11.2
2026-03-30,SPY_deep,2008-01-10,0.6388,GFC,-5.56,-5.84,-5.34
2026-03-30,SPY_deep,2000-02-18,0.6375,,0.61,3.28,10.26
2026-03-30,SPY_deep,2008-01-16,0.6339,GFC,-1.45,0.28,-1.34
2026-03-30,SPY_deep,2018-10-30,0.6325,Fed Tightening Selloff,2.74,1.6,2.32
2026-03-30,SPY_deep,2012-11-14,0.6296,,2.59,4.55,4.54
2026-03-30,SPY_deep,2025-03-14,0.6256,,0.21,-1.27,-4.21
2026-03-30,SPY_deep,2025-03-06,0.622,,-3.72,-1.26,-11.77
2026-03-30,SPY_deep,2024-12-31,0.6168,,0.58,0.95,1.99
2026-03-30,SPY_deep,2016-01-15,0.6124,China Deval / Oil Crash,-0.09,3.11,2.7
2026-03-30,SPY_deep,2022-04-29,0.6061,Inflation / Rate Hike Bear,-0.16,-2.5,0.23
2026-03-30,SPY_deep,2010-05-25,0.6052,Flash Crash / Euro Debt,2.33,-1.64,-0.37
2026-03-30,SPY_deep,2022-05-02,0.6048,Inflation / Rate Hike Bear,-3.94,-3.47,-1.18
2026-03-30,SPY_deep,2022-05-05,0.6036,Inflation / Rate Hike Bear,-5.19,-5.88,-0.49
2026-03-30,SPY_deep,2021-12-06,0.5993,,1.7,-0.83,2.09
2026-03-30,SPY_deep,2016-01-19,0.5959,China Deval / Oil Crash,1.14,1.12,2.14
2026-03-30,SPY_deep,2021-09-22,0.5924,,-0.78,-0.68,3.59
2026-03-30,SPY_deep,2010-05-26,0.5892,Flash Crash / Euro Debt,3.3,1.85,0.65
2026-03-30,SPY_deep,1998-08-05,0.5883,Asian Crisis / LTCM,0.2,1.49,-9.14
2026-03-30,SPY_deep,2005-10-12,0.584,,1.94,1.59,4.97
2026-03-30,SPY_deep,2002-07-25,0.5824,Dot-com Crash,5.69,8.27,12.62
2026-03-30,SPY_deep,2004-08-12,0.5784,,2.55,3.85,6.03
2026-03-30,SPY_deep,1996-07-24,0.5779,,2.04,5.95,7.02
2026-03-30,SPY_deep,2008-01-09,0.5756,GFC,-2.42,-3.83,-5.2
2026-03-30,SPY_deep,2022-05-20,0.5733,Inflation / Rate Hike Bear,6.58,5.69,-3.91
2026-03-30,SPY_deep,2018-03-26,0.5714,Volmageddon,-1.64,0.02,-0.56
2026-03-30,SPY_deep,2014-01-30,0.5693,,-0.98,2.11,3.21
2026-03-30,SPY_deep,2008-10-13,0.5691,GFC,-2.51,-17.17,-11.43
2026-03-30,SPY_deep,2018-12-18,0.567,Fed Tightening Selloff,-3.49,-4.26,4.46
2026-03-30,SPY_deep,2022-03-11,0.5621,Inflation / Rate Hike Bear,5.82,7.77,4.73
2026-03-30,SPY_deep,2025-03-03,0.5619,,-3.97,-2.85,-3.91
2026-03-30,SPY_deep,2015-09-03,0.5603,China Deval / Oil Crash,0.61,-0.05,1.49
2026-03-30,SPY_deep,2014-02-06,0.5563,,3.12,3.61,6.02
2026-03-30,SPY_deep,2006-06-14,0.5522,,1.22,1.01,0.02
2026-03-30,SPY_deep,2005-10-13,0.5506,,0.2,0.57,5.39
2026-03-30,SPY_deep,2001-09-24,0.5447,Dot-com Crash,3.55,5.79,8.15
2026-03-30,SPY_deep,1998-08-13,0.5392,Asian Crisis / LTCM,1.92,-3.38,-3.67
2026-03-30,SPY_deep,2026-03-20,0.5384,,-2.23,,
2026-03-30,SPY_deep,2004-07-26,0.5324,,2.13,-1.61,1.47
2026-03-30,SPY_deep,1999-08-10,0.5301,,4.64,6.46,4.73
2026-03-30,SPY_deep,2014-02-04,0.5267,,3.76,4.35,7.29
2026-03-30,SPY_deep,2018-12-26,0.5252,Fed Tightening Selloff,-0.8,5.16,7.14
2026-03-30,SPY_deep,2025-03-04,0.5242,,-3.63,-2.75,-2.14
2026-03-30,SPY_deep,1999-09-28,0.5235,,1.78,2.53,1.39
2026-03-30,SPY_deep,1999-09-23,0.5154,,0.68,3.13,1.73
2026-03-30,SPY_deep,2005-03-29,0.5148,,1.42,1.86,-0.76
2026-03-30,SPY_deep,2026-03-23,0.5145,,-2.76,,
2026-03-30,SPY_deep,2014-02-03,0.512,,3.35,5.78,7.8
2026-03-30,SPY_deep,2001-03-22,0.5115,Dot-com Crash,3.92,3.54,10.01
2026-03-30,SPY_deep,2001-03-12,0.511,Dot-com Crash,-0.62,-1.81,-1.21
2026-03-30,SPY_deep,2004-05-11,0.5109,,-0.09,1.91,4.19
2026-03-30,SPY_deep,2018-10-16,0.5108,Fed Tightening Selloff,-2.42,-4.5,-3.64
2026-03-30,SPY_deep,2018-02-09,0.5103,Volmageddon,4.44,6.27,5.82
2026-03-30,SPY_deep,2022-01-18,0.5099,Inflation / Rate Hike Bear,-4.82,-0.78,-2.17
2026-03-30,SPY_deep,2013-08-27,0.5083,,1.48,3.72,3.89
2026-03-30,SPY_deep,1997-04-11,0.5067,,4.33,4.29,14.47
2026-03-30,SPY_deep,1998-06-03,0.5064,Asian Crisis / LTCM,3.36,3.33,6.45
2026-03-30,SPY_deep,2014-10-02,0.5062,,-0.84,-4.17,3.75
2026-03-30,SPY_deep,1996-01-12,0.5057,,1.73,3.32,10.13
2026-03-30,SPY_deep,2004-03-22,0.5042,,2.68,5.13,2.75
2026-03-30,SPY_deep,1999-09-27,0.5039,,1.68,3.94,-0.61
2026-03-30,SPY_deep,2025-04-10,0.5019,,0.35,4.97,11.13
2026-03-30,SPY_deep,2000-02-24,0.5011,,3.53,5.28,14.76
2026-03-30,SPY_deep,2004-07-19,0.501,,-1.35,0.75,-1.21
2026-03-30,SPY_deep,1996-01-10,0.5008,,1.15,3.25,9.79
2026-03-30,SPY_deep,2007-08-16,0.5005,,3.11,2.85,4.22
2026-03-30,SPY_deep,2006-05-22,0.5005,,-0.02,0.54,-0.89
2026-03-30,SPY_deep,2006-05-18,0.5002,,1.2,2.21,-2.01
2026-03-30,SPY_deep,2022-05-09,0.5002,Inflation / Rate Hike Bear,0.48,-0.31,3.28
2026-03-30,SPY_deep,2002-07-01,0.4982,Dot-com Crash,-1.47,-6.67,-6.05
2026-03-30,SPY_deep,2026-03-24,0.498,,,,
2026-03-30,SPY_deep,2004-07-21,0.4974,,0.47,0.57,0.12
2026-03-30,SPY_deep,2010-05-24,0.497,Flash Crash / Euro Debt,-0.17,-1.01,1.41
2026-03-30,SPY_deep,2011-06-10,0.4965,,-0.43,-0.62,2.98
2026-03-30,SPY_deep,2018-10-11,0.4957,Fed Tightening Selloff,1.55,-0.77,2.05
2026-03-30,SPY_deep,2018-10-15,0.4943,Fed Tightening Selloff,0.22,-3.84,-0.85
2026-03-30,SPY_deep,2011-08-11,0.4942,US Downgrade / Euro Crisis,-2.4,-0.89,-0.56
2026-03-30,SPY_deep,2015-09-29,0.4922,China Deval / Oil Crash,5.14,6.45,11.07
2026-03-30,SPY_deep,1996-01-11,0.4907,,0.88,2.27,9.12
2026-03-30,SPY_deep,2014-02-05,0.488,,3.94,5.1,7.47
2026-03-30,SPY_deep,2002-09-24,0.488,Dot-com Crash,4.14,-2.36,9.59
2026-03-30,SPY_deep,2014-01-27,0.4865,,-2.16,1.12,3.84
2026-03-30,SPY_deep,2020-03-02,0.4855,COVID Crash,-11.28,-22.4,-16.61
2026-03-30,SPY_deep,2016-01-20,0.4853,China Deval / Oil Crash,1.34,3.04,3.42
2026-03-30,SPY_deep,2020-02-26,0.4851,COVID Crash,0.44,-11.92,-16.15
2026-03-30,SPY_deep,2004-07-23,0.4849,,1.73,-1.94,1.14
2026-03-30,SPY_deep,2012-11-15,0.4846,,4.16,4.75,5.95
2026-03-30,SPY_deep,1996-06-19,0.4844,,-0.35,0.99,-4.01
