date,hyg_price,lqd_price,spy_price,hyglqd_ratio,percentile,change_5d,regime,fwd_5d_avg,fwd_5d_median,fwd_5d_winrate,fwd_5d_n,fwd_10d_avg,fwd_10d_median,fwd_10d_winrate,fwd_10d_n,fwd_20d_avg,fwd_20d_median,fwd_20d_winrate,fwd_20d_n
2026-03-12,79.35,108.57,666.06,0.73086487980105,42.911153119092624,0.88,Neutral,0.35,0.43,62.4,1409,0.63,0.77,67.0,1404,1.24,1.63,70.3,1394
