target_date,section,similar_date,score,event,fwd_5d,fwd_10d,fwd_21d
2026-03-27,25Y_broad,2026-03-26,0.9103,,,,
2026-03-27,25Y_broad,2026-03-25,0.8947,,,,
2026-03-27,25Y_broad,2026-03-24,0.8044,,,,
2026-03-27,25Y_broad,2026-03-23,0.792,,,,
2026-03-27,25Y_broad,2026-03-20,0.776,,,,
2026-03-27,25Y_broad,2026-03-19,0.7293,,,,
2026-03-27,25Y_broad,2026-03-18,0.6956,,,,
2026-03-27,25Y_broad,2022-05-13,0.691,,,,
2026-03-27,25Y_broad,2022-05-16,0.6903,,,,
2026-03-27,25Y_broad,2026-03-13,0.6745,,,,
2026-03-27,25Y_broad,2022-05-19,0.6665,,,,
2026-03-27,25Y_broad,2026-03-17,0.6592,,,,
2026-03-27,25Y_broad,2010-02-11,0.6584,,,,
2026-03-27,25Y_broad,2022-05-06,0.6556,,,,
2026-03-27,25Y_broad,2010-02-16,0.6518,,,,
2026-03-27,25Y_broad,2005-04-05,0.65,,,,
2026-03-27,25Y_broad,2010-02-18,0.647,,,,
2026-03-27,25Y_broad,2021-10-05,0.6469,,,,
2026-03-27,25Y_broad,2010-05-28,0.6402,,,,
2026-03-27,25Y_broad,2023-10-13,0.6397,,,,
2026-03-27,25Y_broad,2021-10-06,0.6391,,,,
2026-03-27,25Y_broad,2010-02-12,0.6383,,,,
2026-03-27,25Y_broad,2022-05-09,0.6379,,,,
2026-03-27,25Y_broad,2025-01-10,0.6338,,,,
2026-03-27,25Y_broad,2010-06-02,0.6293,,,,
2026-03-27,25Y_broad,2010-06-01,0.6266,,,,
2026-03-27,25Y_broad,2022-05-12,0.6258,,,,
2026-03-27,25Y_broad,2010-02-17,0.6244,,,,
2026-03-27,25Y_broad,2022-05-17,0.6239,,,,
2026-03-27,25Y_broad,2025-01-02,0.6226,,,,
2026-03-27,25Y_broad,2004-05-17,0.622,,,,
2026-03-27,25Y_broad,2025-01-13,0.6217,,,,
2026-03-27,25Y_broad,2004-05-06,0.6212,,,,
2026-03-27,25Y_broad,2022-05-02,0.6193,,,,
2026-03-27,25Y_broad,2022-05-18,0.619,,,,
2026-03-27,25Y_broad,2023-10-12,0.618,,,,
2026-03-27,25Y_broad,2023-10-10,0.6176,,,,
2026-03-27,25Y_broad,2022-05-05,0.6176,,,,
2026-03-27,25Y_broad,2013-06-28,0.6169,,,,
2026-03-27,25Y_broad,2026-03-12,0.6164,,,,
2026-03-27,25Y_broad,2026-03-16,0.6157,,,,
2026-03-27,25Y_broad,2022-04-29,0.6146,,,,
2026-03-27,25Y_broad,2022-05-03,0.6122,,,,
2026-03-27,25Y_broad,2025-01-08,0.6107,,,,
2026-03-27,25Y_broad,2024-12-31,0.6099,,,,
2026-03-27,25Y_broad,2016-01-25,0.6095,,,,
2026-03-27,25Y_broad,2016-01-27,0.607,,,,
2026-03-27,25Y_broad,2004-05-05,0.6048,,,,
2026-03-27,25Y_broad,2021-10-08,0.604,,,,
2026-03-27,25Y_broad,2025-01-07,0.6029,,,,
2026-03-27,25Y_broad,2022-05-20,0.5978,,,,
2026-03-27,25Y_broad,2004-05-21,0.5974,,,,
2026-03-27,25Y_broad,2004-05-18,0.5971,,,,
2026-03-27,25Y_broad,2023-10-11,0.5968,,,,
2026-03-27,25Y_broad,2021-10-12,0.5964,,,,
2026-03-27,25Y_broad,2021-10-01,0.5959,,,,
2026-03-27,25Y_broad,2010-06-11,0.5958,,,,
2026-03-27,25Y_broad,2021-10-07,0.5945,,,,
2026-03-27,25Y_broad,2021-12-06,0.5915,,,,
2026-03-27,25Y_broad,2008-10-22,0.591,,,,
2026-03-27,25Y_broad,2016-01-26,0.5906,,,,
2026-03-27,25Y_broad,2016-01-28,0.5884,,,,
2026-03-27,25Y_broad,2020-03-27,0.5883,,,,
2026-03-27,25Y_broad,2002-09-30,0.5871,,,,
2026-03-27,25Y_broad,2008-07-07,0.587,,,,
2026-03-27,25Y_broad,2013-06-27,0.5866,,,,
2026-03-27,25Y_broad,2008-10-30,0.5862,,,,
2026-03-27,25Y_broad,2020-03-25,0.5845,,,,
2026-03-27,25Y_broad,2002-10-01,0.5842,,,,
2026-03-27,25Y_broad,2005-04-01,0.5818,,,,
2026-03-27,25Y_broad,2008-10-20,0.5803,,,,
2026-03-27,25Y_broad,2021-12-09,0.5791,,,,
2026-03-27,25Y_broad,2004-05-14,0.5782,,,,
2026-03-27,25Y_broad,2002-09-26,0.5773,,,,
2026-03-27,25Y_broad,2016-01-22,0.577,,,,
2026-03-27,25Y_broad,2008-10-13,0.5762,,,,
2026-03-27,25Y_broad,2005-04-04,0.575,,,,
2026-03-27,25Y_broad,2008-06-30,0.5736,,,,
2026-03-27,25Y_broad,2008-07-03,0.5732,,,,
2026-03-27,25Y_broad,2021-09-28,0.5727,,,,
2026-03-27,25Y_broad,2007-03-20,0.5724,,,,
2026-03-27,25Y_broad,2002-10-07,0.5715,,,,
2026-03-27,25Y_broad,2025-01-14,0.5714,,,,
2026-03-27,25Y_broad,2006-05-30,0.5714,,,,
2026-03-27,25Y_broad,2007-03-14,0.5714,,,,
2026-03-27,25Y_broad,2011-11-29,0.5709,,,,
2026-03-27,25Y_broad,2001-10-02,0.5702,,,,
2026-03-27,25Y_broad,2004-03-31,0.5701,,,,
2026-03-27,25Y_broad,2001-10-01,0.5699,,,,
2026-03-27,25Y_broad,2010-06-03,0.5696,,,,
2026-03-27,25Y_broad,2010-05-27,0.5693,,,,
2026-03-27,25Y_broad,2002-10-10,0.5693,,,,
2026-03-27,25Y_broad,2018-10-19,0.569,,,,
2026-03-27,25Y_broad,2022-02-03,0.5688,,,,
2026-03-27,25Y_broad,2020-03-23,0.5679,,,,
2026-03-27,25Y_broad,2005-03-31,0.5676,,,,
2026-03-27,25Y_broad,2007-03-15,0.5673,,,,
2026-03-27,25Y_broad,2023-08-28,0.5671,,,,
2026-03-27,25Y_broad,2020-03-24,0.5669,,,,
2026-03-27,25Y_broad,2004-05-07,0.5666,,,,
2026-03-27,SPY_deep,2014-02-06,0.678,,3.12,3.61,6.02
2026-03-27,SPY_deep,2015-09-03,0.6657,China Deval / Oil Crash,0.61,-0.05,1.49
2026-03-27,SPY_deep,1998-08-07,0.6537,Asian Crisis / LTCM,-2.75,-0.52,-5.62
2026-03-27,SPY_deep,2008-10-13,0.6521,GFC,-2.51,-17.17,-11.43
2026-03-27,SPY_deep,2004-07-26,0.6454,,2.13,-1.61,1.47
2026-03-27,SPY_deep,2025-01-13,0.6419,,3.73,3.98,3.78
2026-03-27,SPY_deep,1994-11-29,0.608,Bond Massacre / Tequila,-0.04,-0.31,0.99
2026-03-27,SPY_deep,2012-11-16,0.603,,3.43,3.73,6.6
2026-03-27,SPY_deep,2015-08-27,0.6009,China Deval / Oil Crash,-1.87,-1.27,-5.65
2026-03-27,SPY_deep,2000-02-18,0.5943,,0.61,3.28,10.26
2026-03-27,SPY_deep,1999-09-28,0.5897,,1.78,2.53,1.39
2026-03-27,SPY_deep,1996-07-19,0.5892,,-0.39,4.05,4.55
2026-03-27,SPY_deep,2018-10-30,0.5853,Fed Tightening Selloff,2.74,1.6,2.32
2026-03-27,SPY_deep,1996-07-12,0.5845,,-0.91,-1.3,3.31
2026-03-27,SPY_deep,1998-08-10,0.5808,Asian Crisis / LTCM,-0.11,0.69,-7.37
2026-03-27,SPY_deep,2008-01-24,0.5783,GFC,1.76,-0.79,1.73
2026-03-27,SPY_deep,2021-12-06,0.5775,,1.7,-0.83,2.09
2026-03-27,SPY_deep,2014-10-09,0.5768,,-3.36,1.14,5.5
2026-03-27,SPY_deep,1996-04-08,0.5767,,-0.22,0.99,-0.64
2026-03-27,SPY_deep,2024-12-31,0.5707,,0.58,0.95,1.99
2026-03-27,SPY_deep,2004-03-23,0.5703,,3.21,4.97,4.38
2026-03-27,SPY_deep,2016-01-15,0.5688,China Deval / Oil Crash,-0.09,3.11,2.7
2026-03-27,SPY_deep,2004-08-12,0.564,,2.55,3.85,6.03
2026-03-27,SPY_deep,1996-07-24,0.5608,,2.04,5.95,7.02
2026-03-27,SPY_deep,2016-01-19,0.5605,China Deval / Oil Crash,1.14,1.12,2.14
2026-03-27,SPY_deep,2012-11-14,0.5555,,2.59,4.55,4.54
2026-03-27,SPY_deep,1998-08-13,0.5551,Asian Crisis / LTCM,1.92,-3.38,-3.67
2026-03-27,SPY_deep,2026-03-26,0.5482,,,,
2026-03-27,SPY_deep,1998-08-14,0.5457,Asian Crisis / LTCM,2.29,-2.59,-1.95
2026-03-27,SPY_deep,2014-10-06,0.5451,,-4.52,-3.05,2.44
2026-03-27,SPY_deep,2004-07-23,0.5395,,1.73,-1.94,1.14
2026-03-27,SPY_deep,2004-07-16,0.5365,,-1.58,0.12,-2.18
2026-03-27,SPY_deep,2025-03-14,0.5343,,0.21,-1.27,-4.21
2026-03-27,SPY_deep,2004-07-19,0.5342,,-1.35,0.75,-1.21
2026-03-27,SPY_deep,2011-08-18,0.5336,US Downgrade / Euro Crisis,1.55,5.62,5.07
2026-03-27,SPY_deep,2018-10-23,0.5334,Fed Tightening Selloff,-2.13,0.55,-3.14
2026-03-27,SPY_deep,2008-01-16,0.5325,GFC,-1.45,0.28,-1.34
2026-03-27,SPY_deep,2001-09-24,0.5324,Dot-com Crash,3.55,5.79,8.15
2026-03-27,SPY_deep,2002-07-25,0.5322,Dot-com Crash,5.69,8.27,12.62
2026-03-27,SPY_deep,1999-08-10,0.531,,4.64,6.46,4.73
2026-03-27,SPY_deep,2025-01-10,0.531,,2.94,3.25,4.28
2026-03-27,SPY_deep,2008-01-10,0.53,GFC,-5.56,-5.84,-5.34
2026-03-27,SPY_deep,2005-10-12,0.5298,,1.94,1.59,4.97
2026-03-27,SPY_deep,2025-03-06,0.5297,,-3.72,-1.26,-11.77
2026-03-27,SPY_deep,2005-10-13,0.5263,,0.2,0.57,5.39
2026-03-27,SPY_deep,2004-03-22,0.5256,,2.68,5.13,2.75
2026-03-27,SPY_deep,2000-02-22,0.5254,,1.83,1.54,11.2
2026-03-27,SPY_deep,2022-05-20,0.5249,Inflation / Rate Hike Bear,6.58,5.69,-3.91
2026-03-27,SPY_deep,2014-09-30,0.5245,,-1.91,-4.73,0.55
2026-03-27,SPY_deep,1997-04-04,0.5211,,-3.24,0.95,9.94
2026-03-27,SPY_deep,2026-03-20,0.5194,,-1.91,,
2026-03-27,SPY_deep,2008-07-07,0.516,GFC,-1.84,0.82,2.67
2026-03-27,SPY_deep,2000-02-17,0.5159,,-3.58,2.06,5.72
2026-03-27,SPY_deep,2019-01-03,0.5158,,6.01,7.68,11.36
2026-03-27,SPY_deep,2004-07-09,0.5134,,-0.91,-2.48,-4.23
2026-03-27,SPY_deep,2014-10-02,0.5112,,-0.84,-4.17,3.75
2026-03-27,SPY_deep,2012-11-15,0.5104,,4.16,4.75,5.95
2026-03-27,SPY_deep,2006-05-19,0.5098,,1.01,0.02,-2.37
2026-03-27,SPY_deep,2000-10-13,0.5087,Dot-com Crash,1.71,1.25,-1.45
2026-03-27,SPY_deep,2002-07-01,0.5047,Dot-com Crash,-1.47,-6.67,-6.05
2026-03-27,SPY_deep,2026-03-23,0.5047,,,,
2026-03-27,SPY_deep,1998-06-03,0.5046,Asian Crisis / LTCM,3.36,3.33,6.45
2026-03-27,SPY_deep,2001-03-21,0.5041,Dot-com Crash,2.48,-1.26,10.9
2026-03-27,SPY_deep,2024-12-30,0.4971,,0.07,0.78,2.31
2026-03-27,SPY_deep,2012-11-07,0.4944,,-2.71,-0.19,1.93
2026-03-27,SPY_deep,2011-08-11,0.4923,US Downgrade / Euro Crisis,-2.4,-0.89,-0.56
2026-03-27,SPY_deep,2006-06-14,0.4922,,1.22,1.01,0.02
2026-03-27,SPY_deep,2014-02-05,0.4916,,3.94,5.1,7.47
2026-03-27,SPY_deep,1996-06-21,0.4915,,0.45,-2.25,-6.17
2026-03-27,SPY_deep,2002-10-07,0.4908,Dot-com Crash,6.95,13.95,16.07
2026-03-27,SPY_deep,2001-03-20,0.4895,Dot-com Crash,3.6,-3.34,10.03
2026-03-27,SPY_deep,2026-03-25,0.4884,,,,
2026-03-27,SPY_deep,2014-10-17,0.488,,4.22,7.0,8.44
2026-03-27,SPY_deep,2002-07-10,0.4875,Dot-com Crash,-1.5,-8.03,-1.27
2026-03-27,SPY_deep,2000-10-17,0.4874,Dot-com Crash,3.59,6.09,3.57
2026-03-27,SPY_deep,2011-06-10,0.4874,,-0.43,-0.62,2.98
2026-03-27,SPY_deep,2004-07-21,0.4863,,0.47,0.57,0.12
2026-03-27,SPY_deep,2000-10-18,0.4845,Dot-com Crash,1.53,6.12,2.33
2026-03-27,SPY_deep,2001-02-28,0.4834,Dot-com Crash,2.44,-5.08,-6.83
2026-03-27,SPY_deep,2005-10-18,0.4823,,1.61,2.27,4.81
2026-03-27,SPY_deep,2021-09-22,0.4817,,-0.78,-0.68,3.59
2026-03-27,SPY_deep,2002-09-25,0.4814,Dot-com Crash,-1.42,-7.41,4.75
2026-03-27,SPY_deep,2007-08-03,0.4805,,0.63,0.63,3.67
2026-03-27,SPY_deep,1996-06-19,0.4789,,-0.35,0.99,-4.01
2026-03-27,SPY_deep,2018-03-26,0.4782,Volmageddon,-1.64,0.02,-0.56
2026-03-27,SPY_deep,2014-10-03,0.4781,,-3.04,-4.1,2.67
2026-03-27,SPY_deep,2010-05-25,0.4779,Flash Crash / Euro Debt,2.33,-1.64,-0.37
2026-03-27,SPY_deep,2007-11-23,0.4778,GFC,3.14,4.7,3.54
2026-03-27,SPY_deep,2022-05-02,0.4771,Inflation / Rate Hike Bear,-3.94,-3.47,-1.18
2026-03-27,SPY_deep,2022-02-14,0.4767,Inflation / Rate Hike Bear,-2.15,-2.06,-0.77
2026-03-27,SPY_deep,2022-05-05,0.4752,Inflation / Rate Hike Bear,-5.19,-5.88,-0.49
2026-03-27,SPY_deep,2005-03-29,0.4747,,1.42,1.86,-0.76
2026-03-27,SPY_deep,1999-09-23,0.4725,,0.68,3.13,1.73
2026-03-27,SPY_deep,2025-03-03,0.4722,,-3.97,-2.85,-3.91
2026-03-27,SPY_deep,2022-03-11,0.4722,Inflation / Rate Hike Bear,5.82,7.77,4.73
2026-03-27,SPY_deep,2010-05-26,0.4719,Flash Crash / Euro Debt,3.3,1.85,0.65
2026-03-27,SPY_deep,2014-01-30,0.4717,,-0.98,2.11,3.21
2026-03-27,SPY_deep,2004-05-11,0.4712,,-0.09,1.91,4.19
2026-03-27,SPY_deep,2000-05-10,0.4707,Dot-com Crash,5.09,1.53,6.12
2026-03-27,SPY_deep,2022-05-06,0.4692,Inflation / Rate Hike Bear,-2.34,-5.28,1.07
