ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
BBY,64.68,62.9,2.84,OPTIMAL,95,1.48,0.9,62.7,3.16,,,,0.187,-44.2,76.6,90.0,clean,77.8,WARNING,-11.9,0,Deep Decline,4.81,5.02,-4.66,XLF,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",83.4
ALNY,324.91,322.27,0.82,OPTIMAL,95,1.48,0.9,316.79,2.56,,,,0.031,-13.9,62.6,245.0,clean,87.1,WARNING,-23.9,0,Deep Decline,5.47,-0.05,-18.53,XLV,equity,Equity,7.0,True,False,"{'grade': 'ROUGH', 'median_mae': -5.42, 'median_ttg': 1.0, 'prob_good': 27.3, 'prob_bad': 52.7}",81.3
BX,113.23,112.23,0.89,OPTIMAL,95,1.48,0.9,110.58,2.4,,,,0.007,-9.6,65.1,200.0,clean,83.2,WARNING,-31.4,0,Deep Decline,4.86,-1.82,-27.01,XLF,bond,Bond,4.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -1.18, 'median_ttg': 2.0, 'prob_good': 50.9, 'prob_bad': 37.7}",81.0
PANW,158.25,157.97,0.17,OPTIMAL,95,1.48,0.9,159.21,-0.6,,,,0.188,-68.7,59.0,332.0,clean,87.6,WARNING,-19.3,0,Deep Decline,0.66,5.39,-15.31,,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",80.2
ZM,79.25,78.45,1.01,OPTIMAL,95,1.48,0.9,77.68,2.02,,,,0.277,43.9,56.1,405.0,clean,88.9,WARNING,-18.8,0,Deep Decline,4.3,8.97,-8.21,QQQ,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",79.6
WMT,124.18,124.12,0.04,OPTIMAL,95,1.48,0.9,122.02,1.77,,,,0.285,-38.3,80.5,59.0,clean,58.6,CAUTION,-7.8,2,Sustained Uptrend,1.75,-2.3,10.35,XLP,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",79.0
TROW,90.23,90.0,0.25,OPTIMAL,95,1.48,0.9,88.51,1.94,,,,0.039,-13.5,49.1,654.0,clean,92.2,WARNING,-17.6,0,Deep Decline,1.61,-4.94,-13.68,XLF,equity,Equity,19.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.24, 'median_ttg': 2.0, 'prob_good': 27.9, 'prob_bad': 53.4}",78.1
KKR,92.65,91.27,1.51,OPTIMAL,95,1.48,0.9,90.34,2.55,,,,0.01,-12.3,53.3,492.0,clean,87.1,WARNING,-32.5,0,Deep Decline,1.91,2.25,-28.41,XLF,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",78.0
PL,28.37,27.02,4.99,OPTIMAL,95,1.48,0.9,30.61,-7.33,,,,0.483,346.0,86.0,33.0,clean,48.0,CAUTION,-23.4,3,Parabolic,-10.87,7.63,42.78,,equity,Equity,11.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.13, 'median_ttg': 2.0, 'prob_good': 27.5, 'prob_bad': 53.2}",77.8
FOXA,59.02,57.59,2.49,OPTIMAL,95,1.48,0.9,58.36,1.14,,,,0.041,10.6,53.7,483.0,clean,84.7,WARNING,-22.7,0,Deep Decline,0.44,3.93,-20.05,XLF,equity,Equity,18.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.85, 'median_ttg': 1.5, 'prob_good': 29.4, 'prob_bad': 55.9}",77.5
FOX,53.84,52.34,2.86,OPTIMAL,95,1.48,0.9,52.64,2.28,,,,0.01,-5.8,55.3,430.0,clean,82.4,WARNING,-21.0,0,Deep Decline,2.51,3.56,-17.32,XLF,equity,Equity,18.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.85, 'median_ttg': 1.5, 'prob_good': 29.4, 'prob_bad': 55.9}",77.3
COLO,39.0,38.51,1.28,OPTIMAL,95,1.48,0.9,38.1,2.36,,,,0.462,53.1,78.5,76.0,clean,54.1,CAUTION,-10.8,2,Sustained Uptrend,2.69,4.39,1.33,VXUS,index,Index,42.0,False,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",77.0
MTG,26.29,26.23,0.22,OPTIMAL,95,1.48,0.9,25.94,1.34,,,,0.482,-38.0,52.8,514.0,clean,83.5,WARNING,-11.8,0,Deep Decline,1.58,-3.06,-11.48,XLF,equity,Equity,19.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.24, 'median_ttg': 2.0, 'prob_good': 27.9, 'prob_bad': 53.4}",76.8
APO,112.39,110.05,2.12,OPTIMAL,95,1.48,0.9,110.66,1.56,,,,0.131,41.9,52.1,541.0,clean,82.8,WARNING,-26.7,0,Deep Decline,1.02,5.58,-23.69,XLF,bond,Bond,20.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.24, 'median_ttg': 2.0, 'prob_good': 27.9, 'prob_bad': 53.4}",76.3
OKTA,77.72,76.88,1.09,OPTIMAL,95,1.48,0.9,77.95,-0.3,,,,0.001,3.7,53.8,478.0,clean,80.2,WARNING,-20.2,0,Deep Decline,1.24,5.06,-11.77,XLK,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",76.1
IQV,169.43,169.03,0.24,OPTIMAL,95,1.48,0.9,166.71,1.63,,,,0.454,-77.9,46.0,746.0,clean,88.3,WARNING,-31.4,0,Deep Decline,2.01,-2.78,-25.4,QQQ,equity,Equity,7.0,True,False,"{'grade': 'ROUGH', 'median_mae': -5.42, 'median_ttg': 1.0, 'prob_good': 27.3, 'prob_bad': 52.7}",75.8
BNAI,37.17,36.75,1.16,OPTIMAL,95,1.48,0.9,38.87,-4.37,,,,0.337,-275.3,68.7,147.0,clean,60.7,WARNING,-56.9,3,Parabolic,0.44,1.31,1380.97,,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",75.5
SOXS,43.88,38.51,13.95,GOOD,75,1.52,1.24,40.59,8.11,,,,0.057,69.4,65.7,188.0,clean,85.7,WARNING,-30.1,0,Deep Decline,17.14,22.57,-27.35,,equity,Equity,,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.34, 'median_ttg': 3.0, 'prob_good': 15.2, 'prob_bad': 71.7}",74.9
WOPEF,22.68,20.93,8.36,OPTIMAL,90,1.5,1.11,23.22,-2.31,,,,0.543,204.6,72.9,106.0,clean,58.3,CAUTION,-9.3,3,Parabolic,-6.55,13.4,42.64,,bond,Bond,20.0,False,False,"{'grade': 'OK', 'median_mae': -5.39, 'median_ttg': 2.0, 'prob_good': 34.6, 'prob_bad': 51.9}",74.5
