target_date,window,similar_date,correlation
2026-03-12,25Y,2026-03-11,0.9426
2026-03-12,25Y,2026-03-10,0.8908
2026-03-12,25Y,2026-03-06,0.6495
2026-03-12,25Y,2022-04-29,0.6152
2026-03-12,25Y,2023-10-03,0.6119
2026-03-12,25Y,2004-03-19,0.6
2026-03-12,25Y,2023-08-24,0.5995
2026-03-12,25Y,2018-02-12,0.5985
2026-03-12,25Y,2018-02-14,0.5978
2026-03-12,25Y,2022-09-30,0.5954
2026-03-12,25Y,2009-11-04,0.5904
2026-03-12,25Y,2022-05-02,0.589
2026-03-12,25Y,2022-09-26,0.5885
2026-03-12,25Y,2004-03-22,0.5865
2026-03-12,25Y,2022-09-23,0.5844
2026-03-12,25Y,2018-02-13,0.5827
2026-03-12,25Y,2023-08-22,0.5815
2026-03-12,25Y,2023-08-25,0.5764
2026-03-12,25Y,2022-05-03,0.576
2026-03-12,25Y,2001-03-21,0.5755
2026-03-12,25Y,2004-03-23,0.5753
2026-03-12,25Y,2023-10-04,0.5736
2026-03-12,25Y,2006-05-30,0.5715
2026-03-12,25Y,2005-04-01,0.5714
2026-03-12,25Y,2023-09-28,0.5708
2026-03-12,25Y,2022-05-05,0.5705
2026-03-12,25Y,2002-09-30,0.5656
2026-03-12,25Y,2001-09-25,0.563
2026-03-12,25Y,2026-03-09,0.5607
2026-03-12,25Y,2008-07-01,0.5602
2026-03-12,25Y,2008-07-03,0.5601
2026-03-12,25Y,2001-03-23,0.558
2026-03-12,25Y,2001-03-20,0.5579
2026-03-12,25Y,2007-03-08,0.5563
2026-03-12,25Y,2007-03-06,0.5553
2026-03-12,25Y,2011-11-28,0.5504
2026-03-12,25Y,2024-04-19,0.5495
2026-03-12,25Y,2001-09-26,0.5494
2026-03-12,25Y,2007-03-07,0.5481
2026-03-12,25Y,2004-05-07,0.5472
2026-03-12,25Y,2004-03-18,0.547
2026-03-12,25Y,2023-08-23,0.5468
2026-03-12,25Y,2001-09-24,0.5467
2026-03-12,25Y,2020-03-23,0.5459
2026-03-12,25Y,2018-02-09,0.5446
2026-03-12,25Y,2022-09-28,0.5446
2026-03-12,25Y,2010-02-03,0.5446
2026-03-12,25Y,2009-03-02,0.5401
2026-03-12,25Y,2012-05-21,0.5396
2026-03-12,25Y,2022-09-27,0.5374
2026-03-12,25Y,2001-03-22,0.5372
2026-03-12,25Y,2002-09-25,0.5368
2026-03-12,25Y,2018-02-08,0.534
2026-03-12,25Y,2005-03-29,0.5333
2026-03-12,25Y,2023-09-29,0.5331
2026-03-12,25Y,2008-06-19,0.5324
2026-03-12,25Y,2009-11-03,0.5315
2026-03-12,25Y,2009-11-05,0.531
2026-03-12,25Y,2015-09-02,0.531
2026-03-12,25Y,2022-05-18,0.5303
2026-03-12,25Y,2023-10-02,0.5302
2026-03-12,25Y,2013-06-24,0.5301
2026-03-12,25Y,2011-11-29,0.5297
2026-03-12,25Y,2020-03-24,0.5286
2026-03-12,25Y,2005-04-04,0.5276
2026-03-12,25Y,2024-04-22,0.5276
2026-03-12,25Y,2007-03-09,0.5245
2026-03-12,25Y,2022-04-28,0.5244
2026-03-12,25Y,2007-08-02,0.5241
2026-03-12,25Y,2013-06-21,0.5239
2026-03-12,25Y,2002-09-27,0.5239
2026-03-12,25Y,2010-05-26,0.5233
2026-03-12,25Y,2006-05-25,0.5227
2026-03-12,25Y,2004-05-06,0.5226
2026-03-12,25Y,2022-09-29,0.5216
2026-03-12,25Y,2010-02-04,0.5214
2026-03-12,25Y,2018-02-07,0.5211
2026-03-12,25Y,2011-11-25,0.5208
2026-03-12,25Y,2006-05-24,0.5205
2026-03-12,25Y,2008-06-30,0.5205
2026-03-12,25Y,2006-06-15,0.5202
2026-03-12,25Y,2010-05-12,0.5193
2026-03-12,25Y,2016-01-19,0.5186
2026-03-12,25Y,2008-07-02,0.5181
2026-03-12,25Y,2010-01-29,0.5173
2026-03-12,25Y,2004-05-17,0.5171
2026-03-12,25Y,2010-05-14,0.5165
2026-03-12,25Y,2021-09-28,0.5145
2026-03-12,25Y,2026-03-05,0.5139
2026-03-12,25Y,2022-10-03,0.5132
2026-03-12,25Y,2005-03-31,0.5127
2026-03-12,25Y,2021-12-03,0.5119
2026-03-12,25Y,2004-05-18,0.5107
2026-03-12,25Y,2003-02-06,0.5107
2026-03-12,25Y,2009-11-06,0.5105
2026-03-12,25Y,2022-03-11,0.5105
2026-03-12,25Y,2023-08-21,0.5099
2026-03-12,25Y,2022-05-04,0.5099
2026-03-12,25Y,2002-06-14,0.5095
2026-03-12,25Y,2006-06-16,0.5088
2026-03-12,5Y,2026-03-11,0.9426
2026-03-12,5Y,2026-03-10,0.8908
2026-03-12,5Y,2026-03-06,0.6495
2026-03-12,5Y,2022-04-29,0.6152
2026-03-12,5Y,2023-10-03,0.6119
2026-03-12,5Y,2023-08-24,0.5995
2026-03-12,5Y,2022-09-30,0.5954
2026-03-12,5Y,2022-05-02,0.589
2026-03-12,5Y,2022-09-26,0.5885
2026-03-12,5Y,2022-09-23,0.5844
2026-03-12,5Y,2023-08-22,0.5815
2026-03-12,5Y,2023-08-25,0.5764
2026-03-12,5Y,2022-05-03,0.576
2026-03-12,5Y,2023-10-04,0.5736
2026-03-12,5Y,2023-09-28,0.5708
2026-03-12,5Y,2022-05-05,0.5705
2026-03-12,5Y,2026-03-09,0.5607
2026-03-12,5Y,2024-04-19,0.5495
2026-03-12,5Y,2023-08-23,0.5468
2026-03-12,5Y,2022-09-28,0.5446
2026-03-12,5Y,2022-09-27,0.5374
2026-03-12,5Y,2023-09-29,0.5331
2026-03-12,5Y,2022-05-18,0.5303
2026-03-12,5Y,2023-10-02,0.5302
2026-03-12,5Y,2024-04-22,0.5276
2026-03-12,5Y,2022-04-28,0.5244
2026-03-12,5Y,2022-09-29,0.5216
2026-03-12,5Y,2021-09-28,0.5145
2026-03-12,5Y,2026-03-05,0.5139
2026-03-12,5Y,2022-10-03,0.5132
2026-03-12,5Y,2021-12-03,0.5119
2026-03-12,5Y,2022-03-11,0.5105
2026-03-12,5Y,2023-08-21,0.5099
2026-03-12,5Y,2022-05-04,0.5099
2026-03-12,5Y,2021-10-06,0.5075
2026-03-12,5Y,2022-05-09,0.5068
2026-03-12,5Y,2022-03-03,0.5053
2026-03-12,5Y,2024-10-31,0.5038
2026-03-12,5Y,2021-09-29,0.5014
2026-03-12,5Y,2022-05-06,0.5001
2026-03-12,5Y,2024-11-01,0.4993
2026-03-12,5Y,2022-05-12,0.4956
2026-03-12,5Y,2025-04-16,0.494
2026-03-12,5Y,2023-08-28,0.4925
2026-03-12,5Y,2025-04-07,0.4899
2026-03-12,5Y,2025-04-08,0.4896
2026-03-12,5Y,2021-10-07,0.4883
2026-03-12,5Y,2024-10-30,0.4851
2026-03-12,5Y,2021-12-06,0.482
2026-03-12,5Y,2024-04-25,0.4811
2026-03-12,5Y,2022-03-14,0.4767
2026-03-12,5Y,2024-04-23,0.4747
2026-03-12,5Y,2021-10-11,0.4729
2026-03-12,5Y,2025-04-04,0.4711
2026-03-12,5Y,2025-04-10,0.4698
2026-03-12,5Y,2023-10-09,0.4665
2026-03-12,5Y,2022-01-28,0.4662
2026-03-12,5Y,2022-05-16,0.4651
2026-03-12,5Y,2023-08-11,0.4606
2026-03-12,5Y,2022-06-16,0.4601
2026-03-12,5Y,2021-03-31,0.4599
2026-03-12,5Y,2021-12-21,0.4575
2026-03-12,5Y,2023-08-15,0.4531
2026-03-12,5Y,2023-10-30,0.45
2026-03-12,5Y,2024-12-31,0.4494
2026-03-12,5Y,2024-12-30,0.4493
2026-03-12,5Y,2021-06-29,0.449
2026-03-12,5Y,2024-08-12,0.4484
2026-03-12,5Y,2021-09-30,0.4481
2026-03-12,5Y,2024-04-24,0.4476
2026-03-12,5Y,2023-08-14,0.4455
2026-03-12,5Y,2023-10-27,0.4455
2026-03-12,5Y,2024-06-21,0.4398
2026-03-12,5Y,2022-01-27,0.4384
2026-03-12,5Y,2025-04-11,0.4325
2026-03-12,5Y,2022-01-31,0.4323
2026-03-12,5Y,2024-11-21,0.4323
2026-03-12,5Y,2021-06-28,0.43
2026-03-12,5Y,2024-04-17,0.43
