symbol,current_price,return_1m,return_3m,return_12m,sortino_1m,sortino_3m,current_slope,slope_trend,slope_acceleration,status,is_accelerating,is_decelerating,trajectory,volatility_ratio,has_divergence,divergence_type,divergence_strength,days_to_peak,days_to_nadir,signal,confidence
ABM,43.78,-6.091806091806085,-0.3641329085115941,-16.418480336006112,-2.3480319275892043,-0.042740736204624756,0.01725352557422366,0.08248459479819663,-0.0058382927569105465,Stable,False,False,V-shaped,0.9135775022514427,False,,0.0,,102.0,SELL,85
ADTTF,165.09,3.8301886792452944,40.0492025788938,202.63978001833186,1.9167260959463839,2.995918899920922,-0.09517396577526092,-0.3131494062440524,-0.22226782972839926,Decelerating,False,True,V-shaped,0.44878310915088465,False,,0.0,45.0,,SELL_SOON,70
ACAD,22.7,-6.314486174164269,-12.287480680061824,25.55309734513276,-2.563389092289597,-2.1843619195787842,-0.299707850543627,-0.22571153985370856,-0.08691084230780516,Decelerating,False,True,V-shaped,1.3778443242419018,False,,0.0,,30.0,SELL,85
ACWX,70.38,-1.1516853932584392,5.6598108392133195,23.647224174279668,-0.876081451361286,1.7954460760388815,0.02924122441126217,0.05631138961199439,0.01830085720567294,Stable,False,False,V-shaped,1.2840215228232368,False,,0.0,46.0,,HOLD,50
ABT,111.67,3.2070240295748675,-10.870779790885155,-18.90930215670612,4.28508766597163,-1.6510565757135431,0.060638161725998896,-0.0015188267874014054,0.04148389041808997,Accelerating,True,False,V-shaped,0.3517257740409522,False,,0.0,,90.0,SELL,85
ABBV,232.133,6.919533876836614,0.8221855455177174,9.734801928713255,4.879464049694186,0.17998253176934628,0.07392962146443276,0.020930672366110174,0.036765611939270255,Accelerating,True,False,V-shaped,0.5308885337115994,False,,0.0,34.0,,BUY,75
ADBE,281.87,0.7722283793929474,-13.743191137768518,-37.53434979168514,0.38108901235442816,-1.974454211171188,-0.19513451003488816,-0.1864846004127459,-0.02200565124749224,Stable,False,False,V-shaped,0.8733736105653546,False,,0.0,,40.0,SELL,85
ACMR,50.025,-11.475844983188821,47.392457277548615,87.64066016504127,-1.716864350502381,3.171511214484165,0.09285264349961922,0.41595925755473273,0.13675015636389165,Accelerating,True,False,V-shaped,1.4265649001594778,False,,0.0,31.0,,STRONG_BUY,90
ABEV,2.92,0.6896551724137945,11.450381679389299,33.33333333333333,0.38716723216901633,1.650316352003332,0.015399449093728132,0.12464047448886431,-0.013894336920940466,Stable,False,False,V-shaped,0.7906609838244423,False,,0.0,51.0,,HOLD,50
AA,62.9,8.149931224209084,42.63038548752833,94.25571340333536,3.9378625087730494,5.998090863362455,-0.11225463329749288,-0.07435408295841422,-0.045408314906148196,Decelerating,False,True,V-shaped,0.7376694390850069,False,,0.0,180.0,,HOLD,50
AAOI,96.42,141.6541353383459,275.90643274853807,433.29646017699116,23.075805151404875,15.621417010119814,1.1469249954661327,0.5364539976510845,-0.019720101270285544,Stable,False,False,V-shaped,0.8081774679079483,False,,0.0,30.0,,HOLD,50
AAL,12.08,-16.285516285516287,-17.03296703296704,-14.265436479772886,-6.566829151350949,-2.450992749010976,-0.41805750912708345,-0.2556731843297457,-0.08993338992591159,Decelerating,False,True,V-shaped,1.059606588411568,False,,0.0,,30.0,SELL,85
AAXJ,99.42,-0.09044317154055515,7.492701913720401,30.76417203735369,-0.050478506561472715,1.9769008503196526,0.03902353467329647,0.07044627838817594,0.021571534998307818,Stable,False,False,V-shaped,1.4722613344089628,False,,0.0,43.0,,HOLD,50
ACWI,144.0183,-0.6701841506310813,1.6504093732354619,19.457780358327813,-0.8379583482001051,0.7623686994571369,-0.023856807949547053,0.0051481569306891534,0.006762018415484467,Stable,False,False,V-shaped,1.146644246058529,False,,0.0,48.0,,HOLD,50
AAPL,260.43,-5.808528337372055,-8.347703677635042,10.47340290150165,-2.875329000802607,-1.973014400308425,-0.1283776067117335,-0.0777586202505609,0.0394445880566339,Accelerating,True,False,V-shaped,1.371892318067677,False,,0.0,,30.0,SELL,85
ACM,94.775,-1.1730969760166854,-8.773702955048602,-1.2760416666666607,-0.2400964115199117,-1.0067688676472821,0.15435290328367837,0.07349653158154354,0.040657174838759434,Accelerating,True,False,V-shaped,1.6608213681083341,False,,0.0,,14.0,SELL,85
ABNB,138.825,11.407591686060492,15.562307500208107,-2.6336092018516055,6.841197331464507,2.323466583719845,-0.012645461774512716,-0.048929258508560565,-0.01873386940191473,Stable,False,False,V-shaped,0.746870908461917,False,,0.0,53.0,,HOLD,50
AER,148.75,3.897464552629759,7.680613869986974,45.86193371249263,2.5545231419066137,2.3600053931079525,-0.08983563818023121,-0.04406997515497092,0.024026982561029857,Stable,False,False,V-shaped,1.3293505855703907,False,,0.0,31.0,,HOLD,50
AEIS,328.233,28.951441816610355,53.78232758620689,196.77486437613024,11.397239575668166,6.7516450408969435,0.10657950243800629,0.15912599438929262,0.09892256922758932,Accelerating,True,False,V-shaped,0.9430785233352663,False,,0.0,30.0,,STRONG_BUY,90
ADI,338.23,5.5517413556360085,21.560523289246692,47.396173791781074,3.565398064524462,5.906789597971914,0.06633344545325005,0.18536917253116733,0.016738403832108992,Stable,False,False,V-shaped,1.2719507020409826,False,,0.0,36.0,,HOLD,50
AFK,27.5,-2.758132956152759,10.088070456365084,62.818235642391954,-0.8811679995072347,1.302136239751967,0.08376464936101884,0.0964229630417848,0.03137112718179685,Accelerating,True,False,V-shaped,1.2636936574272846,False,,0.0,32.0,,STRONG_BUY,90
ADSK,259.545,6.628733412760379,-15.523694831402157,-2.879434216434662,3.1812229813521755,-2.1901445274745823,-0.07342237969804204,-0.1411997247151242,-0.00916606130346084,Stable,False,False,V-shaped,0.8699060075812999,False,,0.0,,69.0,SELL,85
AGF,9.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0,0.0,Stable,False,False,Slow,0.1,False,,0.0,,,HOLD,50
AES,14.275,-9.365079365079366,4.12107950401166,30.246350364963504,-1.1948745570244679,0.31929194700613645,0.21966791926357107,0.15062694716503097,0.08882827898236247,Accelerating,True,False,V-shaped,1.8988625631853835,False,,0.0,30.0,,BUY,75
AG,27.03,20.508247882300502,72.27533460803059,363.6363636363637,3.8583528792143627,4.521749348672353,0.6224458048097203,0.32742886860834397,0.1020896637653653,Accelerating,True,False,V-shaped,0.9649854249655392,False,,0.0,30.0,,STRONG_BUY,90
AEM,224.35,12.999899264631809,32.61023761673955,125.36413862380714,4.452699650490364,2.8558487679626983,0.34660749827184917,0.2340160694615941,0.10570953555634047,Accelerating,True,False,V-shaped,0.7538484389898633,False,,0.0,30.0,,STRONG_BUY,90
AGG,100.215,0.5770774789241262,-0.16437537358038323,1.6688647661560418,1.9678324729056291,-0.24843089939345733,0.016788734658780065,0.007557559013880088,0.002333182820559351,Stable,False,False,Slow,1.3481367554680517,False,,0.0,51.0,,HOLD,50
AIQ,49.91,1.0733090319967387,-1.8292682926829396,27.191641182466864,0.681249684519412,-0.45727622269703533,-0.08143307279598287,-0.0777685103915078,0.0016868922512924087,Stable,False,False,V-shaped,1.063358256216902,False,,0.0,,66.0,SELL,85
AGI,49.7823,22.979990118577078,39.01787210276457,104.4447638603696,6.620579569102583,3.0477056949847863,0.3740372476325979,0.24216367598782979,0.12021396934489996,Accelerating,True,False,V-shaped,0.811412822703338,False,,0.0,30.0,,STRONG_BUY,90
AIA,108.81,1.8343472157229757,13.119866930034307,42.77653851200631,0.8565899513720817,2.8421062569510163,0.06900761103308004,0.10003767500366617,0.03344571578253365,Accelerating,True,False,V-shaped,1.4362245907139006,False,,0.0,35.0,,STRONG_BUY,90
AIRR,116.035,2.161472090156713,17.587150385083095,64.16949632144878,2.022715234745603,5.124888993543805,0.0394339682786093,0.1284757936071807,0.035995550511247296,Accelerating,True,False,V-shaped,0.9695001745785528,False,,0.0,43.0,,STRONG_BUY,90
AEP,131.6801,9.751708618103017,11.536591563611731,27.362510881129708,9.842467823022712,4.988713171535074,0.1347587533401236,0.03330345667175039,0.04808346503121222,Accelerating,True,False,V-shaped,1.3987328467517102,False,,0.0,30.0,,STRONG_BUY,90
