ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
BBY,64.19,62.84,2.15,OPTIMAL,95,1.48,0.9,62.87,2.09,,,,0.098,-30.9,72.1,89.0,clean,78.9,WARNING,-12.6,0,Deep Decline,6.27,-2.67,-5.37,XLF,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -3.12, 'median_ttg': 1.0, 'prob_good': 39.2, 'prob_bad': 38.3}",82.1
RYN,20.75,20.72,0.11,OPTIMAL,95,1.48,0.9,20.23,2.55,,,,0.193,-52.6,65.7,195.0,clean,83.8,WARNING,-16.4,1,Basing,3.06,-4.62,-4.58,XLRE,index,Index,10.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.68, 'median_ttg': 1.0, 'prob_good': 42.7, 'prob_bad': 35.9}",81.4
AJG,219.19,216.27,1.35,OPTIMAL,95,1.48,0.9,214.03,2.41,,,,0.086,-36.5,67.9,148.0,clean,81.0,WARNING,-17.9,0,Deep Decline,2.63,-2.68,-16.32,XLF,index,Index,10.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.68, 'median_ttg': 1.0, 'prob_good': 42.7, 'prob_bad': 35.9}",81.3
CROX,84.33,84.13,0.23,OPTIMAL,95,1.48,0.9,79.97,5.45,,,,0.103,-46.5,69.0,128.0,clean,76.2,WARNING,-17.0,1,Basing,5.29,-1.24,-2.72,LQD,equity,Equity,37.0,False,False,"{'grade': 'OK', 'median_mae': -3.12, 'median_ttg': 1.0, 'prob_good': 39.2, 'prob_bad': 38.3}",80.3
SONY,21.28,21.26,0.11,OPTIMAL,95,1.48,0.9,20.45,4.09,,,,0.581,-95.9,52.8,541.0,overextended,94.4,BREAKDOWN,-18.6,0,Deep Decline,3.62,-1.38,-17.25,VXUS,index,Index,15.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.68, 'median_ttg': 1.0, 'prob_good': 42.7, 'prob_bad': 35.9}",80.0
CG,48.99,48.93,0.11,OPTIMAL,95,1.48,0.9,47.3,3.56,,,,0.204,-67.3,59.4,327.0,clean,81.0,WARNING,-27.2,0,Deep Decline,4.21,-5.17,-18.53,XLF,bond,Bond,4.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -0.52, 'median_ttg': 2.0, 'prob_good': 63.3, 'prob_bad': 27.6}",78.3
MTG,26.32,26.24,0.29,OPTIMAL,95,1.48,0.9,25.99,1.25,,,,0.323,-29.2,58.9,342.0,clean,76.9,WARNING,-11.7,0,Deep Decline,1.17,-1.52,-11.1,XLF,equity,Equity,19.0,False,False,"{'grade': 'OK', 'median_mae': -3.42, 'median_ttg': 2.0, 'prob_good': 36.7, 'prob_bad': 41.9}",76.9
HUM,174.62,174.6,0.01,OPTIMAL,95,1.48,0.9,170.6,2.36,,,,0.119,-41.1,51.2,593.0,clean,84.3,WARNING,-38.9,0,Deep Decline,0.22,-3.83,-32.59,XLV,equity,Equity,7.0,True,False,"{'grade': 'OK', 'median_mae': -3.5, 'median_ttg': 1.0, 'prob_good': 35.8, 'prob_bad': 41.8}",76.4
ZM,80.7,78.14,3.29,OPTIMAL,95,1.48,0.9,78.22,3.18,,,,0.3,48.7,54.0,485.0,clean,80.5,WARNING,-17.3,0,Deep Decline,3.32,9.8,-6.48,QQQ,equity,Equity,27.0,False,False,"{'grade': 'OK', 'median_mae': -4.1, 'median_ttg': 1.0, 'prob_good': 35.0, 'prob_bad': 46.6}",76.3
COLO,39.59,38.47,2.9,OPTIMAL,95,1.48,0.9,38.39,3.14,,,,0.486,60.4,81.3,31.0,clean,47.6,CAUTION,-9.5,2,Sustained Uptrend,2.38,8.53,10.22,VXUS,index,Index,42.0,False,False,"{'grade': 'OK', 'median_mae': -3.17, 'median_ttg': 1.0, 'prob_good': 38.9, 'prob_bad': 40.3}",76.0
PDD,102.15,102.01,0.13,OPTIMAL,95,1.48,0.9,99.38,2.79,,,,0.121,-35.3,44.4,820.0,clean,90.6,BREAKDOWN,-18.5,0,Deep Decline,-0.45,1.43,-10.26,SPY,index,Index,6.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.68, 'median_ttg': 1.0, 'prob_good': 42.7, 'prob_bad': 35.9}",76.0
ALLY,39.88,38.91,2.47,OPTIMAL,95,1.48,0.9,38.84,2.66,,,,0.041,27.1,52.5,549.0,overextended,80.0,WARNING,-15.6,0,Deep Decline,1.64,-0.01,-12.54,XLF,equity,Equity,19.0,False,False,"{'grade': 'OK', 'median_mae': -3.42, 'median_ttg': 2.0, 'prob_good': 36.7, 'prob_bad': 41.9}",75.6
BX,115.89,111.95,3.52,OPTIMAL,95,1.48,0.9,110.98,4.43,,,,0.012,14.2,54.8,452.0,clean,76.6,WARNING,-29.8,0,Deep Decline,6.93,4.48,-25.13,XLF,bond,Bond,4.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -0.52, 'median_ttg': 2.0, 'prob_good': 63.3, 'prob_bad': 27.6}",75.4
