ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
HAL,XLE,22.0,83.4,139.0,79.5,,,,,,,6.0,,,84.7,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Energy
VDE,XLE,68.0,74.8,71.0,82.8,,,,,,5.8,,,,86.2,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
XLE,XLE,76.0,73.9,74.0,82.6,,,,,,5.5,,,,81.6,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
CW,XLI,84.0,72.8,42.0,85.0,,,,,,,5.0,,,85.9,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Industrials
TNGX,--,1.0,94.6,54.0,83.6,,,,,,,,,,86.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
VLO,XLE,4.0,90.3,1.0,95.4,,,,,,,4.0,,,86.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
FPLSF,XLF,5.0,89.8,109.0,80.9,,,,,,,,,,90.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
PARR,XLE,8.0,89.3,88.0,81.7,,,,,,,,,,83.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
TERN,--,10.0,88.3,80.0,82.4,,,,,,,,,,85.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
MNMD,--,12.0,86.9,60.0,83.3,,,,,,,,,,87.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
CACI,--,13.0,86.8,15.0,89.3,,,,,,,5.0,,,66.9,CAUTION,bullish,3,"['ranker', 'ranker_long', 'stock_secrot']",Technology
NYT,XLC,14.0,86.3,7.0,91.1,,,,,,,4.0,,,84.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Communication Services
SNDX,XLV,16.0,84.7,102.0,81.1,,,,,,,,,,84.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
COP,XLE,17.0,84.5,10.0,89.8,,,,,,,4.0,,,83.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
EZPW,XLI,18.0,84.4,9.0,90.6,,,,,,,,,,83.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
PWR,XLI,19.0,84.3,14.0,89.4,,,,,,,3.0,,,84.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
CVX,XLE,21.0,84.1,74.0,82.6,,,,,,,4.0,,,86.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
XOM,XLE,24.0,83.1,50.0,83.9,,,,,,,3.0,,,83.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
EOG,XLE,25.0,82.5,96.0,81.4,,,,,,,2.0,,,86.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
