ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
RVMD,--,3.0,89.5,33.0,83.1,,,,,,,5.0,,,87.7,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Healthcare
STX,XLK,78.0,75.4,68.0,81.0,,,,,,,6.0,,,84.4,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Technology
VLUE,XLK,84.0,75.3,85.0,80.0,,,,,,3.5,,,,87.7,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
PSI,XLK,140.0,70.8,112.0,78.6,,,,,,3.4,,,,84.4,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
AXTI,XLK,1.0,98.2,38.0,82.8,,,,,,,,,,85.4,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
PBT,XLE,2.0,89.6,28.0,84.0,,,,,,,,,,82.9,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
AXSM,XLV,3.0,89.5,22.0,85.5,,,,,,,,,,89.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
MXL,XLK,6.0,87.8,51.0,81.8,,,,,,,,,,84.4,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
MTSI,XLK,7.0,87.3,,,,,,,,,6.0,,,87.3,HEALTHY,bullish,3,"['ranker', 'stock_secrot', 'pullback_health']",Technology
TRGP,XLE,14.0,83.9,56.0,81.6,,,,,,,4.0,,,90.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
OOMA,--,30.0,81.6,68.0,81.0,,,,,,,,,,86.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
ATEX,XLK,34.0,81.0,36.0,83.0,,,,,,,,,,84.5,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
MUFG,VGK,37.0,80.7,,,,,,,,,5.0,,,82.0,HEALTHY,none,3,"['ranker', 'stock_secrot', 'pullback_health']",Financial Services
FCFS,--,45.0,79.6,7.0,90.6,,,,,,,,,,81.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
NUE,XLB,45.0,79.6,18.0,86.6,,,,,,,4.0,,,86.0,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Basic Materials
BNO,XLE,56.0,78.3,40.0,82.5,,,,,,4.3,,,,60.0,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
TD,VGK,59.0,78.1,51.0,81.8,,,,,,,3.0,,,88.9,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Financial Services
CRWD,--,61.0,77.9,143.0,77.5,,,,,,,1.0,,,90.6,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Technology
WMB,XLE,63.0,77.0,45.0,82.2,,,,,,,2.0,,,86.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
KNX,XLI,70.0,76.4,78.0,80.3,,,,,,,,,,81.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
ASND,XLI,73.0,76.1,94.0,79.3,,,,,,,4.0,,,92.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Healthcare
PXE,XLE,74.0,76.0,45.0,82.2,,,,,,3.6,,,,57.1,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
DOCN,XLK,75.0,75.6,28.0,84.0,,,,,,,,,,86.0,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
ARW,XLI,77.0,75.5,103.0,78.9,,,,,,,,,,84.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
SU,XLE,78.0,75.4,24.0,85.4,,,,,,,5.0,,,74.3,CAUTION,none,3,"['ranker', 'ranker_long', 'stock_secrot']",Energy
VDE,XLE,78.0,75.4,43.0,82.4,,,,,,3.5,,,,60.0,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
AFL,XLF,88.0,74.9,68.0,81.0,,,,,,,0.0,,,86.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Financial Services
BMO,VGK,89.0,74.8,140.0,77.6,,,,,,,3.0,,,89.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Financial Services
GSG,XLE,93.0,74.4,127.0,78.2,,,,,,3.5,,,,68.1,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
ICF,XLRE,94.0,74.1,,,,,,,,2.0,,,,88.9,HEALTHY,bearish,3,"['ranker', 'secrot', 'pullback_health']",
CLSK,SPY,94.0,74.1,,,,,,,,8.1,,,,82.5,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
RY,SPY,98.0,74.0,143.0,77.5,,,,,,,3.0,,,88.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Financial Services
HAL,XLE,102.0,73.5,27.0,84.3,,,,,,,6.0,,,76.6,CAUTION,none,3,"['ranker', 'ranker_long', 'stock_secrot']",Energy
AMLP,XLE,103.0,73.4,,,,,,,,3.4,,,,84.4,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
CNC,--,103.0,73.4,112.0,78.6,,,,,,,0.0,,,86.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Healthcare
MKSI,SPY,105.0,73.0,,,,,,,,,6.0,,,88.7,HEALTHY,bullish,3,"['ranker', 'stock_secrot', 'pullback_health']",Technology
CM,SPY,106.0,72.9,54.0,81.7,,,,,,,2.0,,,89.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Financial Services
UMC,XLK,108.0,72.8,,,,,,,,,6.0,,,83.7,HEALTHY,bullish,3,"['ranker', 'stock_secrot', 'pullback_health']",Technology
LSCC,SPY,108.0,72.8,150.0,77.2,,,,,,,3.0,,,89.5,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Technology
QQQJ,SPY,111.0,72.6,,,,,,,,3.6,,,,89.0,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
KO,XLP,112.0,72.5,143.0,77.5,,,,,,,2.0,,,86.0,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Consumer Defensive
ITEQ,XLK,112.0,72.5,,,,,,,,3.7,,,,89.6,HEALTHY,bullish,3,"['ranker', 'secrot', 'pullback_health']",
EIS,SPY,116.0,72.3,,,,,,,,3.8,,,,84.5,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
ISMD,SPY,118.0,72.2,,,,,,,,3.4,,,,83.7,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
ALAI,XLK,119.0,72.1,,,,,,,,4.2,,,,88.9,HEALTHY,bullish,3,"['ranker', 'secrot', 'pullback_health']",
IXN,XLK,122.0,71.9,,,,,,,,3.1,,,,88.7,HEALTHY,bullish,3,"['ranker', 'secrot', 'pullback_health']",
HACK,XLK,122.0,71.9,,,,,,,,3.6,,,,89.7,HEALTHY,bullish,3,"['ranker', 'secrot', 'pullback_health']",
NWPX,XLI,126.0,71.7,57.0,81.5,,,,,,,,,,86.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
IYR,XLRE,126.0,71.7,,,,,,,,2.0,,,,88.7,HEALTHY,bearish,3,"['ranker', 'secrot', 'pullback_health']",
XSD,XLK,131.0,71.6,,,,,,,,3.5,,,,83.7,HEALTHY,bullish,3,"['ranker', 'secrot', 'pullback_health']",
