date,hyg_price,lqd_price,spy_price,hyglqd_ratio,percentile,change_5d,regime,fwd_5d_avg,fwd_5d_median,fwd_5d_winrate,fwd_5d_n,fwd_10d_avg,fwd_10d_median,fwd_10d_winrate,fwd_10d_n,fwd_20d_avg,fwd_20d_median,fwd_20d_winrate,fwd_20d_n
2026-03-30,78.855,108.385,633.58,0.7275453245375283,39.492981353446474,-0.58,Neutral,0.35,0.4,62.3,1393,0.68,0.85,67.9,1388,1.35,1.71,71.6,1378
