ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
CVE,30.05,13.61,33.26,64.66,126.62,262.48,104.01,2.44,1.94,1.96,2.07,0.4,4,True,True,True,True,True,98.69,183.04,-160.15,86.76,141.3,-476.13,91.12,123.99,-141.31,0.7217,XLE,0.74,0.71,clean,0.712,thin,none,strong_buy,81.87061021973065,93.70771312584574,94.45196211096076,6,100.0,92.2,1
EACO,104.99,16.59,14.13,29.62,152.99,462.95,1758.23,0.85,2.1,5.17,3.03,3.8,4,True,True,True,True,True,125.06,383.5,1494.08,113.13,341.77,1178.1,117.49,324.45,1512.91,0.9609,,,0.54,clean,,normal,none,strong_buy,79.03859784779948,93.70771312584574,95.66982408660351,6,100.0,91.6,2
MPC,254.65,15.17,32.07,30.24,62.51,313.93,617.53,2.11,0.94,2.07,5.02,1.97,4,True,True,True,True,True,34.58,234.48,353.37,22.65,192.75,37.39,27.01,175.43,372.21,1.0496,XLE,0.72,1.03,clean,0.93,normal,none,strong_buy,78.29434886268446,93.70771312584574,96.21109607577807,6,100.0,91.5,3
REX,48.77,4.77,44.16,52.07,132.24,270.87,467.09,9.26,1.18,2.54,2.05,1.72,4,True,True,True,True,True,104.31,191.43,202.94,92.38,149.69,-113.04,96.74,132.38,221.78,1.0133,XLE,0.4,-0.38,clean,0.733,thin,none,strong_buy,78.56176300019331,93.70771312584574,95.73748308525035,6,100.0,91.5,3
AZLCZ,2150.0,5.39,16.22,65.38,101.88,517.82,1062.16,3.01,4.03,1.56,5.08,2.05,5,True,True,True,True,True,73.95,438.37,798.01,62.02,396.63,482.03,66.38,379.32,816.84,0.1967,,,-0.05,clean,0.942,normal,none,strong_buy,76.52232746955345,99.42489851150202,90.25710419485792,6,100.0,90.9,5
CLMT,34.22,4.39,18.0,82.99,147.79,498.25,829.89,4.1,4.61,1.78,3.37,1.67,5,True,True,True,True,True,119.86,418.8,565.74,107.93,377.07,249.76,112.29,359.75,584.57,0.1078,,,-0.41,clean,0.86,normal,none,strong_buy,77.4147818802758,99.42489851150202,89.10690121786197,6,100.0,90.9,5
FCFS,227.59,7.19,25.33,45.34,81.01,193.02,394.22,3.52,1.79,1.79,2.38,2.04,5,True,True,True,True,True,53.09,113.57,130.07,41.15,71.84,-185.91,45.51,54.52,148.91,0.169,,,0.44,clean,1.15,normal,none,strong_buy,76.08254397834911,99.42489851150202,90.05412719891746,6,100.0,90.7,7
VLO,246.96,5.62,25.11,36.95,93.24,202.57,348.12,4.47,1.47,2.52,2.17,1.72,4,True,True,True,True,True,65.31,123.13,83.97,53.38,81.39,-232.01,57.74,64.07,102.8,1.3121,XLE,0.73,-0.12,clean,0.874,normal,none,strong_buy,74.13332044590501,93.70771312584574,97.2936400541272,6,100.0,90.4,8
LINC,48.4,22.25,46.49,124.91,125.75,559.4,2944.03,2.09,2.69,1.01,4.45,5.26,4,True,True,True,True,True,97.82,479.95,2679.87,85.89,438.22,2363.89,90.25,420.9,2698.71,-0.6539,XLB,0.34,0.95,clean,1.341,normal,none,strong_buy,89.60306720793866,93.70771312584574,73.81596752368065,6,100.0,90.4,8
MRVL,196.33,18.59,152.38,141.43,226.62,358.61,1962.29,8.2,0.93,1.6,1.58,5.47,3,True,True,True,True,True,198.69,279.16,1698.14,186.76,237.42,1382.16,191.12,220.11,1716.97,0.0513,QQQ,0.52,0.41,clean,1.174,normal,none,strong_buy,91.99046330304789,75.10148849797022,88.29499323410013,6,100.0,90.3,10
IMO,133.19,5.1,12.39,34.66,84.86,303.0,329.78,2.43,2.8,2.45,3.57,1.09,4,True,True,True,True,True,56.93,223.55,65.63,45.0,181.81,-250.35,49.36,164.5,84.47,0.2857,XLE,0.66,-0.09,clean,0.734,thin,none,strong_buy,70.44590501965334,93.70771312584574,91.13667117726658,6,100.0,88.1,11
EFXT,27.4,10.13,41.9,103.26,298.26,341.22,291.43,4.14,2.46,2.89,1.14,0.85,3,True,True,True,True,True,270.33,261.78,27.28,258.4,220.04,-288.7,262.75,202.73,46.11,-0.1699,,,-0.26,clean,1.024,normal,none,strong_buy,86.21689541851923,75.10148849797022,85.04736129905277,6,100.0,87.9,12
DINO,69.91,17.42,40.98,29.32,99.8,90.65,148.61,2.35,0.72,3.4,0.91,1.64,3,True,True,True,True,True,71.87,11.2,-115.54,59.94,-30.54,-431.52,64.3,-47.85,-96.7,0.9437,XLE,0.55,1.03,clean,0.917,normal,none,strong_buy,78.32978929054708,75.10148849797022,95.46684709066305,6,100.0,87.6,13
TEN,42.61,10.53,34.04,68.82,137.78,357.68,45.68,3.23,2.02,2.0,2.6,0.13,4,True,True,True,True,True,109.85,278.23,-218.48,97.92,236.5,-534.46,102.28,219.18,-199.64,-0.7093,,,0.22,clean,0.745,thin,none,strong_buy,81.19240930472324,93.70771312584574,72.05683355886333,6,100.0,87.5,14
EXCE,24.0,4.35,25.33,37.14,140.0,772.73,54445.45,5.83,1.47,3.77,5.52,70.46,4,True,True,True,True,True,112.07,693.28,54181.3,100.14,651.54,53865.32,104.5,634.23,54200.14,-0.4101,,,-0.54,clean,,normal,none,strong_buy,75.87634512533025,93.70771312584574,79.43166441136671,6,100.0,87.4,15
CENX,65.05,8.65,25.48,132.82,311.71,301.3,894.65,2.95,5.21,2.35,0.97,2.97,4,True,True,True,True,True,283.78,221.85,630.5,271.85,180.11,314.52,276.21,162.8,649.33,-0.9452,IAU,0.35,-0.24,clean,0.726,thin,none,strong_buy,84.58663573683872,93.70771312584574,64.47902571041949,6,100.0,87.0,16
EZPW,33.79,6.49,34.51,88.77,151.6,366.71,493.85,5.32,2.57,1.71,2.42,1.35,4,True,True,True,True,True,123.67,287.27,229.7,111.74,245.53,-86.28,116.1,228.21,248.53,-0.843,XLI,0.5,-0.04,clean,0.775,normal,none,strong_buy,81.8303370062504,93.70771312584574,68.13261163734776,6,100.0,86.9,17
NUE,232.0,8.95,29.72,56.14,107.66,118.21,392.99,3.32,1.89,1.92,1.1,3.32,4,True,True,True,True,True,79.73,38.76,128.83,67.8,-2.97,-187.15,72.16,-20.29,147.67,-0.7211,XLB,0.6,0.27,clean,0.911,normal,none,strong_buy,78.71963399703588,93.70771312584574,71.71853856562923,6,100.0,86.7,18
ELA,23.85,28.78,83.89,126.5,266.92,426.49,4621.84,2.91,1.51,2.11,1.6,10.84,4,True,True,True,True,True,239.0,347.04,4357.68,227.06,305.31,4041.7,231.42,287.99,4376.52,-1.3594,,,1.1,clean,1.137,normal,none,strong_buy,92.81848057220182,93.70771312584574,46.31258457374831,6,100.0,85.8,19
CNQ,48.61,7.0,14.81,42.97,58.18,177.14,245.0,2.12,2.9,1.35,3.04,1.38,3,True,True,True,True,True,30.26,97.69,-19.16,18.32,55.95,-335.14,22.68,38.64,-0.32,1.0487,XLE,0.72,0.32,clean,0.98,normal,none,strong_buy,71.81358334944261,75.10148849797022,96.14343707713125,6,100.0,85.8,19
STNG,80.21,3.9,11.71,31.28,96.02,282.32,41.46,3.0,2.67,3.07,2.94,0.15,4,True,True,True,True,True,68.09,202.87,-222.69,56.16,161.13,-538.67,60.52,143.82,-203.85,-0.1781,,,-0.28,clean,0.976,normal,none,strong_buy,66.57967652554933,93.70771312584574,84.91204330175913,6,100.0,85.7,21
AXSM,235.97,29.14,35.03,60.78,123.12,300.22,2115.68,1.2,1.74,2.03,2.44,7.05,4,True,True,True,True,True,95.19,220.77,1851.53,83.26,179.04,1535.55,87.62,161.72,1870.36,-1.1942,,,2.09,overextended,1.352,normal,none,none,86.34576970165601,93.70771312584574,54.80378890392422,6,100.0,85.6,22
SU,67.34,4.31,19.67,49.71,91.63,179.65,155.46,4.57,2.53,1.84,1.96,0.87,3,True,True,True,True,True,63.71,100.2,-108.69,51.77,58.47,-424.67,56.13,41.15,-89.85,0.7393,XLE,0.73,-0.18,clean,0.664,thin,none,strong_buy,71.91184999033443,75.10148849797022,94.51962110960757,6,100.0,85.5,23
