ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
RYN,21.35,20.65,3.38,OPTIMAL,95,1.48,0.9,20.8,2.66,,,,0.66,80.2,65.2,235.0,clean,73.5,WARNING,-14.0,1,Basing,2.35,2.84,-1.43,XLRE,index,Index,10.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.43, 'median_ttg': 1.0, 'prob_good': 44.0, 'prob_bad': 33.8}",78.1
DEO,78.53,77.59,1.21,OPTIMAL,95,1.48,0.9,74.83,4.94,,,,0.096,-31.3,65.0,243.0,clean,72.2,WARNING,-23.6,0,Deep Decline,5.23,-3.47,-7.74,XLP,index,Index,1.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.43, 'median_ttg': 1.0, 'prob_good': 44.0, 'prob_bad': 33.8}",77.7
BBY,64.53,63.23,2.05,OPTIMAL,95,1.48,0.9,64.03,0.77,,,,0.629,64.1,64.5,253.0,clean,70.4,WARNING,-12.1,0,Deep Decline,0.34,-0.42,-6.25,XLF,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -2.65, 'median_ttg': 2.0, 'prob_good': 40.1, 'prob_bad': 36.0}",76.9
INVX,26.41,25.26,4.56,OPTIMAL,95,1.48,0.9,24.97,5.76,,,,0.106,34.9,87.9,1.0,clean,40.0,CAUTION,-10.4,2,Sustained Uptrend,9.0,1.42,16.86,QQQ,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",76.0
SONY,21.42,21.13,1.37,OPTIMAL,95,1.48,0.9,20.73,3.34,,,,0.021,-15.5,49.0,651.0,clean,82.0,BREAKDOWN,-15.4,0,Deep Decline,1.42,-1.2,-14.76,VXUS,index,Index,15.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.43, 'median_ttg': 1.0, 'prob_good': 44.0, 'prob_bad': 33.8}",75.0
SWKS,56.56,55.35,2.19,OPTIMAL,95,1.48,0.9,54.89,3.04,,,,0.055,20.6,51.1,604.0,clean,78.1,WARNING,-11.9,0,Deep Decline,6.28,2.97,-5.45,XLV,equity,Equity,16.0,False,False,"{'grade': 'OK', 'median_mae': -5.17, 'median_ttg': 1.0, 'prob_good': 32.4, 'prob_bad': 53.1}",74.6
EDRY,19.94,19.87,0.34,OPTIMAL,95,1.48,0.9,19.46,2.46,,,,0.0,1.3,80.4,22.0,clean,42.8,CAUTION,-16.9,3,Parabolic,3.53,1.63,54.57,,index,Index,10.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.43, 'median_ttg': 1.0, 'prob_good': 44.0, 'prob_bad': 33.8}",74.2
METV,16.44,16.22,1.35,OPTIMAL,95,1.48,0.9,15.9,3.38,,,,0.102,-31.7,44.7,781.0,clean,82.7,BREAKDOWN,-16.1,0,Deep Decline,1.99,-0.66,-14.86,QQQ,equity,Equity,18.0,False,False,"{'grade': 'OK', 'median_mae': -2.6, 'median_ttg': 1.0, 'prob_good': 38.4, 'prob_bad': 41.6}",73.7
AJG,218.39,216.4,0.92,OPTIMAL,95,1.48,0.9,215.99,1.11,,,,0.63,69.7,53.2,546.0,clean,72.5,WARNING,-18.2,0,Deep Decline,0.95,3.15,-15.68,XLF,index,Index,10.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.43, 'median_ttg': 1.0, 'prob_good': 44.0, 'prob_bad': 33.8}",73.6
APA,38.97,37.29,4.51,OPTIMAL,95,1.48,0.9,42.05,-7.32,,,,0.602,290.9,72.6,92.0,stalling,49.4,CAUTION,-14.7,3,Parabolic,-5.76,22.47,66.61,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",73.5
