ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,3.7,10,bullish,-0.91,0.38,4.03,10.22,7.02,-0.3,1.55,0.65,-0.19,,,62,,,62,,,62
ACWI,ACWI,4.3,10,bullish,-0.77,0.24,2.88,8.12,3.07,-0.44,1.71,0.67,-0.21,,,62,,,62,,,62
ACWX,ACWX,4.1,10,bullish,-2.2,-1.23,0.62,7.5,3.44,-0.96,1.33,-0.24,-0.92,,,62,,,62,,,62
AFK,Africa,2.4,10,bullish,-4.36,-2.77,0.15,8.98,-3.79,-2.0,0.77,-0.46,-1.25,,,62,,,62,,,62
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,41,,,41,,,41
AGG,Agg Bond,3.1,10,bullish,-0.39,-0.03,-0.04,0.7,-0.57,-0.88,0.71,-0.17,-0.13,,,76,,,76,,,76
AIA,AIA,3.4,10,bullish,-0.57,0.92,5.18,11.07,12.05,0.03,1.13,0.61,-0.1,,,62,,,62,,,62
AIQ,AIQ,4.9,10,bullish,-0.74,0.04,8.43,12.39,2.02,-0.54,1.5,1.48,-0.3,,,40,,,40,,,40
AIRR,AIRR,5.8,10,bullish,1.25,4.19,3.98,11.73,9.59,-0.36,1.19,0.35,0.99,,,46,,,46,,,46
ALAI,ALAI,5.1,10,bullish,0.15,1.49,9.35,16.51,7.45,-0.16,1.63,1.36,0.08,,,6,,,6,,,6
AMG,AMG,5.4,10,bullish,-5.51,-5.02,-0.67,3.21,-13.71,-2.0,-0.26,-0.69,-1.66,,,100,,,100,,,100
AMLP,AMLP,2.4,10,bullish,1.78,0.99,-0.38,-2.56,6.06,0.87,-1.02,-0.36,0.55,,,52,,,52,,,52
APIE,APIE,4.1,10,bullish,-2.32,-1.51,0.0,6.19,-0.22,-1.29,1.02,-0.38,-0.98,,,17,,,17,,,17
APO,APO,1.7,10,bullish,-2.01,3.28,16.63,12.15,-10.71,-0.49,1.3,2.0,0.62,,,52,,,52,,,52
ARES,ARES,2.7,10,bullish,-3.36,-1.24,9.52,8.24,-28.94,-1.2,0.75,1.21,-0.19,,,46,,,46,,,46
ARGT,ARGT,5.3,10,bullish,-3.52,-2.85,-2.6,4.36,-5.85,-0.68,0.25,-0.46,-0.59,,,52,,,52,,,52
ARKF,ARKF,6.8,10,bullish,-3.77,-1.33,9.88,9.36,-9.26,-0.56,0.62,1.17,-0.41,,,40,,,40,,,40
ARKG,ARKG,4.8,10,bullish,-4.61,-0.13,10.08,11.86,-12.97,-1.28,0.94,1.16,-0.2,,,46,,,46,,,46
