ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,3.7,10,bullish,0.76,-1.49,-5.57,-9.23,2.27,-1.04,-2.0,-1.77,-0.71,,,75.0,,,75.0,,,75.0
ACWI,ACWI,3.7,10,bullish,0.78,-0.43,-3.13,-6.22,-3.49,-1.45,-1.96,-1.34,-0.34,,,80.0,,,80.0,,,80.0
ACWX,ACWX,3.7,10,bullish,1.72,0.68,-2.8,-7.13,1.01,-1.53,-2.0,-1.13,0.13,,,80.0,,,80.0,,,80.0
AFK,Africa,3.7,10,bullish,2.09,0.83,-4.55,-14.92,-3.35,-2.0,-2.0,-1.32,0.02,,,75.0,,,75.0,,,75.0
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,59.0,,,59.0,,,59.0
AGG,Agg Bond,0.1,10,bullish,0.81,0.59,-0.46,-1.33,-0.81,-1.2,-1.65,-0.63,0.99,,,93.0,,,93.0,,,93.0
AIA,AIA,3.7,10,bullish,0.91,-2.77,-6.61,-9.7,7.66,-0.45,-1.88,-1.64,-0.96,,,80.0,,,80.0,,,80.0
AIQ,AIQ,3.5,10,bullish,-0.25,-2.76,-6.63,-7.52,-10.09,-1.54,-1.45,-1.65,-0.94,,,45.0,,,45.0,,,45.0
AIRR,AIRR,3.8,10,bullish,1.06,-1.85,-1.09,-7.78,9.57,-0.14,-1.98,-0.69,-0.88,,,55.0,,,55.0,,,55.0
ALAI,ALAI,3.7,10,bullish,1.09,-2.06,-4.9,-3.9,-10.71,-1.13,-0.88,-1.25,-0.72,,,4.0,,,4.0,,,4.0
AMG,AMG,3.4,10,bullish,-0.04,0.25,-0.94,-11.72,-5.42,-1.51,-2.0,-0.57,-0.19,,,98.0,,,98.0,,,98.0
AMLP,AMLP,3.9,10,bullish,-2.77,-2.26,-0.65,-0.68,11.37,1.86,-0.27,-0.27,-1.02,,,62.0,,,62.0,,,62.0
