date,lambda_max,lambda_plus,rmt_ratio,n_significant,n_assets,rmt_risk,magnetization,avg_correlation,ising_risk,composite_score,composite_status,score_rmt,score_ising,score_breadth,score_vix,score_credit
2026-06-23,475.67571102324735,1.9044685345048393,249.7682174344365,174,1738,CRITICAL,0.45150670280785316,0.4167276456675579,NORMAL,62.37418679146015,ELEVATED,100.0,11.445933957300696,100.0,31.63333333333333,6.800000000000139
