ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
BVN,42.67,10.74,75.74,126.25,233.1,271.69,688.72,7.05,1.67,1.85,1.17,2.53,4,True,True,True,True,True,215.47,194.09,435.41,211.26,182.1,198.58,147.98,80.02,358.1,0.7111,IAU,0.71,0.09,clean,1.049,normal,none,strong_buy,88.55002675227395,92.61637239165329,95.10433386837882,6,100.0,94.1,1
AGI,55.32,31.34,50.45,86.58,144.45,634.66,1207.8,1.61,1.72,1.67,4.39,1.9,4,True,True,True,True,True,126.83,557.06,954.48,122.62,545.07,717.66,59.33,442.99,877.18,0.4297,IAU,0.73,2.42,overextended,1.315,normal,none,none,90.26981579148512,92.61637239165329,90.36918138041734,6,100.0,93.7,2
AU,128.73,20.29,44.79,133.21,338.9,514.17,1035.19,2.21,2.97,2.54,1.52,2.01,4,True,True,True,True,True,321.27,436.57,781.87,317.07,424.58,545.04,253.78,322.5,704.56,0.2502,IAU,0.75,0.88,clean,0.946,normal,none,strong_buy,90.99977069479478,92.61637239165329,85.71428571428571,6,100.0,93.0,3
FTI,68.09,21.76,50.51,83.73,136.34,853.64,228.46,2.32,1.66,1.63,6.26,0.27,4,True,True,True,True,True,118.71,776.04,-24.86,114.51,764.05,-261.68,51.22,661.97,-102.16,0.3935,XLE,0.54,1.42,clean,0.97,normal,none,strong_buy,88.13345562944279,92.61637239165329,89.56661316211878,6,100.0,92.9,4
ATI,167.47,37.59,66.97,113.42,194.27,709.42,1253.84,1.78,1.69,1.71,3.65,1.77,4,True,True,True,True,True,176.64,631.83,1000.52,172.44,619.83,763.7,109.15,517.75,923.22,0.1154,XLI,0.56,1.54,clean,1.496,normal,none,strong_buy,93.20492241840557,92.61637239165329,81.30016051364366,6,100.0,92.7,5
WWD,400.17,25.28,34.22,60.52,116.79,235.04,763.17,1.35,1.77,1.93,2.01,3.25,4,True,True,True,True,True,99.16,157.44,509.86,94.95,145.44,273.03,31.67,43.36,432.55,0.2898,XLI,0.52,2.11,overextended,1.296,normal,none,none,85.06076587938547,92.61637239165329,86.91813804173356,6,100.0,91.4,6
KPELY,19.61,11.61,29.01,47.55,105.77,400.26,494.24,2.5,1.64,2.22,3.78,1.23,4,True,True,True,True,True,88.14,322.66,240.93,83.94,310.66,4.1,20.65,208.58,163.62,0.5998,,,0.73,clean,1.252,normal,none,strong_buy,79.79821141939922,92.61637239165329,93.57945425361156,6,100.0,91.2,7
LINC,37.17,39.67,81.21,94.48,106.59,519.43,1380.7,2.05,1.16,1.13,4.87,2.66,3,True,True,True,True,True,88.96,441.83,1127.38,84.76,429.83,890.56,21.47,327.76,1050.08,0.5487,XLB,0.32,2.53,overextended,1.743,confirmed,none,none,92.06221814568524,72.1107544141252,92.61637239165329,6,100.0,90.6,8
SKE,37.71,14.65,92.69,141.27,288.76,220.66,1712.98,6.33,1.52,2.04,0.76,7.76,4,True,True,True,True,True,271.13,143.07,1459.66,266.93,131.07,1222.84,203.64,28.99,1382.36,-0.0784,IAU,0.73,0.26,clean,1.155,normal,none,strong_buy,91.53481617366049,92.61637239165329,70.86677367576245,6,100.0,90.2,9
ORLA,21.64,26.88,60.57,101.54,208.77,442.48,,2.25,1.68,2.06,2.12,,4,True,True,True,True,True,191.14,364.88,,186.94,352.89,,123.65,250.81,,0.6286,IAU,0.62,1.25,clean,0.779,normal,none,none,92.60299625468166,92.61637239165329,94.14125200642054,5,83.33333333333334,90.1,10
