ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
RVMD,--,34.0,84.4,76.0,82.3,,,,,,,5.0,,,91.3,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Healthcare
XBI,LQD,36.0,83.6,138.0,78.3,,,,,,2.5,,,,89.8,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
IHE,XLV,89.0,76.4,141.0,78.2,,,,,,3.2,,,,87.8,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
MUFG,VGK,99.0,75.7,41.0,84.8,,,,,,,5.0,,,84.1,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Financial Services
MRNA,IAU,2.0,94.7,,,,,,,,,6.0,,,90.9,HEALTHY,none,3,"['ranker', 'stock_secrot', 'pullback_health']",Healthcare
MIRM,LQD,5.0,91.5,39.0,84.9,,,,,,,,,,89.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
USFD,XLP,7.0,90.9,37.0,85.2,,,,,,,3.0,,,82.0,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",Consumer Defensive
BKD,XLU,10.0,88.9,93.0,81.1,,,,,,,,,,84.0,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",
DVA,--,14.0,88.5,5.0,91.4,,,,,,,,,,86.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
AXGN,VGK,16.0,87.8,11.0,90.0,,,,,,,,,,90.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
LQDA,--,17.0,87.7,19.0,87.9,,,,,,,,,,90.9,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
WELL,XLRE,20.0,87.1,61.0,83.1,,,,,,,1.0,,,90.5,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Real Estate
FLXS,--,22.0,86.5,58.0,83.6,,,,,,,,,,81.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
CAH,--,23.0,86.2,103.0,80.5,,,,,,,1.0,,,82.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Healthcare
