ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
TYRA,38.48,0.78,6.23,22.81,70.25,200.84,244.78,8.0,3.66,3.08,2.86,3.48,5,True,True,True,True,True,8.36,28.12,230.49,8.24,26.41,223.8,16.4,32.74,197.36,0.5198,,,-0.21,clean,1.004,normal,none,97.16312056737588,100.0,95.90834697217676,97.7,1
TNGX,19.09,-1.19,10.35,54.57,117.43,142.57,1003.47,-8.69,5.27,2.15,1.21,8.55,4,True,True,True,True,True,12.48,59.88,989.18,12.36,58.17,982.49,20.52,64.5,956.05,0.0408,,,-0.15,clean,0.803,normal,buy_today,94.49672667757774,99.01800327332242,92.71685761047463,95.4,2
PL,33.19,23.11,33.88,32.18,101.52,212.82,668.29,1.47,0.95,3.15,2.1,6.58,3,True,True,True,True,True,36.01,37.48,653.99,35.9,35.77,647.31,44.06,42.1,620.87,2.3326,,,2.31,overextended,1.786,confirmed,none,99.29078014184397,87.52045826513911,98.93617021276596,95.2,3
COP,127.08,0.84,4.26,13.88,33.82,35.94,25.41,5.06,3.26,2.44,1.06,0.75,4,True,True,True,True,True,6.39,19.18,11.12,6.27,17.48,4.43,14.43,23.8,-22.01,0.9442,XLE,0.87,0.8,clean,0.985,normal,none,86.51118385160937,99.01800327332242,97.21767594108019,94.2,4
PARXF,19.9,0.6,4.84,25.3,56.43,46.85,111.46,8.11,5.23,2.23,0.83,1.98,3,True,True,True,True,True,6.97,30.6,97.16,6.85,28.9,90.48,15.01,35.23,64.04,1.8704,XLE,0.41,0.45,clean,1.781,confirmed,none,94.012547735952,87.52045826513911,98.28150572831423,93.3,5
LINC,37.91,-1.03,0.79,21.85,62.48,76.64,143.77,-0.77,27.74,2.86,1.23,2.3,4,True,True,True,True,True,2.92,27.15,129.48,2.8,25.44,122.79,10.96,31.77,96.35,-0.3706,,,-1.53,stalling,1.638,confirmed,none,89.92771412984179,99.01800327332242,87.47954173486089,92.1,6
NYT,81.08,-0.25,2.23,7.4,16.66,38.65,65.27,-9.07,3.32,2.25,2.32,3.92,4,True,True,True,True,True,4.36,12.71,50.97,4.24,11.0,44.29,12.4,17.33,17.85,-0.1726,XLC,0.4,0.07,clean,0.787,normal,buy_today,85.93835242771412,99.01800327332242,90.26186579378069,91.7,7
FPLSF,21.65,1.64,3.79,8.09,72.24,94.52,520.34,2.3,2.14,8.93,1.31,7.2,3,True,True,True,True,True,5.92,13.39,506.05,5.8,11.68,499.36,13.96,18.01,472.93,-0.1306,XLF,0.49,-0.87,clean,1.261,normal,none,95.93562465902892,87.52045826513911,90.50736497545007,91.3,8
SNDX,24.18,0.75,2.89,17.21,18.7,56.5,84.3,3.86,5.95,1.09,3.02,4.51,4,True,True,True,True,True,5.02,22.51,70.01,4.9,20.8,63.32,13.07,27.13,36.88,-0.5336,XLV,0.41,0.23,clean,1.027,normal,none,90.49372613202401,99.01800327332242,84.45171849427169,91.3,8
CACI,607.24,-0.93,0.09,2.71,8.29,22.3,56.95,-0.09,31.66,3.06,2.69,6.87,4,True,False,True,True,False,2.21,8.01,42.66,2.1,6.31,35.97,10.26,12.64,9.54,0.2172,,,-0.34,clean,0.777,normal,none,78.19830878341517,99.01800327332242,93.78068739770868,90.3,10
