target_date,section,similar_date,score,event,fwd_5d,fwd_10d,fwd_21d
2026-04-01,25Y_broad,2026-03-31,0.8214,,,,
2026-04-01,25Y_broad,2026-03-27,0.7747,,,,
2026-04-01,25Y_broad,2026-03-30,0.7526,,,,
2026-04-01,25Y_broad,2026-03-26,0.7335,,,,
2026-04-01,25Y_broad,2026-03-25,0.6628,,,,
2026-04-01,25Y_broad,2026-03-24,0.6088,,,,
2026-04-01,25Y_broad,2026-03-23,0.5965,,,,
2026-04-01,25Y_broad,2001-04-06,0.5903,,,,
2026-04-01,25Y_broad,2001-04-04,0.5747,,,,
2026-04-01,25Y_broad,2022-05-13,0.5647,,,,
2026-04-01,25Y_broad,2022-05-20,0.5608,,,,
2026-04-01,25Y_broad,2001-04-05,0.5563,,,,
2026-04-01,25Y_broad,2026-03-20,0.5541,,,,
2026-04-01,25Y_broad,2025-01-07,0.5514,,,,
2026-04-01,25Y_broad,2001-04-09,0.55,,,,
2026-04-01,25Y_broad,2023-10-16,0.5486,,,,
2026-04-01,25Y_broad,2025-01-08,0.5424,,,,
2026-04-01,25Y_broad,2023-10-13,0.537,,,,
2026-04-01,25Y_broad,2004-05-21,0.5321,,,,
2026-04-01,25Y_broad,2004-05-05,0.532,,,,
2026-04-01,25Y_broad,2021-10-05,0.527,,,,
2026-04-01,25Y_broad,2007-03-20,0.5217,,,,
2026-04-01,25Y_broad,2022-05-16,0.5212,,,,
2026-04-01,25Y_broad,2004-05-24,0.5193,,,,
2026-04-01,25Y_broad,2022-05-19,0.5191,,,,
2026-04-01,25Y_broad,2026-03-19,0.5183,,,,
2026-04-01,25Y_broad,2007-03-16,0.5151,,,,
2026-04-01,25Y_broad,2021-10-12,0.5149,,,,
2026-04-01,25Y_broad,2025-01-14,0.5144,,,,
2026-04-01,25Y_broad,2002-06-27,0.5125,,,,
2026-04-01,25Y_broad,2023-10-11,0.5116,,,,
2026-04-01,25Y_broad,2025-01-06,0.507,,,,
2026-04-01,25Y_broad,2007-03-22,0.5057,,,,
2026-04-01,25Y_broad,2006-07-03,0.5043,,,,
2026-04-01,25Y_broad,2025-01-13,0.5039,,,,
2026-04-01,25Y_broad,2004-05-26,0.5027,,,,
2026-04-01,25Y_broad,2004-05-25,0.5027,,,,
2026-04-01,25Y_broad,2000-10-27,0.5026,,,,
2026-04-01,25Y_broad,2025-01-10,0.5021,,,,
2026-04-01,25Y_broad,2022-05-23,0.4991,,,,
2026-04-01,25Y_broad,2002-06-28,0.498,,,,
