target_date,window,similar_date,correlation
2026-03-19,25Y,2026-03-18,0.9324
2026-03-19,25Y,2026-03-17,0.8814
2026-03-19,25Y,2026-03-13,0.7728
2026-03-19,25Y,2026-03-16,0.7599
2026-03-19,25Y,2026-03-12,0.6871
2026-03-19,25Y,2022-05-06,0.6062
2026-03-19,25Y,2026-03-11,0.6035
2026-03-19,25Y,2022-05-09,0.6013
2026-03-19,25Y,2013-06-28,0.5945
2026-03-19,25Y,2005-04-05,0.5917
2026-03-19,25Y,2022-04-29,0.5836
2026-03-19,25Y,2013-06-27,0.5817
2026-03-19,25Y,2023-10-03,0.5772
2026-03-19,25Y,2022-05-05,0.5767
2026-03-19,25Y,2002-10-10,0.5753
2026-03-19,25Y,2005-04-01,0.5734
2026-03-19,25Y,2023-08-28,0.5716
2026-03-19,25Y,2008-07-03,0.5689
2026-03-19,25Y,2008-06-30,0.5676
2026-03-19,25Y,2008-07-07,0.5673
2026-03-19,25Y,2022-05-12,0.567
2026-03-19,25Y,2002-09-30,0.5667
2026-03-19,25Y,2005-03-31,0.558
2026-03-19,25Y,2023-08-24,0.5572
2026-03-19,25Y,2022-05-13,0.5542
2026-03-19,25Y,2013-06-21,0.5506
2026-03-19,25Y,2008-07-01,0.5504
2026-03-19,25Y,2005-04-04,0.5491
2026-03-19,25Y,2004-05-17,0.5487
2026-03-19,25Y,2022-05-03,0.5476
2026-03-19,25Y,2010-06-01,0.5465
2026-03-19,25Y,2002-09-27,0.5445
2026-03-19,25Y,2001-03-19,0.5443
2026-03-19,25Y,2004-03-17,0.5443
2026-03-19,25Y,2022-05-16,0.5435
2026-03-19,25Y,2011-11-28,0.5417
2026-03-19,25Y,2013-06-24,0.5395
2026-03-19,25Y,2010-05-28,0.5389
2026-03-19,25Y,2011-06-13,0.5386
2026-03-19,25Y,2022-09-26,0.5373
2026-03-19,25Y,2023-08-25,0.5369
2026-03-19,25Y,2026-03-10,0.5368
2026-03-19,25Y,2018-10-22,0.5365
2026-03-19,25Y,2023-08-22,0.5344
2026-03-19,25Y,2002-09-25,0.5332
2026-03-19,25Y,2018-02-13,0.533
2026-03-19,25Y,2005-03-29,0.5321
2026-03-19,25Y,2007-03-14,0.5318
2026-03-19,25Y,2022-05-18,0.5315
2026-03-19,25Y,2010-02-04,0.5314
2026-03-19,25Y,2011-11-29,0.5312
2026-03-19,25Y,2009-03-09,0.5304
2026-03-19,25Y,2004-03-19,0.5301
2026-03-19,25Y,2021-10-06,0.5301
2026-03-19,25Y,2004-03-18,0.5283
2026-03-19,25Y,2023-10-04,0.5271
2026-03-19,25Y,2004-05-18,0.5264
2026-03-19,25Y,2018-02-12,0.526
2026-03-19,25Y,2018-10-19,0.5249
2026-03-19,25Y,2005-03-30,0.5247
2026-03-19,25Y,2022-05-04,0.524
2026-03-19,25Y,2010-02-11,0.5222
2026-03-19,25Y,2023-09-29,0.5209
2026-03-19,25Y,2021-10-07,0.5192
2026-03-19,25Y,2022-04-28,0.5184
2026-03-19,25Y,2025-01-10,0.518
2026-03-19,25Y,2022-05-02,0.5147
2026-03-19,25Y,2008-06-18,0.5146
2026-03-19,25Y,2004-05-07,0.5142
2026-03-19,25Y,2013-06-13,0.5132
2026-03-19,25Y,2007-03-08,0.5125
2026-03-19,25Y,2008-06-27,0.5122
2026-03-19,25Y,2004-03-22,0.5122
2026-03-19,25Y,2013-07-02,0.5121
2026-03-19,25Y,2021-10-05,0.5115
2026-03-19,25Y,2022-09-23,0.5101
2026-03-19,25Y,2013-06-12,0.509
2026-03-19,25Y,2022-05-19,0.5088
2026-03-19,25Y,2024-10-31,0.5077
2026-03-19,25Y,2009-03-10,0.5066
2026-03-19,25Y,2016-01-19,0.5061
2026-03-19,25Y,2024-12-31,0.5061
2026-03-19,25Y,2023-10-02,0.5059
2026-03-19,25Y,2001-03-22,0.5058
2026-03-19,25Y,2023-08-23,0.5057
2026-03-19,25Y,2016-01-21,0.5055
2026-03-19,25Y,2018-02-21,0.5043
2026-03-19,25Y,2023-09-28,0.5042
2026-03-19,25Y,2015-09-02,0.5042
2026-03-19,25Y,2010-02-17,0.5042
2026-03-19,25Y,2010-06-02,0.5034
2026-03-19,25Y,2010-02-05,0.5024
2026-03-19,25Y,2007-08-02,0.502
2026-03-19,25Y,2008-10-13,0.5019
2026-03-19,25Y,2006-05-24,0.5018
2026-03-19,25Y,2007-03-07,0.5017
2026-03-19,25Y,2013-07-03,0.5017
2026-03-19,25Y,2006-05-30,0.5015
2026-03-19,25Y,2001-03-21,0.5014
2026-03-19,25Y,2007-03-06,0.5013
2026-03-19,5Y,2026-03-18,0.9324
2026-03-19,5Y,2026-03-17,0.8814
2026-03-19,5Y,2026-03-13,0.7728
2026-03-19,5Y,2026-03-16,0.7599
2026-03-19,5Y,2026-03-12,0.6871
2026-03-19,5Y,2022-05-06,0.6062
2026-03-19,5Y,2026-03-11,0.6035
2026-03-19,5Y,2022-05-09,0.6013
2026-03-19,5Y,2022-04-29,0.5836
2026-03-19,5Y,2023-10-03,0.5772
2026-03-19,5Y,2022-05-05,0.5767
2026-03-19,5Y,2023-08-28,0.5716
2026-03-19,5Y,2022-05-12,0.567
2026-03-19,5Y,2023-08-24,0.5572
2026-03-19,5Y,2022-05-13,0.5542
2026-03-19,5Y,2022-05-03,0.5476
2026-03-19,5Y,2022-05-16,0.5435
2026-03-19,5Y,2022-09-26,0.5373
2026-03-19,5Y,2023-08-25,0.5369
2026-03-19,5Y,2026-03-10,0.5368
2026-03-19,5Y,2023-08-22,0.5344
2026-03-19,5Y,2022-05-18,0.5315
2026-03-19,5Y,2021-10-06,0.5301
2026-03-19,5Y,2023-10-04,0.5271
2026-03-19,5Y,2022-05-04,0.524
2026-03-19,5Y,2023-09-29,0.5209
2026-03-19,5Y,2021-10-07,0.5192
2026-03-19,5Y,2022-04-28,0.5184
2026-03-19,5Y,2025-01-10,0.518
2026-03-19,5Y,2022-05-02,0.5147
2026-03-19,5Y,2021-10-05,0.5115
2026-03-19,5Y,2022-09-23,0.5101
2026-03-19,5Y,2022-05-19,0.5088
2026-03-19,5Y,2024-10-31,0.5077
2026-03-19,5Y,2024-12-31,0.5061
2026-03-19,5Y,2023-10-02,0.5059
2026-03-19,5Y,2023-08-23,0.5057
2026-03-19,5Y,2023-09-28,0.5042
2026-03-19,5Y,2021-10-08,0.5004
2026-03-19,5Y,2022-05-10,0.4978
2026-03-19,5Y,2022-09-27,0.4972
2026-03-19,5Y,2021-10-11,0.4961
2026-03-19,5Y,2024-10-30,0.4879
2026-03-19,5Y,2023-08-29,0.4867
2026-03-19,5Y,2022-05-11,0.4752
2026-03-19,5Y,2025-01-02,0.474
2026-03-19,5Y,2021-12-03,0.4735
2026-03-19,5Y,2023-10-12,0.4731
2026-03-19,5Y,2023-10-10,0.4728
2026-03-19,5Y,2023-10-13,0.4679
2026-03-19,5Y,2024-12-30,0.4648
2026-03-19,5Y,2021-10-01,0.4621
2026-03-19,5Y,2025-04-07,0.4609
2026-03-19,5Y,2022-09-30,0.4599
