target_date,window,similar_date,correlation
2026-03-16,25Y,2026-03-13,0.9326
2026-03-16,25Y,2026-03-12,0.9015
2026-03-16,25Y,2026-03-11,0.8314
2026-03-16,25Y,2026-03-10,0.8172
2026-03-16,25Y,2023-10-03,0.6375
2026-03-16,25Y,2026-03-06,0.6066
2026-03-16,25Y,2007-08-02,0.6002
2026-03-16,25Y,2004-03-22,0.5997
2026-03-16,25Y,2023-10-04,0.5975
2026-03-16,25Y,2004-03-19,0.5918
2026-03-16,25Y,2006-06-15,0.5911
2026-03-16,25Y,2022-05-03,0.5901
2026-03-16,25Y,2006-06-16,0.5901
2026-03-16,25Y,2023-09-28,0.5888
2026-03-16,25Y,2018-02-12,0.5882
2026-03-16,25Y,2004-05-19,0.5834
2026-03-16,25Y,2004-03-23,0.5833
2026-03-16,25Y,2002-09-30,0.583
2026-03-16,25Y,2006-06-19,0.5804
2026-03-16,25Y,2001-03-21,0.5776
2026-03-16,25Y,2023-09-29,0.5735
2026-03-16,25Y,2005-04-01,0.5716
2026-03-16,25Y,2023-10-02,0.5699
2026-03-16,25Y,2007-03-08,0.5696
2026-03-16,25Y,2004-05-18,0.5693
2026-03-16,25Y,2004-05-07,0.5683
2026-03-16,25Y,2002-09-27,0.5682
2026-03-16,25Y,2006-06-20,0.5674
2026-03-16,25Y,2015-09-02,0.5671
2026-03-16,25Y,2004-05-17,0.5662
2026-03-16,25Y,2015-09-01,0.5628
2026-03-16,25Y,2007-03-06,0.5619
2026-03-16,25Y,2007-03-09,0.5599
2026-03-16,25Y,2001-03-23,0.5581
2026-03-16,25Y,2022-05-18,0.5579
2026-03-16,25Y,2009-11-04,0.5569
2026-03-16,25Y,2006-05-25,0.5531
2026-03-16,25Y,2005-03-29,0.5528
2026-03-16,25Y,2022-04-29,0.5525
2026-03-16,25Y,2008-07-03,0.5524
2026-03-16,25Y,2022-05-02,0.5523
2026-03-16,25Y,2009-03-02,0.5517
2026-03-16,25Y,2022-09-30,0.5498
2026-03-16,25Y,2005-03-30,0.5483
2026-03-16,25Y,2005-04-04,0.5473
2026-03-16,25Y,2004-03-18,0.5471
2026-03-16,25Y,2001-03-22,0.5462
2026-03-16,25Y,2022-05-05,0.5451
2026-03-16,25Y,2006-05-30,0.5422
2026-03-16,25Y,2001-09-26,0.5421
2026-03-16,25Y,2001-09-25,0.5415
2026-03-16,25Y,2013-06-27,0.5412
2026-03-16,25Y,2007-03-07,0.5411
2026-03-16,25Y,2010-06-01,0.5406
2026-03-16,25Y,2007-08-03,0.5402
2026-03-16,25Y,2010-01-29,0.5398
2026-03-16,25Y,2008-10-14,0.5394
2026-03-16,25Y,2018-02-14,0.5366
2026-03-16,25Y,2018-10-18,0.5357
2026-03-16,25Y,2026-03-09,0.5347
