ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,4.4,10,bullish,-2.26,-0.93,-8.51,-4.95,5.15,-0.47,-1.7,-2.0,-0.55,,,60.0,,,60.0,,,60.0
ACWI,ACWI,4.0,10,bullish,-1.82,-2.0,-5.07,-4.66,-0.85,-0.99,-1.68,-2.0,-1.1,,,65.0,,,65.0,,,65.0
ACWX,ACWX,4.0,10,bullish,-1.83,-1.53,-7.8,-5.95,3.19,-1.03,-2.0,-2.0,-0.84,,,65.0,,,65.0,,,65.0
AFK,Africa,3.8,10,bullish,-3.55,-3.45,-13.62,-8.35,5.74,-1.36,-2.0,-2.0,-1.31,,,60.0,,,60.0,,,60.0
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,48.0,,,48.0,,,48.0
AGG,Agg Bond,3.0,10,bearish,-1.14,-0.95,-1.89,-1.15,-0.49,-1.02,-1.81,-2.0,-1.69,,,88.0,,,88.0,,,88.0
AIA,AIA,4.2,10,bullish,-2.38,-0.66,-9.27,-3.52,10.59,-0.03,-1.11,-2.0,-0.4,,,65.0,,,65.0,,,65.0
AIQ,AIQ,3.8,10,bullish,-2.49,-2.13,-3.82,-4.29,-5.96,-1.18,-0.91,-1.09,-0.81,,,33.0,,,33.0,,,33.0
AIRR,AIRR,4.6,10,bullish,-3.39,-3.71,-8.82,-8.32,10.51,0.04,-2.0,-2.0,-1.48,,,41.0,,,41.0,,,41.0
ALAI,ALAI,0.0,10,,-1.28,-1.25,-3.01,-4.08,-9.47,-1.05,-0.78,-0.87,-0.55,,,,,,,,,
AMG,AMG,3.7,10,bullish,-3.94,-9.61,-13.58,-10.98,-0.23,-1.06,-2.0,-2.0,-2.0,,,100.0,,,100.0,,,100.0
APIE,APIE,3.5,10,bullish,-1.79,-1.85,-8.04,-7.54,-1.6,-1.88,-2.0,-2.0,-0.87,,,12.0,,,12.0,,,12.0
APO,APO,7.8,10,bullish,-7.25,-9.83,-12.33,-24.26,-30.29,-1.98,-2.0,-1.59,-1.76,,,48.0,,,48.0,,,48.0
ARES,ARES,7.3,10,bullish,-11.29,-17.5,-18.22,-29.51,-45.2,-2.0,-2.0,-2.0,-2.0,,,41.0,,,41.0,,,41.0
ARGT,ARGT,5.4,10,bullish,-0.17,-0.22,-4.86,-9.5,-4.76,-0.56,-1.0,-0.68,-0.09,,,48.0,,,48.0,,,48.0
ARKF,ARKF,0.0,10,bearish,-3.48,-3.85,1.09,-1.09,-20.91,-1.04,-0.15,0.05,-0.82,,,33.0,,,33.0,,,33.0
ARKG,ARKG,3.3,10,bullish,-9.16,-9.07,-14.37,-10.16,-15.2,-1.35,-1.13,-2.0,-1.74,,,41.0,,,41.0,,,41.0
ARKK,ARKK,3.6,10,bullish,-4.91,-4.53,-5.32,-2.24,-14.41,-0.95,-0.4,-0.9,-0.98,,,41.0,,,41.0,,,41.0
ARKQ,ARKQ,3.5,10,bullish,-2.35,-1.72,-4.66,-4.59,3.27,-0.57,-0.92,-1.1,-0.63,,,41.0,,,41.0,,,41.0
ARKW,ARKW,3.5,10,bullish,-2.39,-2.76,-0.21,-1.07,-20.06,-1.05,-0.23,-0.19,-0.65,,,41.0,,,41.0,,,41.0
ARKX,ARKX,0.0,10,bearish,-2.63,-1.08,-4.07,-2.78,8.41,-0.3,-0.73,-0.98,-0.48,,,29.0,,,29.0,,,29.0
ARTY,ARTY,3.6,10,bullish,-1.93,-1.03,-6.78,-6.11,-2.44,-0.69,-1.03,-1.53,-0.46,,,33.0,,,33.0,,,33.0
ASEA,ASEA,3.9,10,bullish,-0.52,-0.73,-6.6,-4.64,5.35,0.11,-1.71,-2.0,-0.5,,,48.0,,,48.0,,,48.0
ASHR,ASHR,3.8,10,bullish,0.36,1.27,-1.67,-1.26,1.66,-0.64,-0.83,-0.86,0.34,,,41.0,,,41.0,,,41.0
AVDE,AVDE,4.2,10,bullish,-1.49,-2.06,-7.7,-6.14,4.88,-0.79,-2.0,-2.0,-1.09,,,33.0,,,33.0,,,33.0
AVDV,AVDV,4.1,10,bullish,-1.61,-3.05,-8.02,-6.24,8.68,-0.44,-2.0,-2.0,-1.47,,,33.0,,,33.0,,,33.0
AVEM,AVEM,3.6,10,bullish,-2.52,-1.51,-9.15,-5.82,4.82,-0.6,-2.0,-2.0,-0.82,,,33.0,,,33.0,,,33.0
AVES,AVES,3.3,10,bullish,-2.0,-0.9,-8.91,-5.85,3.92,-0.59,-2.0,-2.0,-0.59,,,30.0,,,30.0,,,30.0
AVIV,AVIV,4.0,10,bullish,-0.98,-1.55,-7.19,-5.27,6.49,-0.58,-2.0,-2.0,-0.89,,,30.0,,,30.0,,,30.0
AVNM,AVNM,3.9,10,bullish,-1.47,-1.81,-7.97,-5.95,5.45,-0.68,-2.0,-2.0,-1.01,,,12.0,,,12.0,,,12.0
BAI,BAI,0.0,10,,-1.65,-1.21,-5.36,-4.52,-6.37,-0.74,-0.79,-1.19,-0.47,,,,,,,,,
BAM,BAM,4.4,10,bullish,-6.14,-8.72,-11.47,-18.45,-20.77,-1.64,-2.0,-1.77,-1.96,,,12.0,,,12.0,,,12.0
BATT,BATT,3.3,10,bullish,-1.06,0.74,-7.71,-3.11,8.64,-0.4,-1.12,-1.84,-0.11,,,33.0,,,33.0,,,33.0
BBCA,BBCA,4.3,10,bullish,-1.37,-1.88,-3.94,-1.68,5.49,-0.4,-1.38,-2.0,-1.3,,,33.0,,,33.0,,,33.0
BBEU,BBEU,4.4,10,bullish,-1.4,-1.64,-7.81,-6.25,2.57,-1.05,-2.0,-2.0,-0.83,,,33.0,,,33.0,,,33.0
BBIN,BBIN,4.3,10,bullish,-1.6,-1.59,-7.75,-6.57,2.44,-1.09,-2.0,-2.0,-0.82,,,33.0,,,33.0,,,33.0
BBJP,BBJP,3.9,10,bullish,-1.66,-2.04,-8.98,-9.56,-0.33,-1.4,-2.0,-2.0,-0.83,,,33.0,,,33.0,,,33.0
BEN,BEN,2.0,10,bearish,-7.8,-11.7,-13.34,-15.59,1.32,-0.38,-2.0,-2.0,-2.0,,,100.0,,,100.0,,,100.0
BIL,BIL,2.0,10,bearish,0.03,0.07,-0.13,0.03,-0.08,-0.47,0.38,-0.76,0.47,,,66.0,,,66.0,,,66.0
BINV,BINV,0.0,10,,-2.47,-2.21,-7.62,-7.39,4.39,-0.99,-2.0,-2.0,-1.15,,,,,,,,,
BITO,BITO,0.0,10,bearish,2.0,-1.12,4.08,2.0,-29.45,-0.8,0.66,0.8,0.01,,,29.0,,,29.0,,,29.0
BITQ,BITQ,0.0,10,bearish,0.15,-2.33,-1.9,1.56,-15.94,-0.79,-0.1,-0.35,-0.43,,,31.0,,,31.0,,,31.0
BK,BK,3.6,10,bullish,1.75,0.35,-3.69,-7.38,1.03,-1.06,-1.71,-1.21,-0.11,,,100.0,,,100.0,,,100.0
BKCH,BKCH,0.0,10,bearish,0.72,-3.48,-6.29,-7.3,-25.66,-0.91,-0.54,-0.63,-0.5,,,31.0,,,31.0,,,31.0
BKGI,BKGI,3.9,10,bullish,-0.43,-0.78,-4.06,1.46,10.97,0.59,-0.41,-2.0,-0.69,,,12.0,,,12.0,,,12.0
BKIE,BKIE,3.5,10,bullish,-2.1,-1.97,-7.38,-6.43,3.07,-0.93,-2.0,-2.0,-1.02,,,31.0,,,31.0,,,31.0
BLK,BLK,3.9,10,bullish,-3.63,-10.83,-15.35,-15.16,-13.85,-1.43,-2.0,-2.0,-2.0,,,100.0,,,100.0,,,100.0
BLOK,BLOK,0.2,10,bearish,-2.14,-4.83,-5.49,-6.79,-18.16,-1.06,-0.71,-0.85,-1.0,,,39.0,,,39.0,,,39.0
BN,BN,4.0,10,bullish,-5.65,-8.78,-14.72,-18.79,-17.0,-1.79,-2.0,-2.0,-2.0,,,100.0,,,100.0,,,100.0
BND,Total Bond,3.0,10,bearish,-1.11,-0.97,-1.87,-1.14,-0.57,-1.08,-1.82,-2.0,-1.77,,,66.0,,,66.0,,,66.0
BNDX,BNDX,2.0,10,bearish,-0.89,-1.03,-2.1,-1.23,-2.36,-1.49,-1.34,-2.0,-2.0,,,44.0,,,44.0,,,44.0
BNO,BNO,5.0,10,bullish,12.94,19.91,42.71,48.05,68.47,2.0,2.0,2.0,2.0,,,48.0,,,48.0,,,48.0
BOTZ,BOTZ,3.8,10,bullish,-1.39,-2.71,-9.9,-7.22,-3.5,-0.68,-1.22,-2.0,-0.85,,,39.0,,,39.0,,,39.0
