ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
MUSA,575.64,551.37,4.4,OPTIMAL,95,1.48,0.9,546.42,5.35,,,,0.129,-73.2,90.8,13.0,clean,40.0,CAUTION,-9.5,3,Parabolic,7.57,6.65,13.41,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",77.0
SPHR,156.48,150.97,3.65,OPTIMAL,95,1.48,0.9,163.08,-4.05,,,,0.606,212.8,86.1,32.0,stalling,42.6,CAUTION,-10.4,3,Parabolic,-9.2,10.06,23.87,VGK,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",76.2
ADTTF,186.0,173.79,7.03,OPTIMAL,90,1.5,1.11,196.57,-5.38,,,,0.513,402.3,82.8,50.0,clean,50.9,WARNING,-11.0,2,Sustained Uptrend,-7.8,11.46,38.89,,commodity,Commodity,21.0,True,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",75.8
STOK,33.02,30.72,7.47,OPTIMAL,90,1.5,1.11,31.99,3.23,,,,0.833,171.8,81.6,60.0,clean,51.6,WARNING,-11.6,0,Deep Decline,1.95,9.63,0.7,XLV,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",75.5
CTRN,57.03,52.21,9.23,OPTIMAL,90,1.5,1.11,57.83,-1.39,,,,0.476,342.3,89.7,17.0,clean,40.0,CAUTION,-14.1,2,Sustained Uptrend,2.0,23.33,24.47,XLY,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",74.9
MSGE,74.98,74.47,0.68,OPTIMAL,95,1.48,0.9,78.27,-4.2,,,,0.581,119.6,80.6,72.0,stalling,43.0,CAUTION,-9.4,3,Parabolic,-7.37,5.21,24.49,VGK,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",74.4
LIND,25.67,24.41,5.14,OPTIMAL,90,1.5,1.11,27.16,-5.5,,,,0.669,318.9,82.5,52.0,clean,46.1,CAUTION,-14.4,3,Parabolic,-9.45,15.68,46.85,TLT,equity,Equity,37.0,False,False,"{'grade': 'OK', 'median_mae': -3.2, 'median_ttg': 2.0, 'prob_good': 37.0, 'prob_bad': 37.9}",74.2
WRLD,199.11,183.14,8.72,OPTIMAL,90,1.5,1.11,207.07,-3.84,,,,0.752,351.4,80.9,68.0,stalling,47.1,CAUTION,-12.6,3,Parabolic,-11.0,18.66,38.82,TLT,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",73.9
NWPX,135.41,131.68,2.83,OPTIMAL,95,1.48,0.9,143.59,-5.7,,,,0.671,241.7,81.3,62.0,stalling,40.0,CAUTION,-10.9,3,Parabolic,-9.35,10.44,72.65,XLI,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",73.7
DBA,27.55,26.81,2.76,OPTIMAL,95,1.48,0.9,26.88,2.51,,,,0.627,43.0,73.5,156.0,clean,48.6,CAUTION,-4.5,1,Basing,3.92,3.22,0.99,DBA,commodity,Commodity,21.0,True,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",73.6
GNK,25.03,24.05,4.06,OPTIMAL,95,1.48,0.9,24.44,2.43,,,,0.25,47.4,80.7,70.0,clean,40.0,CAUTION,-8.2,2,Sustained Uptrend,2.62,3.9,4.55,,index,Index,10.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.43, 'median_ttg': 1.0, 'prob_good': 44.0, 'prob_bad': 33.8}",73.5
WMB,75.08,73.02,2.83,OPTIMAL,95,1.48,0.9,75.03,0.06,,,,0.383,74.2,78.0,93.0,clean,41.3,CAUTION,-6.2,1,Basing,0.03,3.66,3.43,XLE,bond,Bond,4.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -0.65, 'median_ttg': 2.0, 'prob_good': 56.7, 'prob_bad': 29.9}",72.9
SCHL,45.26,43.46,4.14,OPTIMAL,95,1.48,0.9,45.26,-0.0,,,,0.525,109.0,82.5,52.0,stalling,34.2,CAUTION,-5.8,3,Parabolic,-1.82,4.05,16.32,,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",72.4
YOU,55.91,54.36,2.85,OPTIMAL,95,1.48,0.9,54.79,2.05,,,,0.345,86.8,76.8,105.0,clean,40.0,CAUTION,-10.9,2,Sustained Uptrend,-0.21,2.62,8.0,,equity,Equity,27.0,False,False,"{'grade': 'OK', 'median_mae': -5.17, 'median_ttg': 1.0, 'prob_good': 32.4, 'prob_bad': 53.1}",72.1
RCKY,39.84,39.51,0.84,OPTIMAL,95,1.48,0.9,40.72,-2.17,,,,0.451,80.8,66.8,251.0,clean,51.1,WARNING,-11.1,1,Basing,-3.98,6.87,1.71,LQD,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",72.0
DDOG,256.81,238.92,7.49,OPTIMAL,90,1.5,1.11,244.99,4.83,,,,0.419,160.1,79.4,82.0,clean,40.0,CAUTION,-7.9,3,Parabolic,3.31,5.42,120.44,,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.55, 'median_ttg': 2.0, 'prob_good': 24.7, 'prob_bad': 57.5}",71.3
