ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
CLMT,37.37,9.43,27.46,93.33,179.93,540.99,967.71,2.91,3.4,1.93,3.01,1.79,5,True,True,True,True,True,152.67,461.02,704.87,137.69,418.26,381.55,148.84,409.7,714.72,1.0177,,,0.01,clean,0.838,normal,none,strong_buy,82.90974707159678,99.38985228002569,94.86191393705845,6,100.0,93.7,1
EACO,109.97,15.15,35.3,48.61,164.99,486.51,1955.51,2.33,1.38,3.39,2.95,4.02,4,True,True,True,True,True,137.74,406.53,1692.67,122.75,363.78,1369.35,133.91,355.21,1702.52,1.0181,,,0.4,clean,,normal,none,strong_buy,83.82114567085667,93.67373153500321,94.92614001284522,6,100.0,92.9,2
MRVL,301.65,84.32,286.29,231.12,390.73,520.42,2913.49,3.4,0.81,1.69,1.33,5.6,3,True,True,True,True,True,363.47,440.44,2650.64,348.49,397.69,2327.33,359.65,389.13,2660.49,1.1744,XLK,0.42,3.58,overextended,1.595,confirmed,none,none,96.02104168578157,74.43802183686576,95.69685292228644,6,100.0,92.8,3
WDC,594.11,34.3,127.37,263.28,1038.36,951.71,1759.5,3.71,2.07,3.94,0.92,1.85,4,True,True,True,True,True,1011.11,871.73,1496.66,996.12,828.98,1173.34,1007.28,820.41,1506.5,-0.6272,XLK,0.57,0.84,clean,0.803,normal,none,strong_buy,95.31761323668837,93.67373153500321,73.02504816955684,6,100.0,91.9,4
EXCE,24.5,6.52,27.27,44.12,143.78,842.31,55581.82,4.18,1.62,3.26,5.86,65.99,5,True,True,True,True,True,116.53,762.33,55318.98,101.54,719.58,54995.66,112.7,711.01,55328.82,0.2183,,,-0.2,clean,,normal,none,strong_buy,78.73199376089549,99.38985228002569,90.62299293513166,6,100.0,91.6,5
MPC,267.21,5.81,21.04,36.23,68.32,339.49,646.19,3.62,1.72,1.89,4.97,1.9,5,True,True,True,True,True,41.07,259.51,383.35,26.08,216.76,60.03,37.24,208.2,393.19,1.5737,XLE,0.73,0.12,clean,0.985,normal,none,strong_buy,73.15350032113038,99.38985228002569,97.495183044316,6,100.0,91.3,6
IESC,724.45,15.65,48.52,79.21,174.26,1307.52,5115.62,3.1,1.63,2.2,7.5,3.91,5,True,True,True,True,True,147.0,1227.54,4852.78,132.02,1184.79,4529.46,143.18,1176.22,4862.62,-0.627,XLI,0.64,0.55,clean,1.061,normal,none,strong_buy,87.35969660825153,99.38985228002569,73.0892742453436,6,100.0,90.7,7
VLO,261.45,3.9,15.89,44.82,103.78,230.57,372.36,4.07,2.82,2.32,2.22,1.61,5,True,True,True,True,True,76.53,150.59,109.52,61.54,107.84,-213.8,72.7,99.28,119.36,1.3053,XLE,0.73,-0.27,clean,0.872,normal,none,strong_buy,71.18695904823072,99.38985228002569,96.27488760436738,6,100.0,90.5,8
PBT,28.91,23.86,38.92,61.78,157.21,572.33,329.57,1.63,1.59,2.54,3.64,0.58,3,True,True,True,True,True,129.95,492.35,66.73,114.97,449.59,-256.59,126.13,441.03,76.57,1.194,XLE,0.54,1.43,clean,1.888,confirmed,none,strong_buy,86.09352539988377,74.43802183686576,95.88953114964676,6,100.0,89.9,9
STX,940.69,27.37,150.84,248.27,689.5,871.89,4405.22,5.51,1.65,2.78,1.26,5.05,4,True,True,True,True,True,662.25,791.91,4142.38,647.26,749.16,3819.06,658.42,740.59,4152.22,-0.8572,XLK,0.54,0.37,clean,0.925,normal,none,strong_buy,94.79768786127167,93.67373153500321,62.68464996788696,6,100.0,89.7,10
AXSM,233.49,4.38,42.3,56.67,116.88,315.24,2246.63,9.67,1.34,2.06,2.7,7.13,4,True,True,True,True,True,89.62,235.26,1983.79,74.64,192.51,1660.47,85.8,183.95,1993.63,-0.1381,,,-0.22,clean,0.971,normal,none,strong_buy,77.95516408233172,93.67373153500321,86.31984585741812,6,100.0,89.4,11
ADM,84.11,10.28,25.13,38.98,74.86,26.5,100.02,2.44,1.55,1.92,0.35,3.77,4,True,True,True,True,True,47.61,-53.48,-162.82,32.63,-96.23,-486.14,43.78,-104.79,-152.97,0.6929,XLB,0.4,0.89,clean,1.115,normal,none,strong_buy,70.58139890509834,93.67373153500321,93.32048811817599,6,100.0,88.6,12
ATEX,66.92,38.32,76.9,236.79,159.18,39.42,99.82,2.01,3.08,0.67,0.25,2.53,3,True,True,True,True,True,131.93,-40.56,-163.02,116.94,-83.31,-486.34,128.1,-91.88,-153.18,-0.0693,XLK,0.33,1.71,clean,1.055,normal,none,strong_buy,86.50946570021715,74.43802183686576,87.21901091843289,6,100.0,88.3,13
CIEN,620.37,15.2,80.58,208.76,658.86,1071.39,3588.29,5.3,2.59,3.16,1.63,3.35,4,True,True,True,True,True,631.61,991.41,3325.45,616.62,948.66,3002.13,627.78,940.1,3335.29,-0.9228,XLK,0.51,-0.25,clean,0.714,thin,none,strong_buy,91.54050830351409,93.67373153500321,59.6660244059088,6,100.0,88.1,14
MPWR,1689.89,7.41,53.76,82.03,152.73,398.45,2426.37,7.25,1.53,1.86,2.61,6.09,5,True,True,True,True,True,125.48,318.47,2163.53,110.49,275.72,1840.21,121.65,267.15,2173.37,-0.7809,XLI,0.69,-0.07,clean,1.046,normal,none,strong_buy,83.44190598525859,99.38985228002569,66.15285806037251,6,100.0,88.1,14
KN,38.69,21.17,45.34,72.49,138.24,89.01,187.87,2.14,1.6,1.91,0.64,2.11,4,True,True,True,True,True,110.99,9.03,-74.97,96.0,-33.72,-398.29,107.16,-42.29,-65.13,-0.7422,XLI,0.66,1.57,clean,1.381,normal,none,strong_buy,83.32262898736887,93.67373153500321,68.40077071290945,6,100.0,87.4,16
STLD,275.13,19.72,41.89,64.14,102.73,351.55,1035.96,2.12,1.53,1.6,3.42,2.95,5,True,True,True,True,True,75.48,271.57,773.12,60.49,228.82,449.8,71.65,220.26,782.96,-0.9271,XLB,0.62,1.44,clean,0.868,normal,none,strong_buy,84.71725234731015,99.38985228002569,59.47334617854849,6,100.0,87.2,17
TXN,308.59,9.86,52.47,83.51,67.52,63.83,413.55,5.32,1.59,0.81,0.95,6.48,3,True,True,True,True,True,40.27,-16.15,150.7,25.28,-58.9,-172.61,36.44,-67.47,160.55,0.4995,XLI,0.51,0.29,clean,1.058,normal,none,strong_buy,78.53014037985136,74.43802183686576,92.16441875401414,6,100.0,86.9,18
ADI,437.67,10.24,28.16,64.22,103.14,167.07,651.75,2.75,2.28,1.61,1.62,3.9,4,True,True,True,True,True,75.89,87.09,388.91,60.9,44.34,65.59,72.06,35.77,398.75,-0.6494,XLI,0.61,0.42,clean,1.228,normal,none,strong_buy,79.22745205982201,93.67373153500321,72.0616570327553,6,100.0,86.9,18
AZLCZ,2200.0,7.58,9.45,56.03,113.59,609.68,1089.19,1.25,5.93,2.03,5.37,1.79,4,True,True,True,True,True,86.34,529.7,826.35,71.35,486.95,503.03,82.51,478.38,836.19,-0.4919,,,0.22,clean,0.93,normal,none,strong_buy,75.1108664403462,93.67373153500321,77.84200385356455,6,100.0,86.8,20
