ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
RVMD,--,4.0,89.5,35.0,83.1,,,,,,,5.0,,,87.7,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Healthcare
STX,XLK,84.0,75.4,70.0,81.0,,,,,,,6.0,,,84.4,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Technology
VLUE,XLK,87.0,75.3,86.0,80.0,,,,,,3.5,,,,87.7,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
PSI,XLK,143.0,70.8,119.0,78.5,,,,,,3.4,,,,84.4,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
AXTI,XLK,1.0,98.2,39.0,82.7,,,,,,,,,,85.4,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
PBT,XLE,2.0,89.7,28.0,84.1,,,,,,,,,,82.9,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
AXSM,XLV,2.0,89.7,22.0,85.5,,,,,,,,,,89.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
MXL,XLK,6.0,87.8,51.0,81.8,,,,,,,,,,84.4,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
MTSI,XLK,7.0,87.4,,,,,,,,,6.0,,,87.3,HEALTHY,bullish,3,"['ranker', 'stock_secrot', 'pullback_health']",Technology
TRGP,XLE,14.0,84.0,55.0,81.7,,,,,,,4.0,,,90.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
TERN,--,29.0,81.9,57.0,81.5,,,,,,,,,,86.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
OOMA,--,31.0,81.8,65.0,81.1,,,,,,,,,,86.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
ATEX,XLK,35.0,81.1,35.0,83.1,,,,,,,,,,84.5,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
MUFG,VGK,38.0,80.8,,,,,,,,,5.0,,,82.0,HEALTHY,none,3,"['ranker', 'stock_secrot', 'pullback_health']",Financial Services
FCFS,--,46.0,79.7,7.0,90.7,,,,,,,,,,81.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
NUE,XLB,48.0,79.6,18.0,86.6,,,,,,,4.0,,,86.0,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Basic Materials
BNO,XLE,59.0,78.4,40.0,82.6,,,,,,4.5,,,,60.0,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
TD,VGK,60.0,78.2,51.0,81.8,,,,,,,3.0,,,88.9,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Financial Services
CRWD,--,62.0,78.1,137.0,77.7,,,,,,,1.0,,,90.6,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Technology
WMB,XLE,64.0,77.2,45.0,82.2,,,,,,,2.0,,,86.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
KNX,XLI,71.0,76.5,80.0,80.3,,,,,,,,,,81.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
PXE,XLE,74.0,76.2,45.0,82.2,,,,,,3.7,,,,57.1,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
ASND,XLI,74.0,76.2,96.0,79.3,,,,,,,4.0,,,92.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Healthcare
DOCN,XLK,77.0,75.6,28.0,84.1,,,,,,,,,,86.0,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
SU,XLE,77.0,75.6,22.0,85.5,,,,,,,5.0,,,74.3,CAUTION,none,3,"['ranker', 'ranker_long', 'stock_secrot']",Energy
VDE,XLE,77.0,75.6,43.0,82.4,,,,,,3.6,,,,60.0,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
ARW,XLI,82.0,75.5,104.0,78.9,,,,,,,,,,84.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
AFL,XLF,89.0,75.0,70.0,81.0,,,,,,,0.0,,,86.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Financial Services
BMO,VGK,93.0,74.8,142.0,77.6,,,,,,,3.0,,,89.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Financial Services
GSG,XLE,95.0,74.6,128.0,78.2,,,,,,3.6,,,,68.1,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
CLSK,SPY,96.0,74.4,,,,,,,,8.3,,,,82.5,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
ICF,XLRE,98.0,74.2,,,,,,,,2.0,,,,88.9,HEALTHY,bearish,3,"['ranker', 'secrot', 'pullback_health']",
RY,SPY,100.0,74.1,145.0,77.5,,,,,,,3.0,,,88.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Financial Services
HAL,XLE,104.0,73.7,27.0,84.4,,,,,,,6.0,,,76.6,CAUTION,none,3,"['ranker', 'ranker_long', 'stock_secrot']",Energy
CNC,--,105.0,73.5,112.0,78.7,,,,,,,0.0,,,86.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Healthcare
AMLP,XLE,105.0,73.5,,,,,,,,3.4,,,,84.4,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
MKSI,SPY,107.0,73.2,,,,,,,,,6.0,,,88.7,HEALTHY,bullish,3,"['ranker', 'stock_secrot', 'pullback_health']",Technology
UMC,XLK,108.0,73.1,,,,,,,,,6.0,,,83.7,HEALTHY,bullish,3,"['ranker', 'stock_secrot', 'pullback_health']",Technology
CM,SPY,110.0,72.9,55.0,81.7,,,,,,,2.0,,,89.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Financial Services
ITEQ,XLK,112.0,72.7,,,,,,,,3.7,,,,89.6,HEALTHY,bullish,3,"['ranker', 'secrot', 'pullback_health']",
KO,XLP,114.0,72.6,142.0,77.6,,,,,,,2.0,,,86.0,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Consumer Defensive
QQQJ,SPY,114.0,72.6,,,,,,,,3.7,,,,89.0,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
EIS,SPY,117.0,72.5,,,,,,,,3.8,,,,84.5,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
ALAI,XLK,120.0,72.2,,,,,,,,4.2,,,,88.9,HEALTHY,bullish,3,"['ranker', 'secrot', 'pullback_health']",
ISMD,SPY,120.0,72.2,,,,,,,,3.4,,,,83.7,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
HACK,XLK,123.0,72.1,,,,,,,,3.6,,,,89.7,HEALTHY,bullish,3,"['ranker', 'secrot', 'pullback_health']",
IXN,XLK,126.0,71.9,,,,,,,,3.1,,,,88.7,HEALTHY,bullish,3,"['ranker', 'secrot', 'pullback_health']",
NWPX,XLI,129.0,71.8,57.0,81.5,,,,,,,,,,86.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
IYR,XLRE,131.0,71.7,,,,,,,,2.0,,,,88.7,HEALTHY,bearish,3,"['ranker', 'secrot', 'pullback_health']",
XSD,XLK,134.0,71.6,,,,,,,,3.5,,,,83.7,HEALTHY,bullish,3,"['ranker', 'secrot', 'pullback_health']",
IHE,XLV,134.0,71.6,,,,,,,,0.1,,,,82.1,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
OIH,XLE,139.0,71.3,70.0,81.0,,,,,,3.9,,,,79.9,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
TXN,XLI,140.0,71.2,146.0,77.4,,,,,,,4.0,,,83.8,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Technology
^IXIC,QQQ,141.0,71.0,123.0,78.3,,,,,,,,,,87.5,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
IYZ,XLI,143.0,70.8,,,,,,,,2.0,,,,88.6,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
VRSN,--,146.0,70.7,28.0,84.1,,,,,,,1.0,,,89.5,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Technology
