ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,3.7,10,bullish,3.19,7.19,8.42,11.3,16.57,1.58,1.57,1.94,2.0,,,23.0,,,23.0,,,23.0
ACWI,ACWI,4.3,10,bullish,0.93,1.99,3.26,4.99,8.56,0.58,0.9,1.03,0.89,,,23.0,,,23.0,,,23.0
ACWX,ACWX,0.3,10,bullish,0.79,2.46,4.41,4.5,5.14,-0.34,0.66,1.3,0.96,,,23.0,,,23.0,,,23.0
AFK,Africa,3.0,10,bearish,0.22,2.19,2.27,2.38,-7.85,-2.0,-0.19,0.15,0.42,,,23.0,,,23.0,,,23.0
AGF,AGF,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,,,,,,,
AGG,Agg Bond,0.0,10,bearish,-0.12,0.24,0.67,-0.42,-1.99,-1.67,-0.59,0.93,0.42,,,23.0,,,23.0,,,23.0
AIA,AIA,5.0,10,bullish,4.19,10.16,11.91,18.86,27.19,2.0,2.0,2.0,2.0,,,23.0,,,23.0,,,23.0
AIQ,AIQ,7.9,10,bullish,6.67,10.56,13.76,24.27,38.71,2.0,2.0,2.0,2.0,,,23.0,,,23.0,,,23.0
AIRR,AIRR,4.1,10,bullish,-1.5,1.94,-0.21,0.47,6.71,-1.1,-0.78,-0.57,0.29,,,23.0,,,23.0,,,23.0
ALAI,ALAI,6.8,10,bullish,4.68,7.21,9.39,18.58,37.1,1.6,1.94,1.6,1.92,,,23.0,,,23.0,,,23.0
AMG,AMG,3.6,10,bullish,-1.78,0.16,2.91,2.64,-3.35,-1.46,-0.31,0.15,-0.27,,,23.0,,,23.0,,,23.0
AMLP,AMLP,3.9,10,bullish,-0.95,-4.27,-3.44,-3.57,-0.93,-0.47,-1.57,-1.9,-2.0,,,23.0,,,23.0,,,23.0
APIE,APIE,3.0,10,bullish,-0.21,1.51,3.09,2.1,1.56,-0.71,0.13,0.88,0.55,,,23.0,,,23.0,,,23.0
APO,APO,8.7,10,bullish,-1.57,-0.23,-5.29,-0.39,20.45,1.71,-0.06,-0.79,-0.06,,,23.0,,,23.0,,,23.0
ARES,ARES,5.7,10,bullish,1.71,3.48,4.32,9.66,13.57,0.93,0.94,0.66,0.71,,,23.0,,,23.0,,,23.0
ARGT,ARGT,0.0,10,bearish,3.57,9.5,13.95,8.65,10.3,0.56,0.78,1.88,1.73,,,23.0,,,23.0,,,23.0
ARKF,ARKF,3.1,10,bullish,4.75,5.26,5.65,4.37,7.77,0.06,0.32,0.81,1.13,,,23.0,,,23.0,,,23.0
ARKG,ARKG,2.6,10,bullish,8.39,13.3,23.45,16.34,16.18,0.68,1.33,2.0,2.0,,,23.0,,,23.0,,,23.0
ARKK,ARKK,3.4,10,bullish,4.25,6.36,8.49,7.15,9.49,-0.12,0.36,1.04,1.2,,,23.0,,,23.0,,,23.0
ARKQ,ARKQ,5.1,10,bullish,0.02,2.67,5.92,8.62,12.91,-0.25,0.39,0.6,0.34,,,23.0,,,23.0,,,23.0
ARKW,ARKW,4.8,10,bullish,5.49,6.13,7.74,12.55,21.2,0.42,0.92,1.02,1.26,,,23.0,,,23.0,,,23.0
ARKX,ARKX,4.6,10,bullish,-0.03,2.74,7.54,10.27,12.56,-0.22,0.56,0.82,0.34,,,23.0,,,23.0,,,23.0
ARMG,ARMG,10.0,10,bullish,76.4,71.02,252.48,232.57,734.05,2.0,2.0,2.0,2.0,,,23.0,,,23.0,,,23.0
ARTY,ARTY,8.0,10,bullish,9.79,13.48,18.62,26.01,54.25,2.0,2.0,2.0,2.0,,,23.0,,,23.0,,,23.0
ASEA,ASEA,0.0,10,bullish,-0.05,-0.05,0.96,1.89,0.5,-1.3,0.12,0.11,-0.22,,,23.0,,,23.0,,,23.0
ASHR,ASHR,0.7,10,bullish,-1.22,0.37,0.03,0.45,4.05,-0.43,-0.57,-0.42,-0.12,,,23.0,,,23.0,,,23.0
AVDE,AVDE,2.0,10,bullish,-0.51,0.29,1.85,1.55,0.35,-1.47,-0.16,0.34,-0.1,,,23.0,,,23.0,,,23.0
AVDV,AVDV,2.2,10,bullish,-0.65,0.69,1.13,2.7,0.02,-1.84,-0.13,-0.12,-0.02,,,23.0,,,23.0,,,23.0
AVEM,AVEM,3.1,10,bullish,2.43,6.27,7.62,9.43,13.19,0.8,1.31,1.87,2.0,,,23.0,,,23.0,,,23.0
AVES,AVES,0.3,10,bullish,2.13,4.06,5.56,5.51,5.67,-0.36,0.73,1.5,1.53,,,23.0,,,23.0,,,23.0
AVIV,AVIV,2.0,10,bearish,-0.45,0.27,1.63,1.54,-0.09,-1.78,-0.24,0.22,-0.15,,,23.0,,,23.0,,,23.0
AVNM,AVNM,2.2,10,bullish,0.41,1.99,3.41,3.66,3.32,-1.05,0.31,0.86,0.71,,,23.0,,,23.0,,,23.0
BAGAX,BAGAX,3.0,10,bearish,4.82,4.82,7.19,10.43,17.35,1.08,0.99,0.89,0.79,,,23.0,,,23.0,,,23.0
BAI,BAI,7.6,10,bullish,2.37,6.59,8.91,18.13,44.28,1.97,1.46,1.1,1.21,,,23.0,,,23.0,,,23.0
BAM,BAM,3.3,10,bullish,-1.74,0.44,0.46,0.27,2.12,0.34,0.19,0.21,0.18,,,23.0,,,23.0,,,23.0
BATT,BATT,0.6,10,bullish,0.52,3.35,3.97,1.83,6.6,-1.04,-0.63,0.25,0.48,,,23.0,,,23.0,,,23.0
BBCA,BBCA,3.6,10,bullish,0.8,0.31,2.35,0.34,0.84,-1.72,-0.68,0.62,-0.13,,,23.0,,,23.0,,,23.0
BBEU,BBEU,3.0,10,bullish,-0.75,0.09,3.26,1.35,0.12,-0.99,-0.01,0.99,-0.12,,,23.0,,,23.0,,,23.0
BBIN,BBIN,3.0,10,bullish,-0.53,0.35,2.51,1.61,0.17,-1.15,0.02,0.7,-0.0,,,23.0,,,23.0,,,23.0
BBJP,BBJP,2.1,10,bullish,0.51,1.15,1.67,3.92,2.31,-0.78,0.44,0.21,0.26,,,23.0,,,23.0,,,23.0
BEN,BEN,9.9,10,bullish,-2.31,-0.26,-2.8,3.24,14.59,0.39,-0.05,-0.78,-0.29,,,23.0,,,23.0,,,23.0
BIL,BIL,0.0,10,neutral,-0.24,-0.21,-0.14,-0.26,0.01,0.23,-2.0,-0.86,-1.5,,,23.0,,,23.0,,,23.0
BINV,BINV,2.0,10,bearish,-0.37,0.14,1.73,0.94,-1.74,-1.75,-0.25,0.37,-0.14,,,23.0,,,23.0,,,23.0
BITO,BITO,3.4,10,bullish,-4.6,-5.89,-9.9,-6.97,2.2,0.8,-0.17,-0.94,-0.8,,,23.0,,,23.0,,,23.0
BITQ,BITQ,4.6,10,bullish,2.05,7.72,9.47,21.49,41.27,0.91,1.01,0.64,0.82,,,23.0,,,23.0,,,23.0
BK,BK,3.5,10,bullish,2.04,2.47,5.61,6.12,19.35,1.09,0.45,1.08,0.61,,,23.0,,,23.0,,,23.0
BKCH,BKCH,5.3,10,bullish,1.93,7.49,11.05,25.43,45.16,0.56,0.79,0.51,0.56,,,23.0,,,23.0,,,23.0
BKGI,BKGI,3.2,10,bullish,-2.05,-3.25,-0.18,-1.14,-2.52,-1.94,-1.07,-0.52,-2.0,,,23.0,,,23.0,,,23.0
BKIE,BKIE,2.0,10,bullish,-0.21,0.54,2.44,1.68,-0.07,-1.26,0.02,0.71,0.09,,,23.0,,,23.0,,,23.0
BLK,BLK,4.1,10,bullish,-4.63,-4.87,-5.65,-4.21,-4.45,-0.67,-0.82,-1.35,-1.6,,,23.0,,,23.0,,,23.0
BLOK,BLOK,4.5,10,bullish,3.67,7.53,9.53,15.57,26.5,0.65,1.08,1.1,1.3,,,23.0,,,23.0,,,23.0
BN,BN,2.1,10,bullish,-1.5,-0.11,-0.48,0.44,3.09,-0.22,-0.19,-0.24,-0.15,,,23.0,,,23.0,,,23.0
BND,Total Bond,0.0,10,bearish,-0.14,0.25,0.6,-0.44,-1.96,-1.66,-0.61,0.85,0.45,,,23.0,,,23.0,,,23.0
BNDX,BNDX,0.0,10,bearish,-0.23,0.1,1.14,0.12,-1.68,-0.96,0.35,1.82,0.29,,,23.0,,,23.0,,,23.0
BNO,BNO,9.2,10,bullish,2.64,-4.56,-9.01,-10.32,40.57,0.7,-1.24,-1.36,-1.01,,,23.0,,,23.0,,,23.0
BOTZ,BOTZ,4.9,10,bullish,1.32,0.77,0.92,5.59,6.31,0.0,0.48,-0.04,0.06,,,23.0,,,23.0,,,23.0
BUZZ,BUZZ,6.1,10,bullish,4.24,8.17,11.63,20.85,31.27,1.21,1.81,1.57,1.64,,,23.0,,,23.0,,,23.0
BWX,BWX,0.0,10,bearish,-0.05,0.46,1.01,-1.08,-3.04,-1.02,-0.49,0.91,0.51,,,23.0,,,23.0,,,23.0
BX,BX,2.0,10,bearish,-0.9,-1.32,-0.81,-6.88,1.4,0.22,-0.55,-0.05,-0.24,,,23.0,,,23.0,,,23.0
CCNR,CCNR,0.5,10,bullish,0.81,0.22,-0.17,-0.12,1.42,-2.0,-1.15,-0.79,-0.36,,,23.0,,,23.0,,,23.0
CEF,CEF,2.0,10,bearish,0.56,-0.82,-1.96,-1.22,-16.16,-2.0,-0.69,-0.62,-0.37,,,23.0,,,23.0,,,23.0
CEV,CEV,2.0,10,bearish,0.59,1.18,1.68,0.0,-3.74,-1.14,-0.16,0.72,0.73,,,23.0,,,23.0,,,23.0
CG,CG,3.0,10,bearish,-1.23,-0.73,-6.08,-9.93,-13.95,-0.79,-0.94,-0.87,-0.17,,,23.0,,,23.0,,,23.0
CGDG,CGDG,3.1,10,bullish,-0.88,-0.93,0.38,-0.59,-1.2,-1.54,-0.82,-0.12,-0.91,,,23.0,,,23.0,,,23.0
CGDV,Dividend Grw,4.7,10,bullish,1.04,1.6,1.94,5.04,6.91,0.08,0.81,0.4,0.68,,,23.0,,,23.0,,,23.0
CGGE,CGGE,3.7,10,bullish,0.84,2.12,3.62,4.56,6.13,0.13,0.86,1.22,0.98,,,23.0,,,23.0,,,23.0
CGGO,CGGO,4.5,10,bullish,1.72,5.28,7.02,10.36,13.6,1.43,1.86,1.96,2.0,,,23.0,,,23.0,,,23.0
CGIC,CGIC,2.4,10,bullish,0.19,1.86,3.96,4.2,3.61,-0.78,0.56,1.19,0.7,,,23.0,,,23.0,,,23.0
CGIE,CGIE,2.0,10,bullish,0.08,0.94,2.85,2.36,1.05,-0.62,0.37,0.93,0.34,,,23.0,,,23.0,,,23.0
CGNG,CGNG,3.6,10,bullish,1.39,4.64,5.23,6.83,8.93,0.32,1.01,1.36,1.78,,,23.0,,,23.0,,,23.0
CGXU,CGXU,3.7,10,bullish,3.66,6.35,9.65,10.81,12.7,1.27,1.9,2.0,2.0,,,23.0,,,23.0,,,23.0
CHAT,CHAT,7.8,10,bullish,8.77,13.57,19.35,30.82,60.07,2.0,2.0,2.0,2.0,,,23.0,,,23.0,,,23.0
CHY,CHY,3.1,10,bullish,0.99,2.4,5.42,7.3,10.25,1.53,1.42,1.53,0.74,,,23.0,,,23.0,,,23.0
CIBR,CIBR,8.5,10,bullish,14.76,11.71,19.1,39.58,48.5,2.0,2.0,2.0,2.0,,,23.0,,,23.0,,,23.0
CLOU,CLOU,6.7,10,bullish,18.51,15.35,18.99,32.1,39.43,2.0,2.0,2.0,2.0,,,23.0,,,23.0,,,23.0
CLSK,CLSK,10.0,10,bullish,4.27,17.78,43.48,50.12,78.29,1.83,1.38,1.98,1.17,,,23.0,,,23.0,,,23.0
CNBS,CNBS,9.0,10,bullish,8.16,13.57,14.8,0.1,31.92,0.39,-0.25,0.64,0.86,,,23.0,,,23.0,,,23.0
CNEQ,CNEQ,6.1,10,bullish,2.72,3.7,6.33,14.14,26.29,1.16,1.63,1.09,0.92,,,23.0,,,23.0,,,23.0
COLO,COLO,2.0,10,bearish,5.48,11.93,15.82,8.16,11.72,0.3,0.85,2.0,2.0,,,23.0,,,23.0,,,23.0
COPJ,COPJ,3.0,10,bearish,5.21,9.27,7.48,11.04,-7.36,-1.69,0.38,0.5,1.26,,,23.0,,,23.0,,,23.0
COPP,COPP,3.0,10,bearish,5.92,10.26,10.09,17.0,0.58,-1.21,1.07,0.95,1.55,,,23.0,,,23.0,,,23.0
COPX,Copper Miners,3.0,10,bearish,4.61,8.05,8.44,13.13,-3.78,-1.53,0.61,0.72,1.15,,,23.0,,,23.0,,,23.0
COPY,COPY,4.0,10,bullish,0.2,0.88,2.19,2.12,4.49,-0.65,-0.13,0.44,0.17,,,23.0,,,23.0,,,23.0
CORN,CORN,3.1,10,bullish,-0.56,-2.51,-1.32,-4.23,0.39,0.17,-1.38,-0.59,-1.42,,,23.0,,,23.0,,,23.0
COW,COW,0.0,10,,0.71,2.34,6.19,5.07,1.02,0.23,1.6,2.0,1.03,,,,,,,,,
CPER,Copper,3.8,10,bullish,3.85,2.67,4.77,9.39,9.81,0.41,0.8,0.57,0.44,,,23.0,,,23.0,,,23.0
CQQQ,China Tech,3.5,10,bullish,-2.59,-0.87,0.71,2.55,2.43,-0.13,0.05,-0.06,-0.38,,,23.0,,,23.0,,,23.0
CWI,CWI,2.4,10,bullish,-0.52,1.17,2.97,3.31,3.52,-0.76,0.33,0.77,0.34,,,23.0,,,23.0,,,23.0
CXSE,CXSE,3.1,10,bearish,-1.12,-0.13,-1.39,-1.57,0.89,-0.36,-0.61,-0.57,-0.19,,,23.0,,,23.0,,,23.0
