ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
PYPL,45.03,44.75,0.62,OPTIMAL,95,1.48,0.9,44.88,0.32,,,,0.37,-52.7,62.4,295.0,clean,96.7,BREAKDOWN,-25.1,0,Deep Decline,1.89,-4.85,-24.21,XLC,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",84.1
ALNY,331.48,323.12,2.59,OPTIMAL,95,1.48,0.9,316.57,4.71,,,,0.224,-45.4,69.0,170.0,overextended,86.5,WARNING,-22.4,0,Deep Decline,6.55,1.26,-16.86,XLV,equity,Equity,7.0,True,False,"{'grade': 'ROUGH', 'median_mae': -5.42, 'median_ttg': 1.0, 'prob_good': 27.3, 'prob_bad': 52.7}",83.4
CLOU,19.51,19.41,0.5,OPTIMAL,95,1.48,0.9,19.71,-1.0,,,,0.279,39.7,62.9,284.0,clean,93.1,WARNING,-15.3,0,Deep Decline,-2.11,3.78,-14.69,XLK,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",83.2
FOXA,58.59,57.3,2.25,OPTIMAL,95,1.48,0.9,57.95,1.11,,,,0.128,23.1,70.0,153.0,clean,84.1,WARNING,-23.3,0,Deep Decline,1.58,8.26,-20.51,XLF,equity,Equity,18.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.85, 'median_ttg': 1.5, 'prob_good': 29.4, 'prob_bad': 55.9}",83.0
BBY,63.09,63.04,0.08,OPTIMAL,95,1.48,0.9,62.05,1.67,,,,0.086,-31.8,57.9,405.0,clean,96.5,BREAKDOWN,-14.1,0,Deep Decline,-1.71,1.22,-9.33,XLF,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",82.5
LQDA,37.74,35.07,7.62,OPTIMAL,90,1.5,1.11,36.47,3.49,,,,0.463,196.4,90.1,14.0,clean,56.0,CAUTION,-19.1,2,Sustained Uptrend,1.02,25.8,7.09,,equity,Equity,7.0,True,False,"{'grade': 'CHOPPY', 'median_mae': -6.4, 'median_ttg': 2.0, 'prob_good': 15.5, 'prob_bad': 67.2}",79.8
NFLX,93.06,90.14,3.25,OPTIMAL,95,1.48,0.9,93.28,-0.23,,,,0.096,-46.4,78.6,64.0,clean,63.6,WARNING,-7.1,0,Deep Decline,1.44,12.53,-0.47,XLC,equity,Equity,18.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.85, 'median_ttg': 1.5, 'prob_good': 29.4, 'prob_bad': 55.9}",79.8
QRVO,80.96,80.36,0.74,OPTIMAL,95,1.48,0.9,78.75,2.8,,,,0.175,-36.1,76.0,83.0,clean,65.8,WARNING,-9.4,1,Basing,4.14,-1.7,-6.13,XLB,equity,Equity,16.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",79.6
FOX,52.34,52.12,0.43,OPTIMAL,95,1.48,0.9,52.21,0.25,,,,0.015,-7.1,58.0,403.0,clean,85.0,WARNING,-23.2,0,Deep Decline,0.62,5.48,-18.85,XLF,equity,Equity,18.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.85, 'median_ttg': 1.5, 'prob_good': 29.4, 'prob_bad': 55.9}",79.0
OKTA,78.86,77.76,1.41,OPTIMAL,95,1.48,0.9,78.73,0.17,,,,0.299,84.4,62.5,294.0,clean,77.4,WARNING,-19.1,0,Deep Decline,-2.35,8.01,-11.45,XLK,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",78.3
INTU,433.28,425.37,1.86,OPTIMAL,95,1.48,0.9,445.88,-2.82,,,,0.076,53.4,53.4,509.0,clean,84.8,WARNING,-36.1,0,Deep Decline,-4.82,13.65,-35.73,XLF,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",77.4
LNC,35.75,35.6,0.43,OPTIMAL,95,1.48,0.9,34.33,4.14,,,,0.0,-2.6,47.6,667.0,clean,89.2,WARNING,-23.6,0,Deep Decline,6.4,-0.72,-21.89,XLF,equity,Equity,19.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.24, 'median_ttg': 2.0, 'prob_good': 27.9, 'prob_bad': 53.4}",76.7
SOYB,24.36,23.99,1.53,OPTIMAL,95,1.48,0.9,24.21,0.63,,,,0.149,21.7,87.5,20.0,clean,39.0,CAUTION,-2.7,2,Sustained Uptrend,0.58,2.61,10.03,DBA,commodity,Commodity,21.0,True,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",75.6
SAIC,99.0,92.43,7.1,OPTIMAL,90,1.5,1.11,95.75,3.39,,,,0.485,69.1,73.5,106.0,clean,60.8,WARNING,-14.3,1,Basing,1.89,14.06,-3.57,XLF,equity,Equity,11.0,False,False,"{'grade': 'OK', 'median_mae': -6.58, 'median_ttg': 2.0, 'prob_good': 33.3, 'prob_bad': 55.6}",75.5
CAPR,29.68,28.74,3.26,OPTIMAL,95,1.48,0.9,30.2,-1.71,,,,0.221,157.2,82.4,36.0,clean,42.5,CAUTION,-18.7,3,Parabolic,-4.78,4.69,2.7,,equity,Equity,7.0,True,False,"{'grade': 'ROUGH', 'median_mae': -5.42, 'median_ttg': 1.0, 'prob_good': 27.3, 'prob_bad': 52.7}",74.8
