ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,3.9,10,bullish,2.83,2.66,9.58,5.16,7.44,-0.16,0.53,2.0,0.69,,,64,,,64,,,64
ACWI,ACWI,2.4,10,bullish,2.59,2.89,7.54,5.17,2.7,-0.44,0.94,2.0,1.21,,,67,,,67,,,67
ACWX,ACWX,2.5,10,bullish,1.66,1.7,7.33,5.54,5.8,-0.25,0.89,2.0,0.46,,,67,,,67,,,67
AFK,Africa,3.9,10,bullish,2.09,3.02,10.02,7.43,1.54,-1.63,0.58,1.79,0.58,,,65,,,65,,,65
AGF,AGF,0.0,10,bullish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,41,,,41,,,41
AGG,Agg Bond,0.2,10,bullish,0.3,0.19,0.35,0.02,-0.58,-0.92,-0.06,0.41,0.28,,,84,,,84,,,84
AIA,AIA,3.6,10,bullish,3.16,2.95,11.12,5.8,12.8,0.18,0.31,2.0,0.52,,,67,,,67,,,67
AIQ,AIQ,3.6,10,bullish,6.79,6.29,12.96,6.85,0.15,-0.65,0.67,2.0,1.73,,,40,,,40,,,40
AIRR,AIRR,3.9,10,bullish,0.76,1.75,9.45,9.7,10.54,-0.17,0.89,1.71,0.15,,,44,,,44,,,44
ALAI,ALAI,0.0,10,bearish,6.42,8.84,16.31,11.55,2.97,-0.39,1.04,2.0,2.0,,,10,,,10,,,10
AMG,AMG,4.0,10,bullish,5.53,5.12,8.84,10.28,-3.12,-1.43,0.7,1.29,0.96,,,100,,,100,,,100
AMLP,AMLP,3.8,10,bullish,-1.85,-2.25,-2.49,-1.87,4.69,0.68,-0.71,-1.21,-1.5,,,51,,,51,,,51
APIE,APIE,3.9,10,bullish,1.26,1.4,6.81,4.35,1.95,-0.81,0.64,1.89,0.34,,,19,,,19,,,19
APO,APO,1.1,10,bullish,15.59,12.6,8.19,16.52,-15.85,-0.83,1.83,1.33,2.0,,,51,,,51,,,51
ARES,ARES,2.6,10,bearish,18.73,13.78,9.33,18.67,-29.51,-1.24,1.62,1.24,2.0,,,44,,,44,,,44
ARGT,ARGT,6.1,10,bullish,-0.36,-0.81,0.61,9.62,0.78,-0.19,0.76,-0.06,-0.25,,,51,,,51,,,51
ARKF,ARKF,3.0,10,bullish,10.5,8.05,11.6,3.44,-13.97,-0.73,0.13,1.47,1.53,,,38,,,38,,,38
ARKG,ARKG,1.6,10,bullish,12.22,7.66,13.32,12.77,-6.32,-0.8,1.1,1.66,1.3,,,44,,,44,,,44
ARKK,ARKK,3.7,10,bullish,11.81,10.11,14.62,7.52,-6.9,-0.69,0.34,1.76,1.78,,,44,,,44,,,44
ARKQ,ARKQ,4.3,10,bullish,5.97,5.44,12.31,5.9,-3.36,-1.11,0.08,1.57,0.9,,,44,,,44,,,44
ARKW,ARKW,3.7,10,bullish,10.12,8.84,12.7,4.73,-10.81,-0.69,0.16,1.56,1.64,,,44,,,44,,,44
ARKX,ARKX,0.0,10,bearish,4.59,3.5,11.79,4.99,-3.33,-1.17,-0.0,1.46,0.48,,,27,,,27,,,27
ARTY,ARTY,2.6,10,bullish,8.47,11.44,21.88,13.92,11.44,0.12,1.33,2.0,2.0,,,40,,,40,,,40
ASEA,ASEA,3.8,10,bullish,1.21,1.01,3.19,4.54,7.1,0.36,0.63,0.73,0.18,,,51,,,51,,,51
ASHR,ASHR,3.5,10,bullish,1.6,2.45,5.24,2.11,1.45,-0.69,0.04,1.48,0.85,,,44,,,44,,,44
AVDE,AVDE,3.9,10,bullish,0.93,1.11,6.41,5.81,6.42,-0.34,0.85,1.72,0.16,,,38,,,38,,,38
AVDV,AVDV,4.1,10,bullish,0.77,0.87,6.49,6.15,9.0,-0.44,0.6,1.41,-0.06,,,38,,,38,,,38
AVEM,AVEM,3.5,10,bullish,2.19,2.51,9.01,6.38,9.04,0.04,0.76,2.0,0.65,,,38,,,38,,,38
AVES,AVES,0.2,10,bearish,1.58,2.19,7.35,5.35,6.32,-0.27,0.68,1.95,0.63,,,28,,,28,,,28
AVIV,AVIV,0.3,10,bearish,0.36,0.51,5.27,5.52,7.55,-0.25,0.74,1.32,-0.15,,,28,,,28,,,28
AVNM,AVNM,4.0,10,bullish,1.23,1.44,7.09,5.99,7.4,-0.24,0.84,1.95,0.29,,,19,,,19,,,19
BAI,BAI,3.2,10,bullish,4.21,6.28,20.12,16.1,12.96,0.21,1.56,2.0,1.15,,,5,,,5,,,5
BAM,BAM,5.5,10,bullish,8.75,7.89,9.85,11.69,-6.99,-0.42,1.4,1.71,1.93,,,19,,,19,,,19
BATT,BATT,3.7,10,bullish,3.58,5.43,10.81,10.44,10.29,-0.43,0.7,1.58,0.97,,,40,,,40,,,40
BBCA,BBCA,4.0,10,bullish,2.19,2.46,5.74,3.54,4.92,-0.67,0.32,1.85,0.98,,,40,,,40,,,40
BBEU,BBEU,3.8,10,bullish,1.05,1.43,6.6,5.26,2.61,-0.75,0.91,1.88,0.39,,,40,,,40,,,40
BBIN,BBIN,3.7,10,bullish,0.87,0.87,6.21,4.79,4.05,-0.47,0.77,1.73,0.12,,,36,,,36,,,36
BBJP,BBJP,2.4,10,bullish,0.95,-0.52,5.28,4.49,5.34,-0.22,0.51,1.09,-0.44,,,40,,,40,,,40
BEN,BEN,3.7,10,bullish,6.9,7.03,12.74,9.18,5.34,-0.16,0.76,2.0,1.68,,,100,,,100,,,100
BIL,BIL,3.0,10,bearish,0.02,0.07,-0.14,0.0,0.02,0.34,0.05,-0.85,0.48,,,69,,,69,,,69
BINV,BINV,4.5,10,bullish,0.86,1.17,4.92,4.82,4.85,-0.64,0.69,1.34,0.24,,,19,,,19,,,19
BITO,BITO,3.0,10,bearish,2.39,5.1,10.63,1.08,-21.49,-0.37,0.48,1.55,1.02,,,28,,,28,,,28
BITQ,BITQ,2.0,10,bearish,10.44,12.99,24.5,9.36,-0.42,-0.4,0.25,1.94,1.47,,,28,,,28,,,28
BK,BK,2.4,10,bullish,3.45,3.14,11.24,14.37,7.35,-0.28,1.95,2.0,0.77,,,100,,,100,,,100
BKCH,BKCH,2.0,10,bearish,12.76,15.09,29.64,10.99,-9.67,-0.65,0.19,1.84,1.35,,,28,,,28,,,28
BKGI,BKGI,4.6,10,bullish,-1.23,-0.68,1.26,0.36,10.84,0.58,-0.62,0.02,-0.78,,,19,,,19,,,19
BKIE,BKIE,3.5,10,bullish,1.23,1.16,5.7,4.54,3.64,-0.65,0.69,1.62,0.25,,,32,,,32,,,32
BLK,BLK,4.0,10,bullish,4.93,4.7,9.03,11.17,-3.76,-0.55,1.52,1.82,1.28,,,100,,,100,,,100
