ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
MIRM,102.04,99.43,2.63,OPTIMAL,95,1.48,0.9,97.25,4.92,,,,0.015,17.6,81.8,42.0,clean,40.0,CAUTION,-11.3,1,Basing,8.55,6.86,11.32,HYG,equity,Equity,7.0,True,False,"{'grade': 'OK', 'median_mae': -3.23, 'median_ttg': 1.0, 'prob_good': 37.2, 'prob_bad': 40.0}",73.9
CASY,850.85,829.36,2.59,OPTIMAL,95,1.48,0.9,835.18,1.88,,,,0.089,83.3,78.0,70.0,clean,40.0,CAUTION,-8.3,3,Parabolic,-7.07,-0.59,27.08,XLP,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",72.5
PH,945.97,876.12,7.97,OPTIMAL,90,1.5,1.11,902.8,4.78,,,,0.593,114.6,80.0,56.0,clean,42.3,CAUTION,-8.1,0,Deep Decline,8.04,10.2,3.68,XLI,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -3.47, 'median_ttg': 2.0, 'prob_good': 36.8, 'prob_bad': 43.5}",72.2
GEV,1048.86,999.05,4.99,OPTIMAL,95,1.48,0.9,947.2,10.73,ELEVATED,1.51,0.6,0.278,-116.2,82.8,37.0,clean,32.5,CAUTION,-11.3,3,Parabolic,20.96,3.62,22.18,XLI,bond,Bond,20.0,False,False,"{'grade': 'OK', 'median_mae': -2.92, 'median_ttg': 2.0, 'prob_good': 38.1, 'prob_bad': 37.4}",72.0
TBN,36.0,35.34,1.87,OPTIMAL,95,1.48,0.9,35.56,1.23,,,,0.048,42.1,71.5,121.0,clean,45.2,CAUTION,-31.1,2,Sustained Uptrend,5.88,-2.15,13.17,XLE,equity,Equity,7.0,True,False,"{'grade': 'OK', 'median_mae': -3.23, 'median_ttg': 1.0, 'prob_good': 37.2, 'prob_bad': 40.0}",71.8
ECPG,82.64,81.02,2.0,OPTIMAL,95,1.48,0.9,81.52,1.38,,,,0.123,25.1,75.0,89.0,clean,38.8,CAUTION,-10.8,3,Parabolic,3.04,2.35,20.75,XLI,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",71.1
HUBB,508.87,479.47,6.13,OPTIMAL,90,1.5,1.11,484.86,4.95,,,,0.487,76.2,76.3,80.0,clean,40.8,CAUTION,-10.0,1,Basing,8.83,8.07,6.58,XLI,sector,Sector,34.0,False,False,"{'grade': 'OK', 'median_mae': -3.81, 'median_ttg': 2.0, 'prob_good': 35.6, 'prob_bad': 45.6}",70.4
MUSA,571.87,559.87,2.14,OPTIMAL,95,1.48,0.9,577.42,-0.96,,,,0.329,141.9,71.5,121.0,stalling,40.0,CAUTION,-10.1,3,Parabolic,-6.58,1.16,23.87,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",70.3
AGX,719.52,669.31,7.5,OPTIMAL,90,1.5,1.11,657.11,9.5,,,,0.018,27.1,95.0,2.0,clean,17.5,HEALTHY,-7.6,3,Parabolic,22.18,8.24,53.15,IAU,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",70.0
AMLX,15.25,14.01,8.86,OPTIMAL,90,1.5,1.11,14.16,7.67,,,,0.279,106.5,67.2,181.0,clean,49.0,CAUTION,-18.1,1,Basing,13.3,18.58,10.59,HYG,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",69.7
ORKA,70.88,62.35,13.69,GOOD,75,1.52,1.24,66.33,6.87,,,,0.63,257.9,85.0,26.0,clean,45.7,CAUTION,-22.1,3,Parabolic,10.7,21.49,73.73,HYG,equity,Equity,,False,False,"{'grade': 'ROUGH', 'median_mae': -5.32, 'median_ttg': 2.0, 'prob_good': 25.4, 'prob_bad': 53.9}",69.7
BLBD,73.35,70.24,4.43,OPTIMAL,95,1.48,0.9,71.41,2.72,,,,0.644,129.6,73.1,103.0,clean,35.6,CAUTION,-10.0,3,Parabolic,6.75,0.84,36.06,XLI,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",69.5
DE,588.47,566.39,3.9,OPTIMAL,95,1.48,0.9,578.16,1.78,,,,0.5,114.4,73.8,93.0,clean,34.8,CAUTION,-5.0,1,Basing,5.07,4.25,3.06,XLI,sector,Sector,34.0,False,False,"{'grade': 'OK', 'median_mae': -3.14, 'median_ttg': 1.0, 'prob_good': 37.3, 'prob_bad': 38.8}",69.5
