ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
TNGX,17.15,0.94,1.9,35.15,88.05,169.65,827.03,2.02,18.48,2.51,1.93,9.39,4,True,True,True,True,True,4.14,38.91,807.21,3.81,37.47,800.38,1.77,34.15,753.34,8.4028,,,0.09,clean,1.223,normal,none,96.12685560053983,98.34008097165992,99.83805668016194,98.1,1
RCAT,16.16,0.0,7.16,28.05,87.69,89.67,227.13,,3.92,3.13,1.02,2.59,4,True,True,True,True,True,9.4,31.82,207.31,9.08,30.37,200.48,7.03,27.06,153.44,2.8668,IAU,0.35,0.79,clean,2.239,confirmed,none,94.99325236167341,98.34008097165992,99.10931174089069,97.5,2
PARXF,18.88,3.68,15.19,23.0,47.5,52.75,116.51,4.13,1.51,2.07,1.11,2.45,4,True,True,True,True,True,17.43,26.76,96.7,17.11,25.32,89.87,15.06,22.0,42.83,1.2851,XLE,0.41,2.09,overextended,1.41,normal,none,93.98785425101215,98.34008097165992,97.24696356275304,96.5,3
TYRA,36.0,-1.48,4.23,14.65,62.75,202.27,230.88,-2.86,3.47,4.28,3.22,3.68,4,True,True,True,True,True,6.47,18.41,211.07,6.14,16.97,204.24,4.09,13.66,157.19,0.9707,,,0.79,clean,1.313,normal,buy_today,90.51282051282051,98.34008097165992,96.2753036437247,95.0,4
MAZE,51.84,2.78,14.44,7.17,27.18,223.6,362.03,5.2,0.5,3.79,8.23,13.32,4,True,True,True,True,True,16.68,10.94,342.22,16.35,9.5,335.39,14.3,6.18,288.34,-0.1902,,,2.63,overextended,1.438,normal,none,95.07422402159244,98.34008097165992,86.39676113360323,93.3,5
LINC,37.28,1.14,3.73,38.54,70.7,96.21,140.67,3.27,10.34,1.83,1.36,1.99,3,True,True,True,True,True,5.97,42.3,120.86,5.64,40.86,114.03,3.59,37.54,66.98,2.3039,,,0.12,clean,1.021,normal,none,94.76383265856948,85.10121457489879,98.70445344129554,92.9,6
GPRE,16.19,2.99,4.38,9.91,62.88,67.25,216.21,1.47,2.26,6.34,1.07,3.44,3,True,True,True,True,True,6.62,13.68,196.4,6.3,12.24,189.57,4.25,8.92,142.52,2.236,XLE,0.41,1.08,clean,1.102,normal,none,94.79082321187586,85.10121457489879,98.5425101214575,92.8,7
CLMT,28.74,-1.17,-5.12,14.18,45.15,62.74,166.36,4.38,-2.77,3.18,1.39,3.68,4,True,True,True,True,True,-2.88,17.95,146.55,-3.2,16.51,139.71,-5.25,13.19,92.67,1.4619,,,-0.86,clean,1.134,normal,buy_today,77.28744939271255,98.34008097165992,97.81376518218623,91.1,8
PRE,20.78,1.07,37.89,-3.03,48.01,106.15,372.27,35.41,-0.08,-15.83,2.21,7.75,3,True,True,True,True,True,40.13,0.73,352.46,39.8,-0.71,345.63,37.75,-4.03,298.58,1.0504,,,-0.08,clean,1.222,normal,none,90.75573549257761,85.10121457489879,96.84210526315789,90.9,9
CENX,57.71,-0.62,7.07,11.07,90.34,157.98,218.66,-11.4,1.57,8.16,1.75,2.42,3,True,True,True,True,True,9.31,14.83,198.85,8.98,13.39,192.02,6.93,10.07,144.98,0.2775,XLK,0.46,0.54,clean,1.092,normal,buy_today,93.25910931174089,85.10121457489879,92.5506072874494,90.3,10
LBRT,30.3,1.24,8.88,25.21,53.42,178.24,110.56,7.18,2.84,2.12,3.34,2.07,4,True,True,True,True,True,11.11,28.97,90.75,10.79,27.53,83.92,8.74,24.21,36.87,-0.8437,XLI,0.43,1.21,clean,1.087,normal,none,94.77732793522267,98.34008097165992,75.30364372469636,89.5,11
UNF,272.88,-0.73,3.85,18.64,51.71,59.51,33.46,-5.27,4.84,2.77,1.15,0.65,3,True,True,True,True,True,6.09,22.4,13.65,5.76,20.96,6.82,3.72,17.65,-40.22,2.0873,,,0.34,clean,3.142,confirmed,none,85.02024291497976,85.10121457489879,98.46153846153847,89.5,11
FUWAY,92.32,3.2,4.23,57.27,166.82,184.5,301.39,1.32,13.53,2.91,1.11,1.81,3,True,True,True,True,True,6.47,61.04,281.58,6.15,59.6,274.75,4.1,56.28,227.7,-0.2116,IAU,0.3,0.38,clean,,normal,none,97.86099865047233,85.10121457489879,85.50607287449394,89.5,11
EQT,64.64,1.27,4.82,16.7,10.46,26.32,31.62,3.8,3.47,0.63,2.52,3.02,4,True,True,True,True,True,7.05,20.47,11.81,6.73,19.02,4.98,4.68,15.71,-42.07,-0.0304,XLE,0.32,1.1,clean,0.958,normal,none,80.22941970310391,98.34008097165992,88.90688259109312,89.2,14
BG,125.83,2.53,11.16,6.3,37.59,52.82,69.1,4.4,0.56,5.97,1.4,1.84,3,True,True,True,True,True,13.4,10.07,49.29,13.07,8.63,42.46,11.02,5.31,-4.58,0.0402,XLB,0.52,1.48,clean,1.648,confirmed,none,89.91902834008096,85.10121457489879,90.04048582995952,88.4,15
SHLD,76.0,0.48,1.33,4.22,18.45,19.14,66.74,2.8,3.17,4.37,1.04,3.62,4,True,True,True,True,True,3.57,7.99,46.93,3.25,6.55,40.09,1.2,3.23,-6.95,-0.2772,XLI,0.47,-1.13,clean,2.078,confirmed,none,80.3238866396761,98.34008097165992,84.77732793522267,87.8,16
