ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
TNGX,18.51,3.52,12.18,43.49,97.97,171.41,849.24,3.46,3.57,2.25,1.75,8.67,5,True,True,True,True,True,12.98,44.95,829.88,12.79,43.14,823.3,15.97,44.13,781.99,1.3227,,,0.37,clean,0.904,normal,none,98.03287523578551,99.91915925626516,97.49393694421988,98.5,1
LINC,39.21,5.2,7.95,35.67,78.06,89.51,163.68,1.53,4.48,2.19,1.15,2.1,4,True,True,True,True,True,8.75,37.14,144.32,8.57,35.32,137.74,11.74,36.31,96.43,2.4865,,,0.59,clean,0.852,normal,none,96.16006467259497,97.53435731608731,99.19159256265158,97.6,2
TYRA,37.28,0.73,7.31,33.19,64.74,202.84,224.17,10.02,4.54,1.95,3.13,3.46,4,True,True,True,True,True,8.11,34.66,204.82,7.92,32.84,198.24,11.1,33.83,156.92,1.5068,,,0.21,clean,1.055,normal,none,90.4338453247103,97.53435731608731,97.97898140662895,95.3,3
CLMT,28.89,2.16,0.14,0.98,41.2,64.99,139.55,0.06,7.06,42.1,1.58,3.39,4,True,True,True,True,True,0.94,2.44,120.19,0.75,0.62,113.62,3.93,1.62,72.3,0.6959,,,-0.28,clean,0.742,thin,none,84.38426300188628,97.53435731608731,94.58367016976557,92.2,4
TERN,46.32,0.53,2.26,22.56,2.92,549.58,1356.45,4.26,9.97,0.13,188.07,464.18,4,True,True,True,True,True,3.06,24.02,1337.09,2.88,22.21,1330.51,6.05,23.2,1289.2,0.9188,,,0.75,clean,1.06,normal,none,79.09593101589869,97.53435731608731,96.11964430072757,90.9,5
MAZE,52.36,2.14,2.54,13.8,34.73,125.19,376.41,1.19,5.43,2.52,3.6,10.84,4,True,True,True,True,True,3.34,15.26,357.05,3.15,13.44,350.48,6.33,14.43,309.16,-0.3113,,,-0.05,clean,1.474,normal,none,92.03718674211802,97.53435731608731,82.6192400970089,90.7,6
PARXF,18.99,0.68,10.59,25.67,44.07,44.51,105.28,15.6,2.42,1.72,1.01,2.39,3,True,True,True,True,True,11.39,27.13,85.92,11.2,25.31,79.34,14.37,26.3,38.03,1.7505,XLE,0.44,-0.33,clean,0.918,normal,none,86.11560226354084,81.16410670978172,98.22150363783346,88.5,7
PL,26.38,7.24,3.86,17.66,44.63,167.55,534.13,0.53,4.58,2.53,3.75,11.97,4,True,True,True,True,True,4.66,19.13,514.78,4.47,17.31,508.2,7.64,18.3,466.88,-0.8571,XLK,0.45,0.17,clean,0.728,thin,none,95.97143627054703,97.53435731608731,71.46321746160065,88.3,8
NTR,79.48,2.17,4.45,12.24,26.48,39.19,56.48,2.05,2.75,2.16,1.48,2.13,3,True,True,True,True,True,5.25,13.71,37.13,5.06,11.89,30.55,8.24,12.88,-10.77,1.2425,XLE,0.53,-1.8,stalling,1.831,confirmed,none,85.50255995688492,81.16410670978172,97.3322554567502,88.0,9
REX,41.11,2.67,8.04,23.94,23.16,34.57,127.63,3.01,2.98,0.97,1.49,5.51,3,True,True,True,True,True,8.84,25.4,108.27,8.65,23.58,101.7,11.83,24.58,60.38,0.361,XLF,0.34,0.97,clean,1.006,normal,none,89.51765022904878,81.16410670978172,92.5626515763945,87.7,10
