target_date,window,similar_date,correlation
2026-03-05,25Y,2026-03-04,0.8362
2026-03-05,25Y,2026-03-03,0.8337
2026-03-05,25Y,2026-03-02,0.5882
2026-03-05,25Y,2008-06-12,0.4494
2026-03-05,25Y,2007-03-01,0.4323
2026-03-05,25Y,2024-04-16,0.4226
2026-03-05,25Y,2007-03-02,0.4138
2026-03-05,25Y,2008-06-11,0.4111
2026-03-05,25Y,2018-06-21,0.389
2026-03-05,25Y,2010-05-07,0.3843
2026-03-05,25Y,2022-03-07,0.3777
2026-03-05,25Y,2004-03-15,0.3754
2026-03-05,25Y,2010-05-06,0.3737
2026-03-05,25Y,2009-10-28,0.3737
2026-03-05,25Y,2018-03-23,0.3723
2026-03-05,25Y,2023-08-18,0.3719
2026-03-05,25Y,2022-03-08,0.3688
2026-03-05,25Y,2021-04-30,0.3607
2026-03-05,25Y,2010-05-05,0.3607
2026-03-05,25Y,2007-03-05,0.3599
2026-03-05,25Y,2004-03-16,0.356
2026-03-05,25Y,2008-06-10,0.3559
2026-03-05,25Y,2010-05-10,0.3549
2026-03-05,25Y,2018-06-22,0.3542
2026-03-05,25Y,2016-06-24,0.3525
2026-03-05,25Y,2026-02-27,0.3519
2026-03-05,25Y,2022-04-26,0.3517
2026-03-05,25Y,2017-11-15,0.3484
2026-03-05,25Y,2007-06-07,0.3484
2026-03-05,25Y,2018-06-25,0.3479
2026-03-05,25Y,2022-03-04,0.3475
2026-03-05,25Y,2023-09-27,0.3473
2026-03-05,25Y,2008-06-23,0.3468
2026-03-05,25Y,2022-04-27,0.3464
2026-03-05,25Y,2008-06-13,0.3459
2026-03-05,25Y,2023-08-21,0.3455
2026-03-05,25Y,2023-08-15,0.3435
2026-03-05,25Y,2015-12-11,0.3421
2026-03-05,25Y,2010-05-04,0.3415
2026-03-05,25Y,2020-01-31,0.3394
2026-03-05,25Y,2024-08-05,0.339
2026-03-05,25Y,2000-09-18,0.3384
2026-03-05,25Y,2023-08-16,0.3382
2026-03-05,25Y,2024-04-15,0.3377
2026-03-05,25Y,2018-06-19,0.3375
2026-03-05,25Y,2018-02-07,0.3375
2026-03-05,25Y,2024-04-17,0.3373
2026-03-05,25Y,2018-06-20,0.3365
2026-03-05,25Y,2020-09-23,0.3365
2026-03-05,25Y,2024-08-06,0.3365
2026-03-05,25Y,2012-05-17,0.3362
2026-03-05,25Y,2007-02-28,0.3353
2026-03-05,25Y,2012-05-18,0.3338
2026-03-05,25Y,2010-04-28,0.3334
2026-03-05,25Y,2024-04-12,0.3332
2026-03-05,25Y,2006-05-17,0.3305
2026-03-05,25Y,2018-02-08,0.33
2026-03-05,25Y,2009-10-29,0.3296
2026-03-05,25Y,2019-05-17,0.329
2026-03-05,25Y,2007-02-27,0.3287
2026-03-05,25Y,2018-02-05,0.3278
2026-03-05,25Y,2015-12-14,0.3277
2026-03-05,25Y,2008-06-06,0.3261
2026-03-05,25Y,2022-09-26,0.3252
2026-03-05,25Y,2023-08-17,0.3244
2026-03-05,25Y,2018-03-05,0.3239
2026-03-05,25Y,2016-06-27,0.3231
2026-03-05,25Y,2022-09-27,0.3222
2026-03-05,25Y,2018-02-06,0.3214
2026-03-05,25Y,2018-03-22,0.3204
2026-03-05,25Y,2008-07-02,0.3203
2026-03-05,25Y,2007-06-12,0.32
2026-03-05,25Y,2006-06-09,0.3199
2026-03-05,25Y,2023-08-14,0.3196
2026-03-05,25Y,2011-11-22,0.3196
2026-03-05,25Y,2024-08-07,0.3186
2026-03-05,25Y,2025-04-04,0.3184
2026-03-05,25Y,2023-07-06,0.3182
2026-03-05,25Y,2019-05-13,0.318
2026-03-05,25Y,2006-06-12,0.3154
2026-03-05,25Y,2024-10-25,0.3153
2026-03-05,25Y,2022-09-23,0.3145
2026-03-05,25Y,2020-09-25,0.314
2026-03-05,25Y,2025-04-07,0.3137
2026-03-05,25Y,2019-08-15,0.3136
2026-03-05,25Y,2024-04-18,0.3124
2026-03-05,25Y,2019-08-05,0.3117
2026-03-05,25Y,2012-05-16,0.3099
2026-03-05,25Y,2011-11-21,0.3092
2026-03-05,25Y,2023-09-26,0.309
2026-03-05,25Y,2010-02-08,0.3083
2026-03-05,25Y,2019-08-14,0.3072
2026-03-05,25Y,2009-10-27,0.307
2026-03-05,25Y,2013-06-24,0.3062
2026-03-05,25Y,2021-05-03,0.3061
2026-03-05,25Y,2004-03-24,0.3051
2026-03-05,25Y,2000-09-12,0.3051
2026-03-05,25Y,2009-10-30,0.3049
2026-03-05,25Y,2025-06-20,0.3043
2026-03-05,25Y,2021-05-12,0.3043
2026-03-05,5Y,2026-03-04,0.8362
2026-03-05,5Y,2026-03-03,0.8337
2026-03-05,5Y,2026-03-02,0.5882
2026-03-05,5Y,2024-04-16,0.4226
2026-03-05,5Y,2022-03-07,0.3777
2026-03-05,5Y,2023-08-18,0.3719
2026-03-05,5Y,2022-03-08,0.3688
2026-03-05,5Y,2021-04-30,0.3607
2026-03-05,5Y,2026-02-27,0.3519
2026-03-05,5Y,2022-04-26,0.3517
2026-03-05,5Y,2022-03-04,0.3475
2026-03-05,5Y,2023-09-27,0.3473
2026-03-05,5Y,2022-04-27,0.3464
2026-03-05,5Y,2023-08-21,0.3455
2026-03-05,5Y,2023-08-15,0.3435
2026-03-05,5Y,2024-08-05,0.339
2026-03-05,5Y,2023-08-16,0.3382
2026-03-05,5Y,2024-04-15,0.3377
2026-03-05,5Y,2024-04-17,0.3373
2026-03-05,5Y,2024-08-06,0.3365
2026-03-05,5Y,2024-04-12,0.3332
2026-03-05,5Y,2022-09-26,0.3252
2026-03-05,5Y,2023-08-17,0.3244
2026-03-05,5Y,2022-09-27,0.3222
2026-03-05,5Y,2023-08-14,0.3196
2026-03-05,5Y,2024-08-07,0.3186
2026-03-05,5Y,2025-04-04,0.3184
2026-03-05,5Y,2023-07-06,0.3182
2026-03-05,5Y,2024-10-25,0.3153
2026-03-05,5Y,2022-09-23,0.3145
2026-03-05,5Y,2025-04-07,0.3137
2026-03-05,5Y,2024-04-18,0.3124
2026-03-05,5Y,2023-09-26,0.309
2026-03-05,5Y,2021-05-03,0.3061
2026-03-05,5Y,2025-06-20,0.3043
2026-03-05,5Y,2021-05-12,0.3043
2026-03-05,5Y,2021-03-24,0.3028
2026-03-05,5Y,2022-03-11,0.2981
2026-03-05,5Y,2021-05-04,0.2979
2026-03-05,5Y,2023-10-03,0.2938
2026-03-05,5Y,2022-04-28,0.2915
2026-03-05,5Y,2026-02-26,0.2912
2026-03-05,5Y,2021-11-26,0.2903
2026-03-05,5Y,2021-11-29,0.2899
2026-03-05,5Y,2022-03-03,0.2876
2026-03-05,5Y,2023-08-11,0.2859
2026-03-05,5Y,2021-06-22,0.2851
2026-03-05,5Y,2024-05-29,0.2851
2026-03-05,5Y,2024-10-31,0.284
2026-03-05,5Y,2022-05-11,0.2829
2026-03-05,5Y,2025-04-09,0.2826
2026-03-05,5Y,2025-04-08,0.28
2026-03-05,5Y,2022-05-09,0.2797
2026-03-05,5Y,2023-08-02,0.2781
2026-03-05,5Y,2022-09-29,0.2781
2026-03-05,5Y,2022-04-25,0.277
2026-03-05,5Y,2021-06-23,0.2767
2026-03-05,5Y,2023-08-22,0.2755
2026-03-05,5Y,2023-10-02,0.2752
2026-03-05,5Y,2021-03-25,0.2748
2026-03-05,5Y,2024-12-18,0.2747
2026-03-05,5Y,2022-05-12,0.2746
2026-03-05,5Y,2022-04-22,0.2745
2026-03-05,5Y,2023-10-04,0.2734
2026-03-05,5Y,2022-02-24,0.2727
2026-03-05,5Y,2021-05-05,0.2723
2026-03-05,5Y,2021-05-13,0.2713
2026-03-05,5Y,2021-06-18,0.2712
2026-03-05,5Y,2024-04-19,0.271
2026-03-05,5Y,2022-03-09,0.2699
2026-03-05,5Y,2024-01-17,0.2694
2026-03-05,5Y,2022-01-27,0.2688
2026-03-05,5Y,2024-06-27,0.2683
2026-03-05,5Y,2025-04-10,0.2672
2026-03-05,5Y,2022-03-10,0.2667
2026-03-05,5Y,2021-06-21,0.2652
2026-03-05,5Y,2024-12-19,0.2626
2026-03-05,5Y,2024-11-04,0.2608
2026-03-05,5Y,2023-09-25,0.2601
2026-03-05,5Y,2022-03-01,0.2574
2026-03-05,5Y,2024-11-12,0.2549
2026-03-05,5Y,2026-02-23,0.2534
2026-03-05,5Y,2022-03-02,0.2523
2026-03-05,5Y,2022-06-16,0.2522
2026-03-05,5Y,2024-06-17,0.2519
2026-03-05,5Y,2024-11-01,0.2514
2026-03-05,5Y,2022-09-28,0.2509
2026-03-05,5Y,2023-09-28,0.2494
2026-03-05,5Y,2023-09-29,0.2489
2026-03-05,5Y,2021-11-23,0.248
2026-03-05,5Y,2024-06-14,0.247
2026-03-05,5Y,2023-08-03,0.2469
2026-03-05,5Y,2022-06-14,0.246
2026-03-05,5Y,2021-11-22,0.2448
2026-03-05,5Y,2024-01-16,0.2444
2026-03-05,5Y,2025-11-04,0.2432
2026-03-05,5Y,2021-09-30,0.2422
2026-03-05,5Y,2023-09-07,0.2409
2026-03-05,5Y,2024-06-20,0.2406
2026-03-05,5Y,2024-10-23,0.2405
2026-03-05,1Y,2026-03-04,0.8362
2026-03-05,1Y,2026-03-03,0.8337
