target_date,window,similar_date,correlation
2026-03-12,25Y,2026-03-11,0.9427
2026-03-12,25Y,2026-03-10,0.8903
2026-03-12,25Y,2026-03-06,0.6489
2026-03-12,25Y,2022-04-29,0.6146
2026-03-12,25Y,2023-10-03,0.6113
2026-03-12,25Y,2004-03-19,0.6
2026-03-12,25Y,2023-08-24,0.5975
2026-03-12,25Y,2018-02-12,0.5959
2026-03-12,25Y,2018-02-14,0.5953
2026-03-12,25Y,2022-09-30,0.5944
2026-03-12,25Y,2009-11-04,0.5912
2026-03-12,25Y,2022-09-26,0.5882
2026-03-12,25Y,2022-05-02,0.5871
2026-03-12,25Y,2004-03-22,0.5865
2026-03-12,25Y,2022-09-23,0.5844
2026-03-12,25Y,2018-02-13,0.5799
2026-03-12,25Y,2023-08-22,0.5778
2026-03-12,25Y,2001-03-21,0.5755
2026-03-12,25Y,2004-03-23,0.5753
2026-03-12,25Y,2022-05-03,0.5751
2026-03-12,25Y,2023-08-25,0.5742
2026-03-12,25Y,2023-10-04,0.5729
2026-03-12,25Y,2006-05-30,0.5715
2026-03-12,25Y,2005-04-01,0.5714
2026-03-12,25Y,2022-05-05,0.5704
2026-03-12,25Y,2023-09-28,0.5689
2026-03-12,25Y,2002-09-30,0.5656
2026-03-12,25Y,2001-09-25,0.563
2026-03-12,25Y,2026-03-09,0.5603
2026-03-12,25Y,2008-07-01,0.5602
2026-03-12,25Y,2008-07-03,0.5601
2026-03-12,25Y,2001-03-23,0.558
2026-03-12,25Y,2001-03-20,0.5579
2026-03-12,25Y,2007-03-08,0.5563
2026-03-12,25Y,2007-03-06,0.5553
2026-03-12,25Y,2011-11-28,0.5512
2026-03-12,25Y,2024-04-19,0.55
2026-03-12,25Y,2001-09-26,0.5494
2026-03-12,25Y,2007-03-07,0.5481
2026-03-12,25Y,2004-05-07,0.5472
2026-03-12,25Y,2004-03-18,0.547
2026-03-12,25Y,2001-09-24,0.5467
2026-03-12,25Y,2020-03-23,0.5445
2026-03-12,25Y,2023-08-23,0.5443
2026-03-12,25Y,2022-09-28,0.5434
2026-03-12,25Y,2010-02-03,0.5433
2026-03-12,25Y,2018-02-09,0.5424
2026-03-12,25Y,2012-05-21,0.5384
2026-03-12,25Y,2009-03-02,0.5382
2026-03-12,25Y,2001-03-22,0.5372
2026-03-12,25Y,2002-09-25,0.5368
2026-03-12,25Y,2022-09-27,0.5367
2026-03-12,25Y,2005-03-29,0.5333
2026-03-12,25Y,2009-11-03,0.5327
2026-03-12,25Y,2009-11-05,0.5324
2026-03-12,25Y,2023-09-29,0.5324
2026-03-12,25Y,2008-06-19,0.5324
2026-03-12,25Y,2011-11-29,0.5309
2026-03-12,25Y,2023-10-02,0.5296
2026-03-12,25Y,2022-05-18,0.5285
2026-03-12,25Y,2024-04-22,0.5285
2026-03-12,25Y,2013-06-24,0.5284
2026-03-12,25Y,2015-09-02,0.5284
2026-03-12,25Y,2018-02-08,0.5284
2026-03-12,25Y,2005-04-04,0.5276
2026-03-12,25Y,2020-03-24,0.527
2026-03-12,25Y,2007-03-09,0.5245
2026-03-12,25Y,2007-08-02,0.5241
2026-03-12,25Y,2002-09-27,0.5239
2026-03-12,25Y,2022-04-28,0.5238
2026-03-12,25Y,2006-05-25,0.5227
2026-03-12,25Y,2004-05-06,0.5226
2026-03-12,25Y,2013-06-21,0.5224
2026-03-12,25Y,2011-11-25,0.5215
2026-03-12,25Y,2022-09-29,0.5211
2026-03-12,25Y,2010-05-26,0.5207
2026-03-12,25Y,2006-05-24,0.5205
2026-03-12,25Y,2008-06-30,0.5205
2026-03-12,25Y,2006-06-15,0.5202
2026-03-12,25Y,2010-02-04,0.52
2026-03-12,25Y,2010-05-12,0.5188
2026-03-12,25Y,2008-07-02,0.5181
2026-03-12,25Y,2004-05-17,0.5171
2026-03-12,25Y,2010-01-29,0.516
2026-03-12,25Y,2016-01-19,0.5159
2026-03-12,25Y,2018-02-07,0.5153
2026-03-12,25Y,2010-05-14,0.5145
2026-03-12,25Y,2021-09-28,0.5139
2026-03-12,25Y,2026-03-05,0.5137
2026-03-12,25Y,2005-03-31,0.5127
2026-03-12,25Y,2022-10-03,0.5123
2026-03-12,25Y,2009-11-06,0.5117
2026-03-12,25Y,2004-05-18,0.5107
2026-03-12,25Y,2003-02-06,0.5107
2026-03-12,25Y,2021-12-03,0.5106
2026-03-12,25Y,2002-06-14,0.5095
2026-03-12,25Y,2022-03-11,0.5093
2026-03-12,25Y,2022-05-04,0.5092
2026-03-12,25Y,2006-06-16,0.5088
2026-03-12,25Y,2023-08-21,0.5081
2026-03-12,5Y,2026-03-11,0.9427
2026-03-12,5Y,2026-03-10,0.8903
2026-03-12,5Y,2026-03-06,0.6489
2026-03-12,5Y,2022-04-29,0.6146
2026-03-12,5Y,2023-10-03,0.6113
