ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,3.9,10,bullish,2.47,-0.63,-0.69,-3.37,9.06,0.21,-1.31,-0.51,-0.44,,,54.0,,,54.0,,,54.0
ACWI,ACWI,3.5,10,bullish,1.05,-1.35,-2.75,-3.42,-0.56,-0.96,-1.36,-1.3,-0.81,,,61.0,,,61.0,,,61.0
ACWX,ACWX,3.6,10,bullish,1.6,-1.32,-2.98,-5.21,2.87,-1.13,-2.0,-1.27,-0.75,,,61.0,,,61.0,,,61.0
AFK,Africa,3.5,10,bullish,2.72,-3.01,-6.83,-10.69,1.13,-2.0,-2.0,-1.99,-1.14,,,54.0,,,54.0,,,54.0
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,42.0,,,42.0,,,42.0
AGG,Agg Bond,3.0,10,bearish,0.44,-0.02,-0.88,-1.34,-0.27,-0.83,-1.99,-1.28,-0.07,,,88.0,,,88.0,,,88.0
AIA,AIA,3.7,10,bullish,4.03,0.23,0.92,-0.52,17.76,0.9,-0.63,-0.15,-0.16,,,61.0,,,61.0,,,61.0
AIQ,AIQ,0.0,10,bearish,2.13,-1.08,-1.08,0.84,-1.0,-0.73,-0.2,-0.5,-0.5,,,30.0,,,30.0,,,30.0
AIRR,AIRR,3.9,10,bullish,2.49,-0.87,-5.68,-6.06,10.88,0.04,-1.75,-1.79,-0.59,,,37.0,,,37.0,,,37.0
ALAI,ALAI,4.0,10,bullish,2.52,-0.39,0.72,0.54,-4.59,-0.78,-0.28,-0.17,-0.32,,,3.0,,,3.0,,,3.0
AMG,AMG,3.1,10,bullish,1.94,-1.72,-8.54,-14.17,0.68,-1.03,-2.0,-2.0,-0.68,,,100.0,,,100.0,,,100.0
APIE,APIE,3.3,10,bullish,0.82,-2.11,-3.38,-6.54,-2.0,-1.91,-2.0,-1.24,-0.98,,,12.0,,,12.0,,,12.0
APO,APO,6.4,10,bullish,7.1,5.42,1.88,-10.62,-23.82,-1.47,-0.92,0.35,1.06,,,48.0,,,48.0,,,48.0
ARES,ARES,5.5,10,bullish,5.71,3.97,-7.43,-17.51,-37.71,-1.88,-1.21,-0.77,0.77,,,37.0,,,37.0,,,37.0
ARGT,ARGT,4.4,10,bullish,1.85,-2.99,-0.84,-3.98,-3.19,-0.44,-0.48,-0.17,-0.54,,,48.0,,,48.0,,,48.0
ARKF,ARKF,0.0,10,bearish,2.63,-0.58,-1.37,7.92,-15.04,-0.81,0.56,-0.31,-0.21,,,28.0,,,28.0,,,28.0
ARKG,ARKG,3.0,10,bullish,1.31,-3.49,-9.51,-7.69,-10.57,-1.05,-0.92,-1.4,-0.72,,,37.0,,,37.0,,,37.0
ARKK,ARKK,3.5,10,bullish,2.95,-1.02,-3.48,2.88,-8.69,-0.73,-0.01,-0.69,-0.36,,,37.0,,,37.0,,,37.0
ARKQ,ARKQ,3.4,10,bullish,2.76,-0.77,-1.79,-1.34,6.52,-0.4,-0.64,-0.67,-0.43,,,37.0,,,37.0,,,37.0
