ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,0.0,10,bearish,0.34,4.87,-0.78,-0.48,0.31,-1.4,-0.55,-0.5,1.55,,,70.0,,,70.0,,,70.0
ACWI,ACWI,0.0,10,bearish,0.38,4.48,1.0,-1.04,-2.42,-1.27,-0.65,0.11,1.88,,,70.0,,,70.0,,,70.0
ACWX,ACWX,0.0,10,bearish,-0.09,4.59,1.91,0.04,0.65,-1.6,-0.4,0.35,1.72,,,70.0,,,70.0,,,70.0
AFK,Africa,3.0,10,bullish,-0.83,5.86,4.8,-2.82,-4.1,-2.0,-1.02,0.69,1.43,,,70.0,,,70.0,,,70.0
AGF,AGF,0.1,10,bullish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,50.0,,,50.0,,,50.0
AGG,Agg Bond,0.2,10,bullish,0.17,0.13,0.14,-0.95,-0.87,-1.21,-1.16,0.17,0.22,,,87.0,,,87.0,,,87.0
AIA,AIA,0.0,10,bearish,0.5,5.73,-1.43,1.01,4.37,-0.89,-0.34,-0.62,1.34,,,70.0,,,70.0,,,70.0
AIQ,AIQ,3.5,10,bullish,1.08,6.86,-1.38,-2.55,-8.07,-1.36,-0.73,-0.53,1.85,,,36.0,,,36.0,,,36.0
AIRR,AIRR,3.0,10,bullish,0.24,7.1,2.7,2.74,8.5,-0.27,-0.24,0.17,1.93,,,45.0,,,45.0,,,45.0
ALAI,ALAI,3.2,10,bullish,0.98,9.17,1.1,1.19,-8.15,-1.0,-0.26,-0.07,2.0,,,5.0,,,5.0,,,5.0
AMG,AMG,0.0,10,bearish,-1.17,0.16,-1.81,-5.41,-10.96,-1.92,-1.27,-0.72,-0.21,,,100.0,,,100.0,,,100.0
AMLP,AMLP,4.4,10,bullish,1.23,-1.0,-0.72,0.25,11.08,1.78,-0.0,-0.29,-0.46,,,52.0,,,52.0,,,52.0
APIE,APIE,3.4,10,bullish,-0.22,4.37,1.98,-0.67,-2.44,-1.72,-0.43,0.4,1.58,,,13.0,,,13.0,,,13.0
APO,APO,3.0,10,bullish,-4.44,-4.17,-4.61,-3.07,-29.65,-1.81,-0.16,-0.55,-0.74,,,52.0,,,52.0,,,52.0
ARES,ARES,3.4,10,bullish,-3.36,-5.03,-4.56,-7.06,-40.58,-1.86,-0.41,-0.43,-0.79,,,45.0,,,45.0,,,45.0
ARGT,ARGT,3.4,10,bullish,-0.55,4.05,6.23,7.12,-1.7,-0.34,0.56,0.7,0.6,,,52.0,,,52.0,,,52.0
ARKF,ARKF,3.4,10,bullish,1.11,6.14,-4.84,-5.75,-23.22,-1.09,-0.64,-0.73,1.14,,,35.0,,,35.0,,,35.0
ARKG,ARKG,3.1,10,bullish,0.26,9.43,1.99,-3.41,-9.41,-0.96,-0.55,0.13,1.63,,,45.0,,,45.0,,,45.0
ARKK,ARKK,3.0,10,bullish,0.53,8.25,-3.05,-5.03,-15.47,-1.01,-0.75,-0.6,1.4,,,45.0,,,45.0,,,45.0
ARKQ,ARKQ,3.1,10,bullish,0.73,8.35,-1.73,-2.82,-6.6,-1.24,-0.81,-0.61,1.54,,,45.0,,,45.0,,,45.0
ARKW,ARKW,3.4,10,bullish,0.9,6.92,-3.74,-4.18,-20.16,-1.03,-0.58,-0.65,1.25,,,45.0,,,45.0,,,45.0
ARKX,ARKX,3.2,10,bullish,1.97,8.97,-0.46,-2.4,-2.99,-1.09,-0.72,-0.4,1.69,,,26.0,,,26.0,,,26.0
ARTY,ARTY,3.3,10,bullish,1.66,9.46,-1.45,0.83,-2.85,-0.82,-0.34,-0.58,2.0,,,36.0,,,36.0,,,36.0
ASEA,ASEA,3.8,10,bullish,-1.89,1.0,-1.08,0.68,2.56,-0.65,-0.28,-0.64,0.24,,,52.0,,,52.0,,,52.0
ASHR,ASHR,2.0,10,bearish,-1.65,0.03,0.19,-2.75,-4.28,-1.47,-1.07,-0.21,-0.17,,,45.0,,,45.0,,,45.0
AVDE,AVDE,3.4,10,bullish,-0.01,4.75,3.3,0.01,2.49,-1.25,-0.46,0.73,1.75,,,35.0,,,35.0,,,35.0
AVDV,AVDV,3.7,10,bullish,-0.2,5.11,4.09,-1.64,5.99,-0.95,-0.95,0.74,1.61,,,35.0,,,35.0,,,35.0
AVEM,AVEM,3.4,10,bullish,0.36,4.87,0.23,0.28,2.67,-1.07,-0.45,-0.26,1.61,,,35.0,,,35.0,,,35.0
AVES,AVES,3.3,10,bullish,0.4,3.68,0.53,-0.63,1.45,-1.12,-0.58,-0.12,1.29,,,28.0,,,28.0,,,28.0
AVIV,AVIV,3.5,10,bullish,0.07,4.53,3.54,0.81,4.22,-1.06,-0.34,0.77,1.63,,,28.0,,,28.0,,,28.0
