target_date,section,similar_date,score,event,fwd_5d,fwd_10d,fwd_21d
2026-03-31,25Y_broad,2026-03-27,0.9174,,,,
2026-03-31,25Y_broad,2026-03-30,0.9013,,,,
2026-03-31,25Y_broad,2026-03-25,0.8426,,,,
2026-03-31,25Y_broad,2026-03-26,0.789,,,,
2026-03-31,25Y_broad,2026-03-23,0.7318,,,,
2026-03-31,25Y_broad,2026-03-20,0.7244,,,,
2026-03-31,25Y_broad,2022-05-16,0.7187,,,,
2026-03-31,25Y_broad,2026-03-19,0.7135,,,,
2026-03-31,25Y_broad,2026-03-24,0.709,,,,
2026-03-31,25Y_broad,2026-03-18,0.6784,,,,
2026-03-31,25Y_broad,2026-03-13,0.6776,,,,
2026-03-31,25Y_broad,2022-05-19,0.6771,,,,
2026-03-31,25Y_broad,2022-05-13,0.6679,,,,
2026-03-31,25Y_broad,2021-10-06,0.6604,,,,
2026-03-31,25Y_broad,2022-05-18,0.6547,,,,
2026-03-31,25Y_broad,2026-03-12,0.652,,,,
2026-03-31,25Y_broad,2022-05-17,0.6413,,,,
2026-03-31,25Y_broad,2005-04-05,0.636,,,,
2026-03-31,25Y_broad,2010-02-16,0.6312,,,,
2026-03-31,25Y_broad,2026-03-17,0.631,,,,
2026-03-31,25Y_broad,2026-03-16,0.6296,,,,
2026-03-31,25Y_broad,2021-10-05,0.6288,,,,
2026-03-31,25Y_broad,2010-02-18,0.6191,,,,
2026-03-31,25Y_broad,2013-06-28,0.6182,,,,
2026-03-31,25Y_broad,2020-03-25,0.6166,,,,
2026-03-31,25Y_broad,2004-05-17,0.6161,,,,
2026-03-31,25Y_broad,2010-05-28,0.6156,,,,
2026-03-31,25Y_broad,2021-10-07,0.615,,,,
2026-03-31,25Y_broad,2010-02-11,0.6131,,,,
2026-03-31,25Y_broad,2023-08-24,0.611,,,,
2026-03-31,25Y_broad,2008-07-03,0.6109,,,,
2026-03-31,25Y_broad,2022-04-29,0.61,,,,
2026-03-31,25Y_broad,2022-05-12,0.6095,,,,
2026-03-31,25Y_broad,2022-05-03,0.6074,,,,
2026-03-31,25Y_broad,2010-06-01,0.6066,,,,
2026-03-31,25Y_broad,2024-12-31,0.605,,,,
2026-03-31,25Y_broad,2011-11-29,0.6043,,,,
2026-03-31,25Y_broad,2004-05-06,0.6041,,,,
2026-03-31,25Y_broad,2010-02-17,0.6037,,,,
2026-03-31,25Y_broad,2008-06-30,0.6035,,,,
2026-03-31,25Y_broad,2023-08-28,0.6029,,,,
2026-03-31,25Y_broad,2022-05-09,0.6017,,,,
2026-03-31,25Y_broad,2008-07-07,0.6002,,,,
2026-03-31,25Y_broad,2022-05-06,0.5998,,,,
2026-03-31,25Y_broad,2016-01-27,0.5992,,,,
2026-03-31,25Y_broad,2023-10-10,0.5986,,,,
2026-03-31,25Y_broad,2023-10-13,0.5977,,,,
2026-03-31,25Y_broad,2020-03-24,0.597,,,,
2026-03-31,25Y_broad,2020-03-27,0.5967,,,,
2026-03-31,25Y_broad,2010-02-12,0.5951,,,,
2026-03-31,25Y_broad,2010-06-02,0.5944,,,,
2026-03-31,25Y_broad,2025-01-02,0.5918,,,,
2026-03-31,25Y_broad,2013-06-27,0.5916,,,,
2026-03-31,25Y_broad,2004-05-18,0.5911,,,,
2026-03-31,25Y_broad,2021-10-08,0.5906,,,,
2026-03-31,25Y_broad,2005-03-31,0.5903,,,,
2026-03-31,25Y_broad,2016-01-25,0.5898,,,,
2026-03-31,25Y_broad,2023-10-12,0.588,,,,
2026-03-31,25Y_broad,2002-09-30,0.5862,,,,
2026-03-31,25Y_broad,2021-12-06,0.5856,,,,
2026-03-31,25Y_broad,2005-04-01,0.5847,,,,
2026-03-31,25Y_broad,2020-03-23,0.5843,,,,
2026-03-31,25Y_broad,2022-05-02,0.5831,,,,
2026-03-31,25Y_broad,2023-08-23,0.5809,,,,
2026-03-31,25Y_broad,2025-01-10,0.5807,,,,
2026-03-31,25Y_broad,2010-05-27,0.5799,,,,
2026-03-31,25Y_broad,2018-02-12,0.5794,,,,
2026-03-31,25Y_broad,2008-07-01,0.5789,,,,
2026-03-31,25Y_broad,2022-05-20,0.5767,,,,
2026-03-31,25Y_broad,2005-04-04,0.5765,,,,
2026-03-31,25Y_broad,2002-10-01,0.5762,,,,
2026-03-31,25Y_broad,2006-05-30,0.5757,,,,
2026-03-31,25Y_broad,2023-08-22,0.5756,,,,
2026-03-31,25Y_broad,2022-02-03,0.5755,,,,
2026-03-31,25Y_broad,2018-10-19,0.5747,,,,
2026-03-31,25Y_broad,2004-05-21,0.5734,,,,
2026-03-31,25Y_broad,2021-12-09,0.5734,,,,
2026-03-31,25Y_broad,2013-07-03,0.5721,,,,
2026-03-31,25Y_broad,2022-05-05,0.5708,,,,
2026-03-31,25Y_broad,2023-10-11,0.5692,,,,
2026-03-31,25Y_broad,2018-02-13,0.5691,,,,
2026-03-31,25Y_broad,2013-07-02,0.5673,,,,
2026-03-31,25Y_broad,2004-05-05,0.5667,,,,
2026-03-31,25Y_broad,2011-11-28,0.5664,,,,
2026-03-31,25Y_broad,2021-10-11,0.5655,,,,
2026-03-31,25Y_broad,2023-08-25,0.5654,,,,
2026-03-31,25Y_broad,2016-01-26,0.565,,,,
2026-03-31,25Y_broad,2004-05-20,0.5638,,,,
2026-03-31,25Y_broad,2004-08-03,0.5634,,,,
2026-03-31,25Y_broad,2010-02-04,0.5621,,,,
2026-03-31,25Y_broad,2022-05-04,0.5618,,,,
2026-03-31,25Y_broad,2018-02-14,0.5616,,,,
2026-03-31,25Y_broad,2008-10-17,0.5614,,,,
2026-03-31,25Y_broad,2015-09-14,0.5605,,,,
2026-03-31,25Y_broad,2008-07-02,0.559,,,,
2026-03-31,25Y_broad,2015-09-02,0.5586,,,,
2026-03-31,25Y_broad,2007-08-03,0.5568,,,,
2026-03-31,25Y_broad,2001-03-29,0.5562,,,,
2026-03-31,25Y_broad,2012-05-25,0.556,,,,
2026-03-31,25Y_broad,2008-10-22,0.5556,,,,
2026-03-31,SPY_deep,1994-11-29,0.7006,Bond Massacre / Tequila,-0.04,-0.31,0.99
2026-03-31,SPY_deep,2026-03-25,0.6636,,,,
2026-03-31,SPY_deep,2012-11-16,0.6558,,3.43,3.73,6.6
2026-03-31,SPY_deep,1999-09-28,0.6366,,1.78,2.53,1.39
2026-03-31,SPY_deep,2024-12-30,0.6181,,0.07,0.78,2.31
2026-03-31,SPY_deep,2014-02-06,0.6121,,3.12,3.61,6.02
2026-03-31,SPY_deep,1999-08-11,0.6117,,2.64,6.27,4.35
2026-03-31,SPY_deep,2008-10-13,0.5895,GFC,-2.51,-17.17,-11.43
2026-03-31,SPY_deep,2001-02-28,0.5773,Dot-com Crash,2.44,-5.08,-6.83
2026-03-31,SPY_deep,2004-08-12,0.5706,,2.55,3.85,6.03
2026-03-31,SPY_deep,1998-08-12,0.5658,Asian Crisis / LTCM,1.29,0.17,-6.44
2026-03-31,SPY_deep,2014-09-30,0.5631,,-1.91,-4.73,0.55
2026-03-31,SPY_deep,2025-01-10,0.5543,,2.94,3.25,4.28
2026-03-31,SPY_deep,1999-09-22,0.5522,,-2.91,1.55,-1.23
2026-03-31,SPY_deep,2010-08-31,0.5518,,4.84,7.38,8.38
2026-03-31,SPY_deep,2023-10-02,0.5497,,1.17,2.04,-2.13
2026-03-31,SPY_deep,2001-03-19,0.5475,Dot-com Crash,-1.2,-2.68,5.67
2026-03-31,SPY_deep,2023-10-04,0.5467,,2.75,1.31,1.44
2026-03-31,SPY_deep,2026-03-27,0.5458,,,,
2026-03-31,SPY_deep,2004-07-16,0.545,,-1.58,0.12,-2.18
2026-03-31,SPY_deep,2008-07-10,0.543,GFC,-0.08,0.17,3.25
2026-03-31,SPY_deep,2012-11-15,0.541,,4.16,4.75,5.95
2026-03-31,SPY_deep,2012-11-07,0.5402,,-2.71,-0.19,1.93
2026-03-31,SPY_deep,1996-04-08,0.5376,,-0.22,0.99,-0.64
2026-03-31,SPY_deep,2023-09-29,0.537,,0.48,0.94,-2.78
2026-03-31,SPY_deep,1998-08-13,0.5366,Asian Crisis / LTCM,1.92,-3.38,-3.67
2026-03-31,SPY_deep,2024-12-31,0.536,,0.58,0.95,1.99
2026-03-31,SPY_deep,2004-03-22,0.5357,,2.68,5.13,2.75
2026-03-31,SPY_deep,2002-09-25,0.5315,Dot-com Crash,-1.42,-7.41,4.75
2026-03-31,SPY_deep,1996-06-21,0.5311,,0.45,-2.25,-6.17
2026-03-31,SPY_deep,2006-05-30,0.5253,,0.56,-2.82,-1.07
2026-03-31,SPY_deep,2014-10-06,0.522,,-4.52,-3.05,2.44
2026-03-31,SPY_deep,2019-01-03,0.5202,,6.01,7.68,11.36
2026-03-31,SPY_deep,2026-03-19,0.5191,,-2.23,,
2026-03-31,SPY_deep,2002-09-27,0.518,Dot-com Crash,-2.36,1.7,8.29
2026-03-31,SPY_deep,2004-07-09,0.5175,,-0.91,-2.48,-4.23
2026-03-31,SPY_deep,2021-12-06,0.5159,,1.7,-0.83,2.09
2026-03-31,SPY_deep,2022-05-06,0.5158,Inflation / Rate Hike Bear,-2.34,-5.28,1.07
2026-03-31,SPY_deep,2000-05-10,0.5154,Dot-com Crash,5.09,1.53,6.12
2026-03-31,SPY_deep,1998-06-03,0.5142,Asian Crisis / LTCM,3.36,3.33,6.45
2026-03-31,SPY_deep,2000-02-18,0.5124,,0.61,3.28,10.26
2026-03-31,SPY_deep,2005-10-18,0.5119,,1.61,2.27,4.81
2026-03-31,SPY_deep,1998-08-07,0.5109,Asian Crisis / LTCM,-2.75,-0.52,-5.62
2026-03-31,SPY_deep,2002-10-10,0.5102,Dot-com Crash,9.48,9.59,11.19
2026-03-31,SPY_deep,2008-07-03,0.5097,GFC,-1.96,-0.26,-1.05
2026-03-31,SPY_deep,2002-07-01,0.5096,Dot-com Crash,-1.47,-6.67,-6.05
2026-03-31,SPY_deep,1994-03-03,0.5075,Bond Massacre / Tequila,0.06,1.48,-5.69
2026-03-31,SPY_deep,2008-07-07,0.5061,GFC,-1.84,0.82,2.67
2026-03-31,SPY_deep,2000-09-27,0.5058,Dot-com Crash,0.37,-4.63,-4.52
2026-03-31,SPY_deep,2016-01-15,0.5053,China Deval / Oil Crash,-0.09,3.11,2.7
2026-03-31,SPY_deep,2022-05-19,0.5036,Inflation / Rate Hike Bear,4.07,5.41,-3.69
2026-03-31,SPY_deep,2013-08-28,0.5025,,1.25,3.07,3.05
2026-03-31,SPY_deep,2014-01-31,0.5005,,0.84,3.28,5.28
