ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
FTI,72.8,11.42,39.36,102.28,186.95,864.24,231.81,3.45,2.6,1.83,4.62,0.27,4,True,True,True,True,True,156.8,793.72,-12.22,146.95,774.25,-255.34,138.15,692.84,-44.48,-0.3946,XLE,0.45,0.35,clean,1.045,normal,none,strong_buy,87.65585098392668,93.80914826498423,82.41324921135646,6,100.0,91.5,1
CENX,65.61,16.14,36.92,104.97,309.3,339.45,925.16,2.29,2.84,2.95,1.1,2.73,4,True,True,True,True,True,279.15,268.93,681.12,269.3,249.46,438.0,260.49,168.05,648.86,-0.7139,IAU,0.39,0.32,clean,0.996,normal,none,strong_buy,91.23854589154274,93.80914826498423,75.70977917981072,6,100.0,91.3,2
FORM,127.68,34.81,77.36,217.22,370.45,151.09,1675.8,2.22,2.81,1.71,0.41,11.09,4,True,True,True,True,True,340.3,80.57,1431.76,330.45,61.1,1188.64,321.65,-20.31,1399.51,-0.8929,XLI,0.49,1.29,clean,1.253,normal,none,strong_buy,94.65600120174253,93.80914826498423,69.4794952681388,6,100.0,91.1,3
LINC,41.32,4.58,64.36,89.45,146.25,545.62,1579.67,14.05,1.39,1.63,3.73,2.9,4,True,True,True,True,True,116.1,475.11,1335.64,106.25,455.64,1092.52,97.44,374.22,1303.38,-0.0231,XLB,0.32,-0.32,clean,1.288,normal,none,strong_buy,79.39011566771819,93.80914826498423,90.37854889589906,6,100.0,90.7,4
STNG,74.02,11.64,24.84,38.61,115.61,320.57,32.42,2.13,1.55,2.99,2.77,0.1,4,True,True,True,True,True,85.46,250.05,-211.62,75.61,230.58,-454.74,66.81,149.17,-243.88,-0.1923,,,0.43,clean,1.212,normal,none,strong_buy,79.91587802313354,93.80914826498423,86.82965299684543,6,100.0,90.1,5
TEN,38.7,11.02,48.73,83.07,146.03,310.39,37.72,4.42,1.7,1.76,2.13,0.12,4,True,True,True,True,True,115.88,239.88,-206.31,106.03,220.4,-449.43,97.22,138.99,-238.57,-0.7559,,,0.3,clean,1.183,normal,none,strong_buy,85.01201742526663,93.80914826498423,74.29022082018928,6,100.0,89.1,6
EFXT,23.53,10.57,47.25,116.87,259.79,264.81,200.9,4.47,2.47,2.22,1.02,0.76,3,True,True,True,True,True,229.64,194.29,-43.14,219.79,174.82,-286.26,210.98,93.4,-75.4,0.1054,XLI,0.34,0.11,clean,1.37,normal,none,strong_buy,87.44930148715638,72.27917981072555,92.11356466876973,6,100.0,89.1,6
VLO,241.74,2.45,29.61,49.05,119.11,240.05,292.05,12.09,1.66,2.43,2.02,1.22,4,True,True,True,True,True,88.96,169.53,48.02,79.11,150.06,-195.1,70.3,68.65,15.76,0.7904,XLE,0.69,-0.34,clean,1.309,normal,none,strong_buy,69.55835962145112,93.80914826498423,97.2397476340694,6,100.0,89.1,6
TNGX,25.04,34.05,102.1,187.82,1768.66,122.58,,3.0,1.84,9.42,0.07,,3,True,True,True,True,True,1738.51,52.06,,1728.66,32.59,,1719.85,-48.82,,1.6333,,,0.06,clean,0.923,normal,none,none,95.39394622202192,72.27917981072555,98.73817034700315,5,83.33333333333334,87.8,9
ESP,67.25,20.56,38.35,82.5,134.65,325.9,171.28,1.86,2.15,1.63,2.42,0.53,3,True,True,True,True,True,104.5,255.39,-72.76,94.65,235.91,-315.88,85.84,154.5,-105.02,-0.624,,,0.99,clean,0.917,normal,none,strong_buy,89.09418657052727,72.27917981072555,77.83911671924291,6,100.0,86.8,10
EZPW,29.99,14.6,40.21,55.31,92.37,458.47,644.17,2.75,1.38,1.67,4.96,1.41,3,True,True,True,True,True,62.22,387.96,400.13,52.37,368.48,157.01,43.56,287.07,367.87,-0.5031,XLI,0.46,0.95,clean,0.831,normal,none,strong_buy,86.49166291122125,72.27917981072555,80.20504731861199,6,100.0,86.4,11
REX,43.57,5.8,30.45,32.55,119.16,202.99,406.63,5.25,1.07,3.66,1.7,2.0,3,True,True,True,True,True,89.02,132.47,162.59,79.17,113.0,-80.53,70.36,31.59,130.33,0.353,XLE,0.4,-0.22,clean,1.364,normal,none,strong_buy,75.21781583295777,72.27917981072555,95.11041009463722,6,100.0,86.0,12
TERN,52.69,13.38,41.72,552.1,2180.95,178.34,,3.12,13.23,3.95,0.08,,3,True,True,True,True,True,2150.8,107.82,,2140.95,88.35,,2132.15,6.94,,0.278,,,-0.38,clean,2.547,confirmed,none,none,91.80374042361424,72.27917981072555,94.3217665615142,5,83.33333333333334,85.9,13
PARR,63.71,20.34,66.08,76.34,402.84,331.06,237.27,3.25,1.16,5.28,0.82,0.72,2,True,True,True,True,True,372.69,260.54,-6.77,362.84,241.07,-249.89,354.04,159.65,-39.03,1.6825,XLE,0.51,0.29,clean,1.239,normal,none,none,92.08352110560313,40.851735015772874,98.81703470031546,6,100.0,85.6,14
MTZ,358.14,17.55,58.47,74.38,202.99,259.51,1709.7,3.33,1.27,2.73,1.28,6.59,3,True,True,True,True,True,172.85,188.99,1465.67,163.0,169.52,1222.55,154.19,88.1,1433.41,-0.9176,XLI,0.62,0.84,clean,0.964,normal,none,strong_buy,91.33994291722999,72.27917981072555,68.65141955835962,6,100.0,85.6,14
INSW,75.63,11.66,33.95,74.71,133.21,294.93,,2.91,2.2,1.78,2.21,,4,True,True,True,True,True,103.06,224.42,,93.21,204.95,,84.41,123.53,,-0.7076,,,0.47,clean,0.955,normal,none,none,87.29345050322968,93.80914826498423,75.86750788643532,5,83.33333333333334,85.1,16
DAN,35.32,7.72,30.52,90.3,219.93,36.74,179.87,3.96,2.96,2.44,0.17,4.9,4,True,True,True,True,True,189.78,-33.78,-64.16,179.93,-53.25,-307.28,171.12,-134.66,-96.42,-1.0524,XLI,0.57,-0.07,clean,0.725,thin,none,strong_buy,78.37990085624155,93.80914826498423,64.1167192429022,6,100.0,85.1,16
